"","time","S","E","I","H","C","R","D","inci","hosp","crits","lvl2","lvl3","lvl4","ID","POP","runNum"
"1",1,18841349.6633035,0,1,0,0,0,0,0,0,0,"Malawi","All","All",1,18841350.6633035,921
"2",2,18841348.9967621,0.559104331963634,0.787253924484466,0.0100187395824348,0.000145817334417656,0.310016988221026,1.64010104223027e-06,0.666541441687021,0.0107163154803006,0.000148609532529058,"Malawi","All","All",1,18841350.6633035,921
"3",3,18841348.411957,0.888383900563538,0.761859492286245,0.0176003550337273,0.000516231243939832,0.582974588289213,1.1882875273473e-05,1.25134645029194,0.0201185143277172,0.000536461303577801,"Malawi","All","All",1,18841350.6633035,921
"4",4,18841347.8087011,1.13816677578379,0.825549509343619,0.0245413890457479,0.00106087190549837,0.865246807260534,3.70672163086441e-05,1.8546024205555,0.0298173587009237,0.00112397717078811,"Malawi","All","All",1,18841350.6633035,921
"5",5,18841347.1361571,1.37402459097725,0.93916904793244,0.0316816740908838,0.00176580273677586,1.18042272153677,8.25637436150909e-05,2.52714640101774,0.0406301810234811,0.00190636378945273,"Malawi","All","All",1,18841350.6633035,921
"6",6,18841346.3625412,1.62663435477841,1.08855709445471,0.0394740185497517,0.00263451397265721,1.54330865585975,0.000153604765653244,3.30076224238093,0.0530679861375085,0.0028960191638106,"Malawi","All","All",1,18841350.6633035,921
"7",7,18841345.4622122,1.91267296531867,1.27036088666739,0.048224477625182,0.00368023739788951,1.96589702421841,0.000255706683741418,4.20109129791128,0.0675430230096776,0.00411556650325042,"Malawi","All","All",1,18841350.6633035,921
"8",8,18841344.4099724,2.24363430899643,1.48618005593395,0.0581954994558084,0.00492304620037986,2.46000327759081,0.000394931274766735,5.25333111945215,0.0844604055053676,0.00559539889764883,"Malawi","All","All",1,18841350.6633035,921
"9",9,18841343.1783227,2.62962792449372,1.74019452639224,0.0696523558326778,0.00638901721196833,3.03853886286008,0.00057809086924183,6.48498077765993,0.104262250298637,0.00737319086453834,"Malawi","All","All",1,18841350.6633035,921
"10",10,18841341.7358909,3.08109601950548,2.03826422171487,0.082886364836307,0.0081103345605063,3.71624270656894,0.000812943604394675,7.9274125907905,0.127452946390806,0.00949433441077178,"Malawi","All","All",1,18841350.6633035,921
"11",11,18841340.0462788,3.60968500387674,2.38765643650616,0.0982290444566154,0.0101258707248227,4.5102199225678,0.00110839979040956,9.61702467792256,0.154617685359054,0.0120128714167137,"Malawi","All","All",1,18841350.6633035,921
"12",12,18841338.0669921,4.2287960077429,2.79705155372312,0.116063309076345,0.0124820734838187,5.44044370315043,0.00147475344725491,11.5963114006239,0.1864396714883,0.01499277476635,"Malawi","All","All",1,18841350.6633035,921
"13",13,18841335.7483112,4.95402525459245,3.27668931882477,0.136834198702577,0.0152340979813951,6.53028551587494,0.00192394608765366,13.9149923320638,0.223718272919804,0.0185095294908344,"Malawi","All","All",1,18841350.6633035,921
"14",14,18841333.0320149,5.80360141011484,3.83859469796797,0.16106052029243,0.0184471793547926,7.80711488413427,0.0024698714904117,16.6312885633547,0.267389541671584,0.0226520242596862,"Malawi","All","All",1,18841350.6633035,921
"15",15,18841329.8499062,6.79886209038105,4.49686758683623,0.189348047897847,0.0221982688053819,9.30299252633548,0.00312872950898057,19.813397249765,0.318549920939601,0.0275247897947125,"Malawi","All","All",1,18841350.6633035,921
