Code,Population,pop_density,pct_elderly,Rainy_Season_Movement,pct_not_covered,interpolated_CI,final_rank
MW20720,28231.06064,3.248615705290732,0.16354248089169451,0.21310602024507194,0.04496527718054191,0,3.4121581861824266
MW30121,11960.52305,0.8204366426381764,0.1936162171645988,0.10655301012253597,0.029319248506862433,0,1.0140528598027752
MW30820,12203.55618,0.8929370530882474,0.27116526631445853,-0.10655301012253597,0.005664100431153774,0,1.164102319402706
MW30805,126885.6487,0.3160287254974475,0.5223856754362609,0.4262120404901439,0.5833244916692573,0,0.8384144009337084
MW30620,22163.66259,1.4995523589547193,0.16231183720394798,0.10655301012253597,0.002490315906615995,0.06049606775559588,1.7223602639142632
MW10520,28193.59338,2.3901449382775737,0.23433429097134978,-0.053276505061267986,-0.004458756169690664,0.12099213551119176,2.745471364760115
MW31320,2117.491452,1.3905487753777466,0.3971878084668491,0.21310602024507194,NA,0,1.7877365838445956
MW10320,11540.23199,0.874868120220935,0.44877364023885313,0.31965903036760784,NA,0,1.323641760459788
MW20220,29045.4809,2.0370780100107524,0.36661933623115506,-0.053276505061267986,0.008082982811135198,0.3024803387779794,2.706177685019887
MW31120,24146.58287,1.409216729197029,0.393627083831338,-0.10655301012253597,0.00732747464346841,0,1.802843813028367
MW20920,20454.11657,2.047627435552219,0.17294073550976236,-0.053276505061267986,0.0021209438558036204,0,2.2205681710619816
MW20320,8498.626276,1.697670687149706,0.21130404072980286,0.8524240809802878,-0.025966393803241956,0,1.9089747278795088
MW30920,7470.055295,2.5496471023219964,0.46802937197203875,0.7458710708577518,NA,0,3.017676474294035
MW10420,17673.53922,1.2970100048496067,0.22470532307448451,0.053276505061267986,0.013158582691793447,0.06049606775559588,1.582211395679687
MW20520,37262.91597,2.038714400099606,0.2120374526803192,0.3729355354288759,0.012205471424923231,0,2.250751852779925
MW20402,174873.4604,0.21874316850370062,0.4165871498704372,1.1188066062866275,0.5086410483743973,0.06049606775559588,0.6958263861297338
MW30204,29964.68673,0.2403690811988649,0.4664185926656162,0.053276505061267986,0.3998930904324636,0.06049606775559588,0.7672837416200771
MW20905,21515.40131,0.21751925670887365,0.5325354066579381,0.053276505061267986,0.2945200829125574,0,0.7500546633668117
MW10406,2926.349074,0.025604123977454818,0.4576107453638902,-0,0.6938016632164282,0,0.483214869341345
MW20805,28367.41561,0.37406104863644346,0.565830744760561,0.7458710708577518,0.36970330902756676,0,0.9398917933970046
MW30207,86602.08433,0.24058605778277334,0.3992239930668639,0.7458710708577518,0.6189128157223253,0,0.6398100508496373
MW20802,87244.82939,0.33043063264039524,0.5150019861772753,1.0122535961640917,0.5474610321590491,0,0.8454326188176706
MW20305,86265.61455,0.14925122576393132,0.4024995187504028,1.3851891315929676,0.5847794701669752,0.4234724742891711,0.9752232188035053
MW20109,49378.49972,0.14373709925290284,0.339383576406764,1.0122535961640917,0.8282551741228309,0.06049606775559588,0.5436167434152627
MW20104,9199.474451,0.17595170263763169,0.5229628043682418,0.7458710708577518,0.25147814841862554,0,0.6989145070058735
MW20605,63179.79858,0.15560358513425934,0.5419447896209139,0.7991475759190196,0.7330012992496557,1.3914095583787052,2.0889579331338783
MW30209,35797.09811,0.4673090259271955,0.4428019542769563,0.47948854555141185,0.3000984368636149,0,0.9101109802041518
MW30106,152293.3819,0.2214166725377927,0.4567143625836754,0.21310602024507194,0.49630295631879495,0,0.6781310351214681
MW20706,88692.0088,0.19163228171921842,0.3211287582663979,1.1188066062866275,0.6103243430517493,0,0.5127610399856164
MW10307,12147.4793,0.141553143220163,0.5450642267618476,0.10655301012253597,0.7066286258161723,0.06049606775559588,0.7471134377376065
MW20908,160060.8532,0.1987898272728152,0.478201975723978,0.6393180607352157,0.5938934700598343,0,0.6769918029967932
MW10504,23471.58337,0.1332794925327803,0.4938478236281278,0.4262120404901439,0.05688084181751044,0.06049606775559588,0.687623383916504
MW30806,110963.9357,0.3000546026404651,0.5018803170036753,0.5327650506126799,0.37438962880523396,0,0.8019349196441403
MW10405,12845.34303,0.0870970428556816,0.42488961905429184,0.31965903036760784,0.7262530215439318,0,0.5119866619099734
MW20202,28689.58244,0.04723332909787105,0.3708468323983559,0.6925945657964838,0.5137906052696419,0.3024803387779794,0.7205605002742064
MW20506,26131.62364,0.4177827855982453,0.4620574699257748,0.4262120404901439,0.1328815921434857,0,0.8798402555240201
MW20504,46073.41951,0.1587486637932247,0.4147994947052907,0.3729355354288759,0.754871206497566,0,0.5735481584985154
MW20808,44044.33732,0.20737336256006553,0.4654386500606277,0.21310602024507194,0.5123809057693198,0,0.6728120126206932
MW10503,97078.74475,0.09159322925550602,0.48204621385339763,0.15982951518380392,0.6753394972588455,0.2419842710223835,0.8156237141312872
MW20403,129615.9415,0.26826268466282555,0.4246047550330887,1.1720831113478956,0.6069617321480547,1.3914095583787052,2.0842769980746194
MW10508,59086.12468,0.05611666790170628,0.32902109932141715,0.5327650506126799,0.5953675083703771,0.4234724742891711,0.8086102415122945
MW30706,68503.93201,0.41602048127916375,0.5621302891690376,0.21310602024507194,0.45734874227520256,0.36297640653357527,1.3411271769817765
MW30802,95297.1442,0.6599504604193922,0.39134112731134385,0.21310602024507194,0.316552076252379,0,1.051291587730736
MW20106,39170.34024,0.09816360796957846,0.3195450003100864,0.7991475759190196,0.9121692584242139,0,0.4177086082796649
MW20103,56852.0085,0.1828086345700769,0.3917038357258099,1.0122535961640917,0.5704984757393722,0,0.5745124702958868
MW31109,11959.03687,0.16611429350490575,0.4672942097381486,0.10655301012253597,0.41251329782603086,0,0.6334085032430543
MW20904,118752.752,0.21642147310449866,0.5559849902223607,0.4262120404901439,0.6616757035940425,0,0.7724064633268594
MW10304,23722.39312,0.12818898394376899,0.43585154658674535,-0,0.5115788004074916,0.06049606775559588,0.6245365982861102
MW20702,133090.2397,0.2595184660920459,0.40646399702591846,0.9057005860415558,0.5710261983479231,0,0.6659824631179643
MW30703,61214.17984,0.42822501693134407,0.5657547370844187,0.15982951518380392,0.5299048244313223,0.06049606775559588,1.0544758217713586
MW31106,66056.7314,0.19028302634987954,0.47082741602950423,0.21310602024507194,0.2476644015594632,0.36297640653357527,1.024086848912959
MW30305,188240.227,0.37814533336458034,0.4953089104892128,0.053276505061267986,0.5323946385353626,0.6049606775559588,1.478414921409752
MW30105,116280.2692,0.13597585058240622,0.4499963212176704,0.3729355354288759,0.4360070208382208,0,0.5859721718000767
MW20704,116713.6275,0.18636945242733227,0.35325513396387487,0.8524240809802878,0.7390123749316696,0,0.5396245863912071
MW10311,2102.362734,0.023015454572041488,0.44877365104307143,0.31965903036760784,NA,0,0.4717891056151129
MW20405,118457.0334,0.2816886665562545,0.3867713535065902,0.4262120404901439,0.569131652374113,4.174228675136116,4.8426886951989605
MW10308,16564.68809,0.28012713434692427,0.44877365104307143,0.7458710708577518,0.11418536519957835,0,0.7289007853899957
MW30206,68486.76494,0.15920537287363615,0.3985880783828021,0.4262120404901439,0.5004843237447801,0,0.5577934512564382
MW20204,36242.98279,0.2062100613674072,0.3992600251350848,0.5860415556739478,0.8104176356061659,0.3024803387779794,0.9079504252804714
MW30705,82409.19747,0.47589671047668,0.48217536747963835,0.053276505061267986,0.4140165728916321,1.2099213551119177,2.167993433068236
MW20407,78561.85357,0.41175735154611826,0.36760297387882174,1.0655301012253597,0.7358504522480132,1.3914095583787052,2.1707698838036453
MW30205,30122.43266,0.1291992804905989,0.43697060430729984,0.4262120404901439,0.368207934457515,0.06049606775559588,0.6266659525534947
MW20510,7393.146243,0.2923088954258027,0.3985368988004444,0.5860415556739478,NA,0.3024803387779794,0.9933261330042266
MW20609,77593.50562,0.3898533283222971,0.43198414421316805,0.26638252530633993,0.408610920086968,4.174228675136116,4.9960661476715815
MW10403,16175.0506,0.11067740843533466,0.39303729235544255,0.4262120404901439,0.389325560514321,0,0.5037147007907772
MW10202,24485.11887,0.08707397744434212,0.3824386782736831,0.47948854555141185,0.5636889096040836,0,0.46951265571802525
MW10404,21256.82915,0.0776056458987342,0.3881269479796366,0.3729355354288759,0.1719362033723694,0,0.4657325938783708
MW10407,30476.27673,0.06476821749541047,0.37801612274826324,0.3729355354288759,0.3761667037611209,0.06049606775559588,0.5032804079992695
MW20206,35720.17519,0.13514282251881196,0.41939833185742487,1.1188066062866275,0.6870005900897304,0.3024803387779794,0.8570214931542163
MW20508,40168.71759,0.21244855119546,0.4459401691493948,0.8524240809802878,0.7119231341753844,0.06049606775559588,0.7188847881004508
MW10205,42130.0895,0.1518048203839066,0.34335745435225035,0.5327650506126799,0.22472237573887446,0,0.4951622747361569
MW30109,37972.50264,0.09125802128366997,0.4546083827330738,0.15982951518380392,0.2586579068589364,0,0.5458664040167438
MW30208,35668.86412,0.20623149554378203,0.3680709477927409,0.9057005860415558,0.8198630809251779,0,0.5743024433365229
MW20613,50564.00793,0.4338332972827828,0.3215063116768866,0.4262120404901439,0.3353970606397881,4.174228675136116,4.929568284095786
MW20108,67366.2561,0.2147383086919855,0.33044802324405703,1.2253596164091636,0.6796297365436185,0,0.5451863319360426
MW20303,28838.76381,0.11112722193594368,0.4097816483568316,0.9589770911028237,0.4896799333609446,0.5444646098003629,1.0653734800931383
MW10310,11007.0091,0.048428182095161046,0.3615747710506989,0.31965903036760784,0.8371309548230235,0.18148820326678763,0.5914911564126476
MW20102,39647.34765,0.11867573845689473,0.39253062853558657,0.9589770911028237,0.711027555538802,0.12099213551119176,0.6321985025036732
MW30202,52182.19745,0.14621941080090678,0.4731643468517071,0.26638252530633993,0.5648234495221415,0.06049606775559588,0.6798798254082098
MW30702,23217.67516,0.3512892579602638,0.5322673864131536,0.15982951518380392,0.3403298311023703,0.12099213551119176,1.0045487798846091
MW20611,73435.91209,0.9237761991769834,0.24494311503945673,0.26638252530633993,0.5277988497323481,4.174228675136116,5.342947989352556
MW10305,12872.82739,0.02478991276068777,0.4019506536536439,0.5860415556739478,0.18846501375195068,0.3024803387779794,0.7292209051923111
MW10313,1134.188416,0.04121950904354669,0.44877365104307143,0.31965903036760784,NA,0,0.48999316008661814
MW30710,126405.4762,0.5549142925430052,0.42890481233077576,-0.10655301012253597,0.34413830227945513,1.8148820326678763,2.7987011375416575
MW20601,175833.45,0.4321416335073698,0.4598069404377736,0.47948854555141185,0.4724039428064401,1.3914095583787052,2.2833581323238485
MW20907,33121.27754,0.27587001088953467,0.49409722820468294,0.31965903036760784,0.39957017275507967,0,0.7699672390942176
MW30704,55182.59931,0.4174115903275184,0.589959708379496,0.31965903036760784,0.5130116127414411,0.36297640653357527,1.3703477052405895
MW31003,133729.5536,0.1465016435667394,0.42209596150947937,0.4262120404901439,0.5714205891171448,0.3024803387779794,0.8710779438541981
MW30503,54548.75617,0.1955929127331063,0.4863870138585093,0.10655301012253597,0.5001735767098623,0.6654567453115547,1.3474366719031703
MW20302,41627.78762,0.156217402324548,0.3997485918891927,1.0122535961640917,0.59517203214209,0.4234724742891711,0.9794384685029118
MW30304,79783.48698,0.40901055964143834,0.5655072556587313,0.053276505061267986,0.5885370373327937,0.18148820326678763,1.1560060185669574
MW10401,87018.34425,0.10080608949035637,0.37696091795819925,0.3729355354288759,0.6018114428140509,0.06049606775559588,0.5382630752041515
MW30803,92019.9381,0.5646298142519369,0.5897515327001915,0.31965903036760784,0.16951193143972595,0,1.1543813469521285
MW30709,168982.1885,0.5553136357069275,0.4887822010260936,0.10655301012253597,0.32101096559275316,0.5444646098003629,1.588560446533384
MW31102,13151.08705,0.33836811414778933,0.5667528199720289,0.21310602024507194,0.09749780089018813,0,0.9051209341198182
MW20607,138622.9816,0.31529016216633327,0.46476698421802226,0.5327650506126799,0.6564627757885448,4.174228675136116,4.954285821520472
MW30102,153855.3728,0.15813571457398096,0.44615615627857147,0.4262120404901439,0.5980131321741152,0,0.6042918708525524
MW10505,193821.6726,0.10107747450186762,0.5148646537577384,0.6925945657964838,0.7054419273804095,0.06049606775559588,0.6764381960152019
MW20603,333454.3034,0.19597395177391685,0.4430277084195278,0.5860415556739478,0.38300538023581904,1.3914095583787052,2.0304112185721497
MW30405,23022.41322,0.34600332926812544,0.5501601227837183,0.21310602024507194,0.31639209676627983,0.6049606775559588,1.5011241296078026
MW20608,40030.47629,0.30894331844663864,0.44052990278598775,1.3851891315929676,0.5357799936407924,4.174228675136116,4.923701896368742
MW30903,46923.20456,0.1940341631766379,0.46802937197203875,0.7458710708577518,NA,0,0.6620635351486767
MW20404,117028.1731,0.20461041916397552,0.47915177455975017,0.7991475759190196,0.6180400498028298,1.451905626134301,2.1356678198580266
MW20110,89251.08379,0.14102683896773893,0.3733684721375917,0.9057005860415558,0.7134612970650483,0,0.5143953111053307
MW31301,34861.07762,0.11190511957723587,0.3822077813231736,0.31965903036760784,0.4521180072333088,0.06049606775559588,0.5546089686560054
MW20401,116322.2876,0.29514917321387263,0.4588634512655219,1.0122535961640917,0.7576224085981876,1.3914095583787052,2.1454221828580997
MW10302,23297.87996,0.0999657411025938,0.43528312585476026,0.15982951518380392,0.3168750470050354,0.12099213551119176,0.6562410024685459
MW30104,103506.0869,0.16918519689675335,0.5119661412737703,0.26638252530633993,0.3191381746906015,0,0.6811513381705236
MW20615,173614.5553,0.30248245505563487,0.4199085286566836,0.9057005860415558,0.5573681995378625,1.3914095583787052,2.1138005420910235
MW10301,52918.63185,0.028398375792148618,0.40537466171006437,0.15982951518380392,0.6531664645851355,0.2419842710223835,0.6757573085245965
MW20807,137041.4072,0.18102470581071542,0.4118441736412011,0.5860415556739478,0.45892776540458297,0,0.5928688794519165
MW30403,104595.7659,0.4603685733210283,0.6043437208175023,0.31965903036760784,0.27821607622678735,0.5444646098003629,1.6091769039388935
MW31204,179251.2618,0.22031951693057272,0.5067370292395565,0.3729355354288759,0.4733866604252658,0,0.7270565461701293
MW20602,206410.25,0.31017329979203556,0.44549681804911145,1.0655301012253597,0.4741465062901959,1.3914095583787052,2.1470796762198523
MW20101,71351.49959,0.15969667901666146,0.41925389026220883,0.6393180607352157,0.615173649270949,0,0.5789505692788703
MW20612,36369.02142,0.6601023293830113,0.30520822391473734,-0,0.5370769168722871,4.174228675136116,5.139539228433865
MW20610,83525.78922,0.38166834049395804,0.5322725508295284,0.6925945657964838,0.4174038879221212,0,0.9139408913234864
MW20304,133407.2835,0.23266350746990092,0.4230750073643443,1.1188066062866275,0.5796704463747677,0.18148820326678763,0.8372267181010328
MW10105,27441.10852,0.05737511263952394,0.4215819940380141,0.21310602024507194,0.8065918802253694,0,0.47895710667753805
MW30601,61661.9392,0.14433207876446136,0.4266217837539564,0.15982951518380392,0.5806805788193007,0.4234724742891711,0.9944263368075889
MW20201,109421.3435,0.16529052506772782,0.2671713897607932,0.6393180607352157,0.33554687958873797,0.3024803387779794,0.7349422536065005
MW20105,57557.30879,0.20042401783198896,0.3816598778018486,0.7458710708577518,0.5952562548793656,0,0.5820838956338376
MW20113,75132.45074,0.2044909756063296,0.33604008138554065,1.1720831113478956,0.704404340544966,0.4234724742891711,0.9640035312810413
MW30501,105171.5563,0.45217294334314445,0.3922103482866089,-0.10655301012253597,0.35919198389289675,1.7543859649122806,2.5987692565420337
MW20803,184662.9236,0.27684323104470526,0.49466366096049036,0.6925945657964838,0.6153490283060867,0,0.7715068920051956
MW30707,70462.1685,0.4854608020942291,0.5478575061590176,0.053276505061267986,0.3829655467613726,0.06049606775559588,1.0938143760088426
MW20502,79268.25666,0.16242098800307436,0.39934362817673197,0.5327650506126799,0.49228296570608077,0.06049606775559588,0.6222606839354022
MW20301,22903.6835,0.11646433759838772,0.45502904497480723,1.0122535961640917,0.5484807403477299,0.3024803387779794,0.8739737213511743
MW20806,100114.5045,0.15876543469417204,0.41654180456599255,0.5327650506126799,0.6499217714966574,0,0.5753072392601646
MW30107,57725.91207,0.12037478299071333,0.4520752365012876,0.3729355354288759,0.5065710596751224,0,0.5724500194920009
MW10408,19534.81318,0.15837859700534926,0.4278305705079665,0.47948854555141185,0.32430351713686595,0,0.5862091675133158
MW31005,40760.76933,0.23152071510155986,0.3870011160141722,-0.053276505061267986,0.2880268753159879,0.3024803387779794,0.9210021698937115
MW30203,174476.9205,0.17154066930527875,0.46772274825506444,0.47948854555141185,0.38437472129900035,0,0.6392634175603432
MW20507,114194.4234,0.21474880915230082,0.4194108539465007,0.7458710708577518,0.6798246964942558,0.3024803387779794,0.936640001876781
MW20606,142407.8876,0.2288061474339565,0.3780123412718383,1.1188066062866275,0.6880641442434516,0,0.6068184887057948
MW10201,77158.2373,0.21499918338847984,0.3874000617770079,0.7991475759190196,0.5843357695746695,0,0.6023992451654878
MW20509,10710.41132,0.05429746518089049,0.36498875279248394,0.5860415556739478,0.4790179062977926,0.06049606775559588,0.4797822857289703
MW30506,85350.42568,0.22849056012196112,0.45274091680692335,0.053276505061267986,0.39110614905324137,1.996370235934664,2.6776017128635488
MW30504,47367.23431,0.09401152646083336,0.45640371969747223,-0.053276505061267986,0.5238868364188305,0.9074410163339381,1.4578562624922438
MW30301,94131.61222,0.24637480563962036,0.44381811262187776,0.26638252530633993,0.3701292786188676,0.18148820326678763,0.8716811215282857
MW10203,99692.63172,0.056647641786055594,0.4441113066954343,0.4262120404901439,0.3833791295490978,0,0.5007589484814899
MW30402,74443.66329,0.6069634012180939,0.48343108775819166,0.053276505061267986,0.23366478134602117,1.6333938294010888,2.723788318377374
MW30502,35948.44414,0.24676895741688143,0.4857897458635107,-0.15982951518380392,0.4128234195377392,0.6049606775559588,1.337519380836351
MW10501,176152.387,0.14047099369267005,0.5191493474569215,0.31965903036760784,0.7283388633445732,0.12099213551119176,0.7806124766607834
MW30801,194761.2897,0.43076638051771815,0.4966620740131288,-0.10655301012253597,0.2080282918560223,0,0.9274284545308469
MW10507,94895.8094,0.12075166248740274,0.479914790068565,0.9057005860415558,0.6177010831280739,0.12099213551119176,0.7216585880671595
MW30507,26232.61879,0.33747804907439455,0.46111832404930264,-0.10655301012253597,0.6051837626325766,1.6333938294010888,2.431990202524786
MW20501,60692.0764,0.31272032328772276,0.36720762592069883,0.3729355354288759,0.26230933409498874,0,0.6799279492084216
MW30108,83909.96427,0.10662785003996206,0.44801931132159745,0.31965903036760784,0.4475649227944757,0,0.5546471613615596
MW30505,19610.98127,0.30233667219633825,0.5603825339822838,0.31965903036760784,0.6359483173925138,0.6049606775559588,1.4676798837345808
MW31007,73293.12488,0.14372264515671174,0.5002491069203394,-0.10655301012253597,0.2719104414679407,0.3024803387779794,0.9464520908550306
MW30307,74257.98758,0.23354136988373708,0.41644539852559215,-0.10655301012253597,0.15179607618760374,0.18148820326678763,0.8314749716761168
MW31107,20123.42873,0.12807705095867955,0.5831398372554755,-0.10655301012253597,0.4783563008320841,0,0.711216888214155
MW20203,68407.08616,0.058921442872585855,0.40312569883372495,0.21310602024507194,0.5939076710727215,0.3024803387779794,0.7645274804842902
MW10303,6511.765104,0.14830009932340393,0.5802853195486575,0.10655301012253597,0.6255967497928038,0,0.7285854188720614
MW20614,147418.1927,0.40381943765068296,0.3990620594421278,0.4262120404901439,0.6848984068952163,4.174228675136116,4.977110172228927
MW10306,21637.19936,0.19943706027327018,0.44877365104307143,0.31965903036760784,NA,0,0.6482107113163416
MW20909,36995.57046,0.13363084394178487,0.4040189267821794,0.4262120404901439,0.5063328395174508,0,0.5376497707239642
MW31004,41452.35073,0.26131032283224165,0.3996585927502781,0.10655301012253597,0.32204923468669827,0.3024803387779794,0.9634492543604992
MW20604,139324.5799,0.3692088957998145,0.543789588296951,0.47948854555141185,0.6008698286161896,1.3914095583787052,2.3044080424754707
MW20705,133854.9108,0.13154736368202508,0.3275128412429851,1.0655301012253597,0.5432369111536299,0,0.45906020492501015
MW30901,314498.2746,0.3415100402257755,0.46811397980599323,0.6393180607352157,0.47566104682361754,0.06049606775559588,0.8701200877873647
MW10601,1,0.5582727225155528,0,-0,NA,0,0.5582727225155528
MW31302,40913.65183,0.06659495810904255,0.4052075528647352,0.053276505061267986,0.6817846582238142,0.12099213551119176,0.5927946464849695
MW31104,77059.49695,0.20580545913963283,0.5212163781003459,0.5327650506126799,0.37336573635507736,0.5444646098003629,1.2714864470403417
MW20701,58260.96807,0.19586405425077516,0.35908668921368025,0.6393180607352157,0.8154171091411035,0,0.5549507434644554
MW30306,161909.8964,0.22198978519058815,0.5099024599380366,-0.053276505061267986,0.3702349688563257,0.7259528130671505,1.4578450581957751
MW30401,71774.06211,0.4424379953142812,0.5116736386701887,0.21310602024507194,0.20376577523353664,1.6938898971566845,2.6480015311411544
MW20902,77152.94655,0.1689736536459328,0.3392501227016171,0.15982951518380392,0.4075221185086635,0,0.5082237763475499
MW10509,51806.49782,0.06892120013909142,0.3294634780420484,0.9057005860415558,0.48587953831031067,0.06049606775559588,0.45888074593673567
MW30101,151066.059,0.18862257105964692,0.3941651231013029,0.15982951518380392,0.6010595167447693,0,0.5827876941609498
MW20406,98252.5124,0.2047289725512001,0.45546928446020385,0.8524240809802878,0.6278892763542603,1.5124016938898972,2.172599950901301
MW10502,216647.0976,0.10020484705969893,0.4453232050643313,0.3729355354288759,0.49188784925313456,0.18148820326678763,0.7270162553908178
MW10101,113635.5806,0.10796126395106571,0.4176990227857843,0.31965903036760784,0.4412673390719512,0,0.5256602867368501
MW20205,109237.0454,0.1574916024998709,0.3865232238278012,1.0655301012253597,0.5263582353333545,0.3024803387779794,0.8464951651056515
MW30302,155523.5271,0.32506138155557013,0.4441900910556942,0.053276505061267986,0.37697686208928116,0.18148820326678763,0.9507396758780519
MW10402,8290.838594,0.046704414400207575,0.503203185499318,0.47948854555141185,0.27870626689770467,0,0.5499075998995255
MW20114,27002.80999,0.13072610748367997,0.3324740626830346,0.6925945657964838,0.9037507723410989,0,0.46320017016671455
MW10102,34627.53652,0.04809720982035579,0.503529613348541,0.5327650506126799,0.43665682718837007,0,0.5516268231688968
MW10103,29903.8643,0.0366185549796294,0.43133067267427594,0.5327650506126799,0.5032277845756695,0,0.46794922765390534
MW10506,102128.2131,0.06446695860583337,0.4140755040331817,0.3729355354288759,0.6372214378118399,0.3024803387779794,0.7810228014169945
MW10510,46866.04704,0.1604010211932113,0.4669211724909332,0.5327650506126799,0.4737445730422623,0.06049606775559588,0.6878182614397403
MW30902,64724.73741,0.21062758048953503,0.4679447641380844,0.8524240809802878,0.4708058367041159,0,0.6785723446276194
MW30406,45771.22505,0.4424881756321956,0.5915881525829324,0.31965903036760784,0.29292130227177104,0.5444646098003629,1.578540938015491
MW30708,66040.56258,0.3361084573009649,0.4583874606215817,0.26638252530633993,0.4286620477599412,0.6654567453115547,1.4599526632341013
MW31101,33881.16269,0.1645665518507303,0.5142421687170942,0.6925945657964838,0.2449983505308818,0,0.6788087205678245
MW20505,51030.27139,0.2165239584540315,0.44442082594292837,0.5327650506126799,0.5926821939129258,0,0.6609447843969598
MW31001,205691.6028,0.17235627741213605,0.45977629967451283,0.21310602024507194,0.4117729421661347,0.3024803387779794,0.9346129158646282
MW31108,15944.21714,0.2475654058093153,0.584579186029226,0.21310602024507194,0.43220725111079655,0,0.8321445918385413
MW31304,26545.57247,0.08098254863602561,0.4207122112433945,0.31965903036760784,0.4786782650845745,0,0.5016947598794201
MW20906,66200.2576,0.2446003679310071,0.5275583462337772,0.47948854555141185,0.31075517087460014,0,0.7721587141647843
MW30404,55927.28261,0.3885522387327306,0.6078922258820516,0.10655301012253597,0.3505610008241349,0.5444646098003629,1.5409090744151452
MW30701,48111.77897,0.3655049769133815,0.5527786871658357,0.053276505061267986,0.39294762168465114,0.12099213551119176,1.039275799590409
MW31201,217589.8511,0.14458242447611921,0.5321189688655822,0.26638252530633993,0.48231538033217025,0.06049606775559588,0.7371974610972973
MW30602,65016.69693,0.20336463785715114,0.4011539397877735,0.7991475759190196,0.7203928957966726,0.4234724742891711,1.0279910519340958
MW10104,47631.87715,0.06003628066524043,0.4031468859059232,0.5860415556739478,0.4217794336447319,0,0.4631831665711636
MW30804,55634.71022,0.45558254748079763,0.6297598557946282,0.21310602024507194,0.3280315097958925,0,1.0853424032754257
MW31103,3109.740136,0.03651519475268593,0.4212556634267564,0.053276505061267986,0.9419035488062906,0,0.45777085817944235
MW30210,66745.29216,0.17620619426914208,0.4483135317958979,0.6393180607352157,0.6534302940442475,0,0.6245197260650399
MW20503,27766.83731,0.25738875683570855,0.45516275798119465,0.9057005860415558,0.691832720185773,0,0.7125515148169033
MW20801,189549.6335,0.19832129828321726,0.393856543820806,0.9057005860415558,0.4303692331971182,0,0.5921778421040232
MW20901,67971.9724,0.09088452704457943,0.4824159017929223,0.15982951518380392,0.3916677751808032,0,0.5733004288375018
MW20111,114907.7256,0.141441273045755,0.3223820367916026,1.2786361214704314,0.7237756096835463,0,0.4638233098373576
MW30508,82992.84979,0.3002180859284004,0.4669699535368155,-0.10655301012253597,0.2656012564558723,2.298850574712643,3.066038614177859
MW31303,64344.93609,0.14152560124383026,0.3806236776318747,0.21310602024507194,0.47191928064889804,0.6654567453115547,1.1876060241872597
MW20804,81038.06228,0.15540901643433677,0.5598466555559902,0.5860415556739478,0.40006101962936497,0,0.715255671990327
