time,S_e,E_e,I_e,H_e,C_e,R_e,D_e,inci_e,hosp_e,crits_e,S_a,E_a,I_a,H_a,C_a,R_a,D_a,inci_a,hosp_a,crits_a,S_p,E_p,I_p,H_p,C_p,R_p,D_p,inci_p,hosp_p,crits_p,lvl2,lvl3,lvl4,TA_Code,ID
1,893.332781,0,0,0,0,0,0,0,0,0,8648.52233,1,0,0,0,0,0,0,0,0,9225.68914,0,0,0,0,0,0,0,0,0,Malawi,Blantyre City,Nyambadwe Ward,31538,294
2,893.3277638197756,0.004551203994300439,4.331987557332651e-4,3.1689920003139264e-6,3.8993700908865626e-8,2.956898256976293e-5,5.059347668352781e-10,0.005017180224239457,3.3355177188628943e-6,3.984370943833142e-8,8648.49790270843,0.7514802733869179,0.21470704473440902,6.964672262548864e-4,8.241900007063638e-6,0.033110740602396264,5.6600844509098044e-8,0.02442729156904244,7.587022840720147e-4,8.512038221787371e-6,9225.702762305487,1.3400146984595734e-6,1.2696269404952715e-7,1.7264206567634294e-12,4.433411512118851e-15,9.582163323414856e-9,9.656061522106235e-17,0.013622305486008214,1.8170200993102274e-12,4.529972127339913e-15,Malawi,Blantyre City,Nyambadwe Ward,31538,294
3,893.3160145553632,0.013736052280067764,0.002610880595772419,3.845991517034518e-5,9.687494308409416e-7,3.800572073597824e-4,2.588898504201667e-8,0.01676644463678619,4.269056557326841e-5,1.0122448763952713e-6,8648.439363886784,0.5647274732362675,0.32269555896964547,0.002118764656083049,5.211631827208234e-5,0.11041492794187362,7.520208257098441e-7,0.0829661132149435,0.0025260506261954403,5.570547961860026e-5,9225.73608838059,4.183479510495699e-6,7.810878661313733e-7,2.124137438322096e-11,1.1121396855315951e-13,1.2427350881042935e-7,4.976712835606881e-15,0.046948380588837595,2.3565188010996287e-11,1.161906813887664e-13,Malawi,Blantyre City,Nyambadwe Ward,31538,294
4,893.3032779801381,0.021434823251449533,0.006389697261428034,1.4534131404920816e-4,5.693846367665647e-6,0.0015272264019718016,2.377866253726767e-7,0.029503019861891612,1.7080829000404204e-4,6.093345815042957e-6,8648.373097217009,0.42438645149843535,0.3637511434557207,0.0036260003444239255,1.3914022574337568e-4,0.20811135243272147,3.167484387266876e-6,0.149232782991973,0.004753842240115979,1.5425764289435183e-4,9225.775213952718,6.852012038490318e-6,1.9704873207320073e-6,8.197627276775616e-11,6.636476038122672e-13,5.071872416763378e-7,4.6229402123941833e-14,0.08607395271756219,9.617381288648033e-11,7.098770059362092e-13,Malawi,Blantyre City,Nyambadwe Ward,31538,294
5,893.2896459747573,0.02797015843722558,0.011013227586023687,3.383547520398421e-4,1.833138131175129e-5,0.0037938834338054196,1.0696521886999176e-6,0.04313502524259497,4.2248118605866803e-4,2.0128477584940807e-5,8648.29804678194,0.31892419187856547,0.36447139784193094,0.004903447071932268,2.6114737534825073e-4,0.31145740203152356,8.347262828338869e-6,0.22428321806217433,0.007104083039966011,3.0098626287429817e-4,9225.821494756758,9.525630658785375e-6,3.5344590899233798e-6,1.9606145324726737e-10,2.1779645033478046e-12,1.2859362780754305e-6,2.1094129921990812e-13,0.13235475675659114,2.4383956929862157e-10,2.3889058025677134e-12,Malawi,Blantyre City,Nyambadwe Ward,31538,294
6,893.2762069149104,0.032696983874274284,0.015882206870491487,6.12164151351456e-4,4.2718267441355466e-5,0.007336754024873974,3.25790107377957e-6,0.05657408508950633,8.135804357566618e-4,4.819178672169783e-5,8648.218909644247,0.2396724582279362,0.34236768378762145,0.005828450604895555,4.0424511961417687e-4,0.41174521542196296,1.703094445847988e-5,0.30342035575608867,0.00937835187812202,4.8552851690223894e-4,9225.872618593938,1.1987169045860178e-5,5.349536484385376e-6,3.6666764629838636e-010,5.194495509313492e-12,2.5505169821663e-6,6.534067138297327e-13,0.18347859393587085,4.836256907612507e-10,5.8479022231432245e-12,Malawi,Blantyre City,Nyambadwe Ward,31538,294
7,893.263565938364,0.03554599668697011,0.0204692436561207,9.478575470987819e-4,8.152299494786475e-5,0.012162655588036142,7.78516268935101e-6,0.06921506163586293,0.001343246814305725,9.46026548625623e-5,8648.138646238953,0.18011651999730255,0.308742061186978,0.006385217981413195,5.541708579957353e-4,0.5042168138819753,2.9581161284321226e-5,0.3836837610521558,0.011469230063799166,6.953525341369268e-4,9225.926927458488,1.4133913463519411e-5,7.285748130599893e-6,5.900485773612472e-10,1.0184299356593551e-11,4.353897243248093e-6,1.5919634162398447e-12,0.2377874584846176,8.255738328179151e-10,1.1776262772833396e-11,Malawi,Blantyre City,Nyambadwe Ward,31538,294
8,893.2520235578127,0.03672747729402926,0.024401312135638602,0.0013191424158991532,1.3579639741202905e-4,0.018157940143610864,1.5773800729436695e-5,0.08075744218731931,0.001997460776250509,1.6229757116212307e-4,8648.059216292155,0.13536152170038693,0.27068592180890294,0.006612443215260548,6.988231208810428e-4,0.58664882773239,4.601216051269163e-5,0.4631137078491577,0.01332742988253007,9.184248424504537e-4,9225.983075300108,1.5917706729785882e-5,9.227671799300454e-6,8.573804009203459e-10,1.7486670818736216e-11,6.71376083929393e-6,3.2960652907409064e-12,0.29393530010626767,1.2730351231098885e-9,2.0782736109477126e-11,Malawi,Blantyre City,Nyambadwe Ward,31538,294
9,893.2416932401726,0.03656007906951763,0.027467221614407497,0.0016981418903384909,2.0491770367727795e-4,0.02512903799439789,2.8361555050532566e-5,0.09108775982738927,0.002753739973586775,2.525672531491674e-4,8647.981978781303,0.10172893297891267,0.23247835516126777,0.0065715935878823155,8.292067346335197e-4,0.658388331580348,6.606093105317465e-5,0.5403512187003116,0.014939473351122029,0.0011444949981297271,9226.039892944798,1.731884851366342e-5,1.1080675465981666e-5,1.156767826126824e-9,2.7277033281468283e-11,9.61772246887108e-6,6.067538171955839e-12,0.3507529447969171,1.8236592551953064e-9,3.3344571453424126e-11,Malawi,Blantyre City,Nyambadwe Ward,31538,294
10,893.2325776845747,0.03537840197057785,0.02959070350590069,0.002059588336831779,2.868340584284244e-4,0.032841201738556626,4.658581492107427e-5,0.10020331542521639,0.0035855212899084422,3.6510173764470676e-4,8647.907905292843,0.07645582967624691,0.1965458395679628,0.006328941149892005,9.394672823828469e-4,0.7197116975451348,8.927119653285419e-5,0.6144247071624108,0.016312906622350694,0.0013655309191853088,9226.096349706386,1.8335469657304407e-5,1.2771214984412759e-5,1.474941268215896e-9,3.956130552040857e-11,1.3029492821868551e-5,1.0219813430445867e-11,0.407209706382233,2.470563647232986e-9,4.978111895085443e-11,Malawi,Blantyre City,Nyambadwe Ward,31538,294
