time,S_e,E_e,I_e,H_e,C_e,R_e,D_e,inci_e,hosp_e,crits_e,S_a,E_a,I_a,H_a,C_a,R_a,D_a,inci_a,hosp_a,crits_a,S_p,E_p,I_p,H_p,C_p,R_p,D_p,inci_p,hosp_p,crits_p,lvl2,lvl3,lvl4,TA_Code,ID
1,2713.782961,0,0,0,0,0,0,0,0,0,12982.15511,1,0,0,0,0,0,0,0,0,19597.479,0,0,0,0,0,0,0,0,0,Malawi,Nkhotakota,TA Mwansambo,20207,145
2,2713.7728070809394,0.00921086268589581,8.76720367583173e-4,7.011446539562919e-6,1.0393115097848684e-7,5.921927941169588e-5,1.3498429344041015e-9,0.010153919060424154,7.379887406251045e-6,1.0619670579585865e-7,12982.130681759372,0.7514794179895582,0.2147069634779214,7.590104778615169e-4,9.45011484830659e-6,0.033046976383664065,6.323629958282823e-8,0.02442824062801889,8.268342929701515e-4,9.759853776514015e-6,19597.49827807598,8.927325035962391e-7,8.45839473769302e-8,1.0488372643585034e-12,2.6933920145311103e-15,6.383844832099182e-9,5.866263767219895e-17,0.019278075980625045,1.10387835740257e-12,2.752054652203309e-15,Malawi,Nkhotakota,TA Mwansambo,20207,145
3,2713.749028148234,0.027799785836066244,0.005284023725748862,8.509521143019964e-5,2.58215684593299e-6,7.612957597208069e-4,6.90766913850797e-8,0.03393285176650345,9.445603017579655e-5,2.6980940612540184e-6,12982.072139639198,0.5647253699610132,0.32269431063599463,0.0023090308591554505,5.975680769023549e-5,0.11021708266050467,8.402044824459532e-7,0.08297036079722164,0.002752895938695424,6.38722293323101e-5,19597.545441372804,2.787113739794271e-6,5.203737899216404e-7,1.2904890673316279e-11,6.756792356749722e-14,8.279577558319894e-8,3.0236509143893364e-15,0.06644137279791121,1.4316722162954012e-11,7.059157448188656e-14,Malawi,Nkhotakota,TA Mwansambo,20207,145
4,2713.723251711782,0.04338060383480185,0.012931646917269743,3.215728317648852e-4,1.517647779001494e-5,0.0030596537148145954,6.344418564431218e-7,0.05970928821829759,3.779207578213824e-4,1.6241314866664587e-5,12982.0058710788,0.4243827012347671,0.3637491862120791,0.003951618204639782,1.5953702988391103e-4,0.20776491421948345,3.538862196425951e-6,0.14923892119838528,0.005180740342006311,1.7687079847925736e-4,19597.600810413234,4.564886601384061e-6,1.3127578567964803e-6,4.9802745816684595e-11,4.0319170770714953e-13,3.379024599133873e-7,2.808616656299605e-14,0.12181041322709188,5.842830330208753e-11,4.3127787427014583e-13,Malawi,Nkhotakota,TA Mwansambo,20207,145
5,2713.6956625414905,0.056607442752232125,0.02228875302932612,7.486148403451331e-4,4.886100700144017e-5,0.0076019329609890345,2.8539195705294913e-6,0.08729845850946445,9.34752568705831e-4,5.3650980017270504e-5,12981.930817148685,0.318919102917411,0.3644677395710992,0.005343801289114324,2.994271678753201e-4,0.31097788031079987,9.325905080775891e-6,0.22429285131327503,0.007742038412534131,3.451065618838224e-4,19597.6663061312,6.346097798220288e-6,2.354679434276994e-6,1.1911145288765995e-10,1.3231999186791628e-12,8.567211253980582e-7,1.2815256852800549e-13,0.18730613118920228,1.4813850263180336e-10,1.4513524872071685e-12,Malawi,Nkhotakota,TA Mwansambo,20207,145
6,2713.668464263439,0.0661733255125959,0.03214310890972246,0.0013544192509742966,1.1385918677266874e-4,0.014703331342087178,8.692358780422522e-6,0.11449673656093298,0.0018000602309510847,1.2844830288935555e-4,12981.85167740285,0.23966579922721665,0.3423642469874329,0.006351814846799384,4.6350490651231053e-4,0.41115897988359956,1.902747441728077e-5,0.3034325971477905,0.0102204969589303,5.567037428038502e-4,19597.73865437427,7.985936968431216e-6,3.5639238100614925e-6,2.2275735368832165e-10,3.155784704176721e-12,1.699201462326616e-6,3.9696601879859176e-13,0.2596543742568034,2.938123681478279e-10,3.552750722975313e-12,Malawi,Nkhotakota,TA Mwansambo,20207,145
7,2713.642880913665,0.07193940376243527,0.04142640196391186,0.002097156408064885,2.1728682752831372e-4,0.024379066193950024,2.0771179173992668e-5,0.1400800863350644,0.002971966389147852,2.521488428344923e-4,12981.771410335441,0.18010886247518032,0.30873747017013675,0.006958573214363856,6.354065805810845e-4,0.5035561949324956,3.304899378672458e-5,0.383699664557018,0.01249911480550378,7.972844890191947e-4,19597.81551063813,9.416128730937107e-6,4.853829173351452e-6,3.5846637132130255e-10,6.1871878760596034e-12,2.9006477524148075e-6,9.67158611251514e-13,0.336510638116985,5.015533010675249e-10,7.15434648731112e-12,Malawi,Nkhotakota,TA Mwansambo,20207,145
8,2713.6195210754468,0.07433043623825789,0.04938432345377226,0.002918630720328033,3.619439700653263e-4,0.03640250502037009,4.208515055387682e-5,0.16343992455334752,0.004419428563338039,4.3257901444494995e-4,12981.691977011571,0.1353531111083635,0.27068044454063694,0.007206181241350926,8.012627338301375e-4,0.5859432694593553,5.1406137235539775e-5,0.46313298842717154,0.014524147786370038,0.0010530561176249052,19597.894968750097,1.060448754632187e-5,6.147554635577402e-6,5.208752292313757e-10,1.0623520240048971e-11,4.472824560946313e-6,2.002438398598076e-12,0.41596875008479406,7.733944020043167e-10,1.2625958638647049e-11,Malawi,Nkhotakota,TA Mwansambo,20207,145
9,2713.5986143482723,0.0739915124236108,0.05558919786289936,0.003757178345051256,5.461758376855806e-4,0.05038691767529069,7.566958324477405e-5,0.18434665172778253,0.006092716461935687,6.731784573825148e-4,12981.6147361213,0.10172001563168337,0.2324720976504041,0.007161640973123671,9.507576933519004e-4,0.6576633081224592,7.380515381698862e-5,0.5403738786976365,0.016280912805346274,0.0013122641285840157,19597.975374557416,1.1537926266110647e-5,7.382035137622538e-6,7.027583047660681e-10,1.6571356048974535e-11,6.407485152625295e-6,3.686163814479017e-12,0.49637455740364,1.107908702035139e-9,2.0257519863453554e-11,Malawi,Nkhotakota,TA Mwansambo,20207,145
10,2713.5801647774742,0.07160104363847472,0.05988707037262196,0.004556908038021852,7.645055891942823e-4,0.06586240606580328,1.2428882052829154e-4,0.20279622252464444,0.007933034202943027,9.731099600558769e-4,12981.540654531454,0.07644535519056515,0.19653825921859946,0.006897205490259805,0.001077184508334742,0.7189895918219656,9.973566587429205e-5,0.6144554685458565,0.017777682157924746,0.001565701680524652,19598.055274210095,1.2215472224154347e-5,8.508304896463732e-6,8.960538497728614e-10,2.403398289206128e-11,8.680391871342667e-6,6.208545454249616e-12,0.5762742100710286,1.500904416699079e-9,3.024252834631089e-11,Malawi,Nkhotakota,TA Mwansambo,20207,145
