time,S_e,E_e,I_e,H_e,C_e,R_e,D_e,inci_e,hosp_e,crits_e,S_a,E_a,I_a,H_a,C_a,R_a,D_a,inci_a,hosp_a,crits_a,S_p,E_p,I_p,H_p,C_p,R_p,D_p,inci_p,hosp_p,crits_p,lvl2,lvl3,lvl4,TA_Code,ID
1,11419.88622,0,0,0,0,0,0,0,0,0,50255.12462,1,0,0,0,0,0,0,0,0,73819.20597,0,0,0,0,0,0,0,0,0,Malawi,Dowa,TA Kayembe,20403, 15
2,11419.87482867775,0.010333358372003913,9.835457338654974e-4,7.91214962366517e-6,1.1836027637700195e-7,6.63860994802108e-5,1.5371429595894875e-9,0.011391322252392623,8.3279189647878e-6,1.2094035798457643e-7,50255.099404983135,0.7514781659427648,0.21470684453857075,7.611884638466475e-4,9.492104145448672e-6,0.03304474722385112,6.346715849948867e-8,0.025215016857563586,8.292069070625229e-4,9.803219345086947e-6,73819.22533596144,2.380863332755692e-7,2.2554366638620734e-8,2.983683797822257e-13,7.661678793140884e-16,1.7020957902422798e-9,1.6686796561657334e-17,0.019365961494459075,3.1402547329974064e-13,7.828546758757458e-16,Malawi,Dowa,TA Kayembe,20403, 15
3,11419.848147556708,0.03119164951911318,0.005928283106757251,9.60295361202689e-5,2.9406243707637056e-6,8.534618487487254e-4,7.865720371717762e-8,0.0380724432923139,1.0659270640075668e-4,3.0726498296501895e-6,50255.038924131746,0.5647209645352848,0.322694381964388,0.002315654141059009,6.002165553941971e-5,0.11020983967316803,8.432485249500804e-7,0.08569586823030577,0.0027607875211741713,6.41552490291399e-5,73819.27278528812,7.441747379104447e-7,1.3885663318600404e-7,3.672807343210391e-12,1.9226206018171457e-14,2.2085183118537954e-8,8.602347267545442e-16,0.06681528818733656,4.074536158108911e-12,2.0086440744926007e-14,Malawi,Dowa,TA Kayembe,20403, 15
4,11419.816599489961,0.050965857945233894,0.014813414015016627,3.660674820638207e-4,1.7342510559395672e-5,0.003457104705834155,7.233847910477388e-7,0.06962051004349779,4.298618143058933e-4,1.8556705883869412e-5,50254.964094515824,0.4243762838116821,0.363747661907965,0.003962959447531407,1.6024466416891285e-4,0.2077524926342694,3.5517507302041076e-6,0.16052548415786913,0.005195599110804406,1.7765530084491623e-4,73819.3337655562,1.2816685533790505e-6,3.5854856118950526e-7,1.431764683238226e-11,1.1520720306688715e-13,9.096351738869405e-8,8.004713128078198e-15,0.12779555627440603,1.6781885156281623e-11,1.2321191619496574e-13,Malawi,Dowa,TA Kayembe,20403, 15
5,11419.782787846532,0.06772348641004274,0.026065036713269176,8.662613999262909e-4,5.6440476584258035e-5,0.008717653445316406,3.2750252602701863e-6,0.103432153470398,0.0010791907056145284,6.193757910530235e-5,50254.87882427922,0.3189106671987811,0.36446497007760226,0.005359115182912479,3.007569839975106e-4,0.31096002165346626,9.359873539639591e-6,0.24579572076268577,0.0077642274107479915,3.4663896443779647e-4,73819.40657733064,1.8238961766642946e-6,6.58958888975128e-7,3.489821596148855e-11,3.8285061766281294e-13,2.3465521288115848e-7,3.6801083885680586e-14,0.20060733069211184,4.3291249992458476e-11,4.19651701548494e-13,Malawi,Dowa,TA Kayembe,20403, 15
6,11419.749386895826,0.0799183141976679,0.03810494891948278,0.0015893340660508243,1.3309166402159143e-4,0.017077350466490292,1.006486170419203e-5,0.1368331041754164,0.002104954764291584,1.4998545025257534e-4,50254.78815421225,0.23965576953769022,0.342359643042114,0.006370011325399983,4.6556229393242103e-4,0.41113661213295544,1.9096844104832833e-5,0.3364657877338907,0.010249777416100364,5.591747796116726e-4,73819.48796620275,2.3316704173017955e-6,1.0155393201537373e-6,6.639954019085911e-11,9.261628321781984e-13,4.728081295763868e-7,1.1521518872905674e-13,0.28199620279388316,8.722710060900425e-11,1.0413780209072554e-12,Malawi,Dowa,TA Kayembe,20403, 15
7,11419.717886307759,0.0874076978672265,0.04956476682497818,0.0024873000653420486,2.5662317964662536e-4,0.028593038163791454,2.4266142622936405e-5,0.1683336922436066,0.0035095440277176215,2.9735369718088153e-4,50254.69532212576,0.18009753033845047,0.3087314592243472,0.006978479848395453,6.382269479178205e-4,0.5035296765776809,3.316946980125465e-5,0.42929787422252236,0.012534894516854753,8.008232648648966e-4,73819.57548734586,2.7848823661383967e-6,1.4028939981378228e-6,1.0840291126654116e-10,1.839757791802695e-12,8.178079853998876e-7,2.8379997576290877e-13,0.36951734592858576,1.508740666178533e-10,2.1235577675656046e-12,Malawi,Dowa,TA Kayembe,20403, 15
8,11419.689032326276,0.09072389401874069,0.05947976587008428,0.0034898367782214587,4.31103652949003e-4,0.04301351680865197,4.9556598283899755e-5,0.19718767372693013,0.005257844734982354,5.142839888888656e-4,50254.60255804648,0.13534087051799568,0.27067301040570485,0.007226770786586758,8.048176177774714e-4,0.5859133254125498,5.1593546533488603e-5,0.5220619535033926,0.014565691295277948,0.001057728523343574,73819.66702210224,3.1721866965765587e-6,1.7982120369490043e-6,1.5945349811304782e-10,3.1956248071028436e-12,1.2751115776651881e-6,5.936237196440785e-13,0.46105210228746096,2.3523846864798633e-10,3.789248526746924e-12,Malawi,Dowa,TA Kayembe,20403, 15
9,11419.663114211118,0.0906596210587581,0.06729744432931191,0.004521064193818221,6.550389474846584e-4,0.05988291234884249,8.970800643084331e-5,0.22310578888464508,0.007290604715203708,8.056130863443303e-4,50254.511490669094,0.10170721100436456,0.23246342861460498,0.007182071438749632,9.549739317934306e-4,0.6576304412536349,7.407416578156714e-5,0.6131293308839469,0.0163274404913267,0.001318084545534815,73819.76062560895,3.487089012716023e-6,2.1822086398768686e-6,2.1743880447567748e-10,5.035909349172761e-12,1.8441538081919468e-6,1.10293527552464e-12,0.5546556090020388,3.402156969696256e-10,6.1388446246974025e-12,Malawi,Dowa,TA Kayembe,20403, 15
10,11419.640149282068,0.08804431655732889,0.07280708600157534,0.005511487333718728,9.221015117255091e-4,0.07863752796160596,1.48198566091747e-4,0.24607071793204502,0.009536646447393736,0.001170851566010861,50254.423350073164,0.07643359487657339,0.19652920374004226,0.0069168167338578635,0.001081953297951249,0.7189522859698493,1.0009967643836434e-4,0.7012699268188766,0.017828392184472103,0.0015726406322376816,73819.85451636309,3.7266282748492754e-6,2.5392440897455147e-6,2.799036932984074e-10,7.370757995323244e-12,2.519404596980673e-6,1.8733187322793275e-12,0.6485463631349325,4.647852278504588e-10,9.244076727602576e-12,Malawi,Dowa,TA Kayembe,20403, 15
