time,S_e,E_e,I_e,H_e,C_e,R_e,D_e,inci_e,hosp_e,crits_e,S_a,E_a,I_a,H_a,C_a,R_a,D_a,inci_a,hosp_a,crits_a,S_p,E_p,I_p,H_p,C_p,R_p,D_p,inci_p,hosp_p,crits_p,lvl2,lvl3,lvl4,TA_Code,ID
1,8205.965434,0,0,0,0,0,0,0,0,0,35529.71883,1,0,0,0,0,0,0,0,0,52998.77652,0,0,0,0,0,0,0,0,0,Malawi,Lilongwe,TA Masumbankhunda,20604, 60
2,8205.954214722042,0.010177275559310755,9.687063937536307e-4,7.863460260489981e-6,1.199474352536163e-7,6.531104237029819e-5,1.557625122582561e-9,0.011219277960755555,8.276673143695508e-6,1.225621228979603e-7,35529.69440055666,0.7514783345533996,0.21470686055939403,7.648234708248949e-4,9.501778228883721e-6,0.03304110352223592,6.369388005000188e-8,0.024429443328438653,8.331667308072561e-4,9.813210505413267e-6,52998.79557045426,3.2621016603606944e-7,3.090751812256586e-8,3.902390998268169e-13,1.0021259017323683e-15,2.332691076385998e-9,2.18265127791443e-17,0.0190504542677328,4.1071814811704696e-13,1.0239524145115128e-15,Malawi,Lilongwe,TA Masumbankhunda,20604, 60
3,8205.92794114604,0.030716295457498623,0.0058384345468345126,9.543577473406165e-5,2.9800750446578165e-6,8.396283961594639e-4,7.970987877611269e-8,0.037492853960150126,1.0593408283959803e-4,3.1138790210744957e-6,35529.63585625813,0.5647220256204794,0.3226937080697132,0.002326713101749088,6.0083464060802346e-5,0.11019895879713042,8.462830723064361e-7,0.08297374187117258,0.0027739773691814614,6.422137909423899e-5,52998.84217616832,1.0184168156047633e-6,1.9014783106166584e-7,4.801494973211989e-12,2.513982960473423e-14,3.025398526287673e-8,1.125006901003567e-15,0.06565616835727184,5.326791703326746e-12,2.62648365057378e-14,Malawi,Lilongwe,TA Masumbankhunda,20604, 60
4,8205.899459775113,0.04793229173492384,0.014288472203538802,3.606501730214484e-4,1.7515228664082445e-5,0.00337456343613729,7.321037424790227e-7,0.06597422488002797,4.2384531367468324e-4,1.874416532033264e-5,35529.56958365941,0.4243773550832905,0.36374765266739756,0.003981874421463345,1.6040904568626524e-4,0.20773334493097897,3.5644657385657167e-6,0.14924634059326006,0.005220408800087605,1.7783755967696013e-4,52998.89689167107,1.6680343803395301e-6,4.796891585427639e-7,1.853000015133743e-11,1.5001444301116436e-13,1.2347122734561883e-7,1.0449980483177944e-14,0.1203716711167118,2.1739288621224285e-11,1.6046442349434235e-13,Malawi,Lilongwe,TA Masumbankhunda,20604, 60
5,8205.868975715248,0.06254698809233739,0.024627425814925687,8.395913547872045e-4,5.6390048772006304e-5,0.008384596207699444,3.293229411384715e-6,0.09645828474793312,0.0010483458359734695,6.191818652935141e-5,35529.494525862465,0.3189118004634108,0.3644653554602513,0.005384698077880216,3.01064131873505e-4,0.31093400165263846,9.393375236317595e-6,0.22430413753983725,0.007801302319806604,3.4699319494590906e-4,52998.96161344235,2.31889559431628e-6,8.604127369330065e-7,4.431769123472908e-11,4.923141753663327e-13,3.1305043475421296e-7,4.7681681730198026e-14,0.1850934423808435,5.511760837665971e-11,5.399958570965309e-13,Malawi,Lilongwe,TA Masumbankhunda,20604, 60
6,8205.838923378373,0.0731168309031908,0.035515787732267226,0.0015190093250783381,1.314060824435204e-4,0.016217557223623964,1.003035403339288e-5,0.12651062162063723,0.002018805550690019,1.482434089473618e-4,35529.415381697836,0.23965699473824859,0.34236024491080763,0.0064004241865080885,4.660374969278239e-4,0.4111056742753851,1.9165118252938874e-5,0.3034483021672823,0.010298724650630602,5.597456585720064e-4,52999.03310663588,2.9180996809047864e-6,1.3022777239072318e-6,8.288063277002723e-11,1.174166976149966e-12,6.208957154076247e-7,1.476976717447506e-13,0.2565866359137263,1.0931792572792156e-10,1.321864647894717e-12,Malawi,Lilongwe,TA Masumbankhunda,20604, 60
7,8205.810655510977,0.07948796658641312,0.045773224957867904,0.002352012229137151,2.5077218207211185e-4,0.026890544511855595,2.3968550666980064e-5,0.15477848901801286,0.0033331286514907688,2.910066854665348e-4,35529.33511016866,0.180098785773351,0.3087323133152383,0.0070118018044220305,6.388779646515342e-4,0.503495733128225,3.3288040571047624e-5,0.3837198313413432,0.012594757291324803,8.016403877934576e-4,52999.10905423084,3.440695693169044e-6,1.7736142585081521e-6,1.3337363663413318e-10,2.302047410962603e-12,1.0599099410525486e-6,3.5984844553107843e-13,0.33253423086690737,1.8661155376400681e-10,2.6618958564936815e-12,Malawi,Lilongwe,TA Masumbankhunda,20604, 60
8,8205.784844422138,0.08213002902800302,0.054566127843514396,0.00327332070518545,4.177228080592114e-4,0.04015381399128006,4.856348020989764e-5,0.18058957785625201,0.004956497769701417,4.992432777988322e-4,35529.25567210505,0.13534218797631326,0.27067382306415966,0.007261289349732657,8.05638097145006e-4,0.5858783194415614,5.177794440856337e-5,0.4631578949432303,0.01463526103601685,0.0010588072099156575,52999.18757280522,3.874928722282345e-6,2.2463442443188075e-6,1.9380069090579993e-10,3.9526603075109535e-12,1.6343908058830437e-6,7.450419329032846e-13,0.41105280524643834,2.877547357140847e-10,4.6977022404142374e-12,Malawi,Lilongwe,TA Masumbankhunda,20604, 60
9,8205.761743980485,0.08175548131326066,0.06142214135540502,0.004213772076732888,6.303475865213569e-4,0.05558095940363886,8.731777452978198e-5,0.20369001951008853,0.006833132466209684,7.769224605938165e-4,35529.17842669085,0.10170852558100611,0.23246433460250598,0.007216380599474209,9.559478219428748e-4,0.6575956825362386,7.43388699643579e-5,0.5404033091420456,0.016405429978886294,0.0013194289521465815,52999.267027373186,4.21600560590142e-6,2.697429325987479e-6,2.614730654370625e-10,6.165655984766502e-12,2.341322977411239e-6,1.3715004981268182e-12,0.4905073732209346,4.1221619509492886e-10,7.53715648289332e-12,Malawi,Lilongwe,TA Masumbankhunda,20604, 60
10,8205.741360063545,0.0791126084413616,0.066171015587001,0.005110691276080485,8.823247366478421e-4,0.07265387516688654,1.4342124079997254e-4,0.2240739364487774,0.00889709662688815,0.0011230769823707535,35529.10434616113,0.07643354704636932,0.19652947316630107,0.0069498938818065344,0.0010830627798778766,0.7189208614470635,1.0045675360279965e-4,0.6144838388586653,0.017913606727166263,0.0015742477326979522,52999.345975532284,4.463466694238298e-6,3.108971798880688e-6,3.333917332077741e-10,8.942246200994823e-12,3.1718511810697022e-6,2.3099934004319065e-12,0.5694555323096949,5.584365252363085e-10,1.125223960142673e-11,Malawi,Lilongwe,TA Masumbankhunda,20604, 60
