time,S_e,E_e,I_e,H_e,C_e,R_e,D_e,inci_e,hosp_e,crits_e,S_a,E_a,I_a,H_a,C_a,R_a,D_a,inci_a,hosp_a,crits_a,S_p,E_p,I_p,H_p,C_p,R_p,D_p,inci_p,hosp_p,crits_p,lvl2,lvl3,lvl4,TA_Code,ID
1,2080.262338,0,0,0,0,0,0,0,0,0,19971.9262,1,0,0,0,0,0,0,0,0,21349.33511,0,0,0,0,0,0,0,0,0,Malawi,Blantyre City,Blantyre City Centre Ward,31541,277
2,2080.257116713404,0.004736361877434213,4.508146680288408e-4,3.3027160666244613e-6,4.079280765546644e-8,3.07660132588429e-5,5.292874168228392e-10,0.005221286596883594,3.4762679034368837e-6,4.168203142315804e-8,19971.900985749322,0.7514788561903616,0.21470691010093051,6.968137461095675e-4,8.248805125107436e-6,0.033110377004756344,5.663818490259493e-8,0.025214250678944908,7.59079775763041e-4,8.519169684555628e-6,21349.349202936777,5.990758842176497e-7,5.675158302067465e-8,7.716374245170395e-13,1.9814558371258567e-15,4.282813880527874e-9,4.3155226129571284e-17,0.014092936770220332,8.12129645782148e-13,2.024611063255428e-15,Malawi,Blantyre City,Blantyre City Centre Ward,31541,277
3,2080.244887245022,0.014296900187256763,0.0027172654801701553,4.0084945565054727e-5,1.0134840882177963e-6,3.9546379629690605e-4,2.7084200049796727e-8,0.017450754977577157,4.449425734213329e-5,1.0589866141568441e-6,19971.84050665895,0.5647230863576918,0.3226947823399729,0.002119817151391543,5.215988728779891e-5,0.11041369244642588,7.52516286331797e-7,0.08569334105182307,0.002527305099296417,5.57520527956022e-5,21349.38373272342,1.8725060244973635e-6,3.4939292695492817e-7,9.498580164920943e-12,4.972262699023464e-14,5.5570763708701246e-8,2.224732581732125e-15,0.048622723418715014,1.0537527356360275e-11,5.1947359571966765e-14,Malawi,Blantyre City,Blantyre City Centre Ward,31541,277
4,2080.2304270371146,0.023360488621700606,0.006789818726108763,1.5280499000587378e-4,5.9770829400947155e-6,0.0016016243794897689,2.4908435876822784e-7,0.03191096288460418,1.794342159180035e-4,6.395554501928789e-6,19971.765679430282,0.4243798508537045,0.363748677968135,0.0036278111340927255,1.3925552420834773e-4,0.2081092722735882,3.169588951520292e-6,0.16052056972670156,0.0047562055246282734,1.5438567927923087e-4,21349.4281092437,3.2249567998443823e-6,9.021857495098823e-7,3.702819666254214e-11,2.9794792764891386e-13,2.2888274754584014e-7,2.0701720019054817e-14,0.09299924369747108,4.340118961590132e-11,3.186496476679617e-13,Malawi,Blantyre City,Blantyre City Centre Ward,31541,277
5,2080.2149293331127,0.031041396395499347,0.0119470541545382,3.6159724291755317e-4,1.9452165333277955e-5,0.004038039233643797,1.1276941532695448e-6,0.04740866688608575,4.5047883352055415e-4,2.1346736055917705e-5,19971.680411989426,0.3189155917094238,0.364466792383081,0.004905899222664704,2.6136341210091006e-4,0.31145430725110484,8.35277264098987e-6,0.245788010582213,0.00710761034856232,3.0123569436306017e-4,21349.48109591316,4.589321518464367e-6,1.6580836122815778e-6,9.025356803318595e-11,9.901258212908724e-13,5.904407911219145e-7,9.517462990027963e-14,0.14598591316090506,1.1195957705700884e-10,1.085300451191145e-12,Malawi,Blantyre City,Blantyre City Centre Ward,31541,277
6,2080.199619884987,0.036630919546279304,0.017465598870329155,6.634233959093658e-4,4.5869945657118514e-5,0.00790883760655496,3.4656463865234276e-6,0.06271811501111672,8.786553602150727e-4,5.169236848328344e-5,19971.589744999044,0.23966185551982708,0.3423623759976093,0.005831313204481694,4.045825943422252e-4,0.41173967714906756,1.7042073743719783e-5,0.3364550009649081,0.00938296864429509,4.85933590454272e-4,21349.540324458914,5.8669952835923105e-6,2.555318974294477e-6,1.7172210252629086e-10,2.3952385354593884e-12,1.189682927323374e-6,2.9796851058217876e-13,0.20521445890892318,2.2558624344712204e-10,2.693207046041561e-12,Malawi,Blantyre City,Blantyre City Centre Ward,31541,277
7,2080.1851814716765,0.04006369255359349,0.02271825049970423,0.0010382535883628882,8.844490477147945e-5,0.013239531180614616,8.35559443250338e-6,0.0771565283214795,0.0014649614208117642,1.0248263347316245e-4,19971.49691616763,0.18010454312139426,0.3087351412324857,0.0063883361093228005,5.546320478359126e-4,0.5042092415473423,2.9600535668891803e-5,0.4292838323725567,0.01147485080991024,6.959313461681897e-4,21349.604015760677,7.007380006177355e-6,3.5299896735737685e-6,2.8035110137820487e-10,4.757973966042673e-12,2.057775004694945e-6,7.33961674164588e-13,0.26890576067176103,3.901898141823499e-10,5.491935640207255e-12,Malawi,Blantyre City,Blantyre City Centre Ward,31541,277
8,2080.1719561063633,0.04158371239609008,0.027262823243530358,0.0014567328463944143,1.4857938937770204e-4,0.01991298186721503,1.7063892598487455e-5,0.09038189363520635,0.0021947394000115207,1.7724740298549703e-4,19971.404155391967,0.1353486021754376,0.2706774997123623,0.006615647593014447,6.994033018295589e-4,0.5866389442149655,4.604226536392947e-5,0.5220446080418996,0.01333392869898639,9.191878308098517e-4,21349.670628064352,7.981929070692977e-6,4.5246988025179045e-6,4.1237799939553866e-10,8.264516273304492e-12,3.208447701509881e-6,1.5352262207796609e-12,0.33551806434563636,6.083728492772216e-10,9.799742494084146e-12,Malawi,Blantyre City,Blantyre City Centre Ward,31541,277
9,2080.160076378532,0.04155428423696768,0.030846118999562404,0.001887186959126592,2.257582582238546e-4,0.02771738370795577,3.088930422943337e-5,0.102261621466066,0.0030432552917921394,2.776535094904506e-4,19971.31309142832,0.10171543742227081,0.23246870183862017,0.00657474538944756,8.298936288310606e-4,0.658375816639157,6.610407267315333e-5,0.6131085716843977,0.014946717160388045,0.0011454439685311165,21349.73874596696,8.77429462202693e-6,5.4909240987376515e-6,5.623394521684747e-10,1.3023858675210438e-11,4.640279027976727e-6,2.8524070008306616e-12,0.40363596695517895,8.798647656892966e-10,1.5876265676041092e-11,Malawi,Blantyre City,Blantyre City Centre Ward,31541,277
10,2080.149550032374,0.040355692098933006,0.03337172009419549,0.0023006213124340297,3.1779818312254214e-4,0.03639110809002577,5.102784519330895e-5,0.11278796762390439,0.003980790103783274,4.0352697870274295e-4,19971.224954092384,0.07644075688953662,0.19653451160684196,0.006331968865299659,9.402479933416606e-4,0.7196982979720011,8.932887056290851e-5,0.7012459076278099,0.016320813982853184,0.0013666628012540328,21349.807072783577,9.377049853468704e-6,6.389327166059028e-6,7.238854982896712e-10,1.9061974020488377e-11,6.3393044731483765e-6,4.844593515739328e-12,0.47196278357573074,1.2020168490142255e-9,2.3906567536227697e-11,Malawi,Blantyre City,Blantyre City Centre Ward,31541,277
