time,S_e,E_e,I_e,H_e,C_e,R_e,D_e,inci_e,hosp_e,crits_e,S_a,E_a,I_a,H_a,C_a,R_a,D_a,inci_a,hosp_a,crits_a,S_p,E_p,I_p,H_p,C_p,R_p,D_p,inci_p,hosp_p,crits_p,lvl2,lvl3,lvl4,TA_Code,ID
1,1985.313741,0,0,0,0,0,0,0,0,0,7010.31399,1,0,0,0,0,0,0,0,0,10920.67759,0,0,0,0,0,0,0,0,0,Malawi,Ntcheu,TA Champiti,20907,150
2,1985.2999857641446,0.01247770265243772,0.0011876695711741702,9.64440365441794e-6,1.4687304587185151e-7,8.00704463657917e-5,1.907863498068687e-9,0.013755235854541472,1.0151202436156444e-5,1.5007467428499502e-7,7010.2895633736625,0.7514808721649189,0.21470710161393156,7.623917788990643e-4,9.625314812891948e-6,0.033043429634122774,6.388344759044324e-8,0.024426626338934845,8.30517732645853e-4,9.9407961062285e-6,10920.69748272209,1.653112159285697e-6,1.5662780765960402e-7,2.0649730908256417e-12,5.302806653436013e-15,1.182112157989536e-8,1.1549621339958044e-16,0.01989272208790237,2.1733391481623533e-12,5.4183028668355925e-15,Malawi,Ntcheu,TA Champiti,20907,150
3,1985.2677733953883,0.037659413618568414,0.007158045916318263,1.170475993569373e-4,3.6488835795718618e-6,0.0010293509678689578,9.762452232035023e-8,0.04596760461021446,1.299230330427002e-4,3.812709474242414e-6,7010.231025576599,0.5647292945613528,0.3226959224699952,0.002319319098408631,6.0864061808927156e-5,0.11020558572048846,8.487810063195104e-7,0.08296442340053586,0.002765156602292246,6.505567230793902e-5,10920.746149523577,5.161008870568658e-6,9.635898238579552e-7,2.5406835240071448e-11,1.3302332304546549e-13,1.5331115363800823e-7,5.952519587556777e-15,0.06855952357643612,2.818635209273189e-11,1.3897584263302226e-13,Malawi,Ntcheu,TA Champiti,20907,150
4,1985.2328549980869,0.058766161085374274,0.017518024014918407,4.423255117675157e-4,2.1446627900840484e-5,0.004137147982299938,8.96689376790152e-7,0.08088600191163774,5.19831811188207e-4,2.2951382402093563e-5,7010.164761542848,0.4243894491344906,0.36375173836875346,0.003969235754862802,1.624944883927748e-4,0.20774479442151608,3.5750447544064488e-6,0.1492284571539419,0.005203830337691881,1.8014944887779577e-4,10920.803284326152,8.453009534035748e-6,2.430883997045879e-6,9.805185205552845e-11,7.937986782351292e-13,6.256965737056591e-7,5.529492650873373e-14,0.12569432614690498,1.1503372415040571e-10,8.490936047438627e-13,Malawi,Ntcheu,TA Champiti,20907,150
5,1985.1954811358828,0.07668390341524339,0.03019375132714737,0.0010297272244528934,6.90483498462643e-5,0.010279400150550252,4.033648257025534e-6,0.11825986411549716,0.0012857605498676618,7.581730521513246e-5,7010.089712950124,0.3189284633396835,0.3644716917354996,0.005367636887440812,3.049789385951504e-4,0.31094980073833367,9.421312240287521e-6,0.22427704987850072,0.007776560262527387,3.5150504015354537e-4,10920.870869008217,1.1751380768329618e-5,4.360263667560481e-6,2.345082897108795e-10,2.6051214886962823e-12,1.5864062644571674e-6,2.5230563068896436e-13,0.19327900821311225,2.9165683209858446e-10,2.857427119385247e-12,Malawi,Ntcheu,TA Champiti,20907,150
6,1985.158636911104,0.08964223514686674,0.04354302723400942,0.0018630183528864828,1.6090143333145614e-4,0.019882621138663903,1.2285588659592075e-5,0.15510408889441757,0.002476001056270623,1.8151815447768095e-4,7010.01057901864,0.23967735248282876,0.34236984104377594,0.00638016347208576,4.7209994136736115e-4,0.4111246024551888,1.922219640358372e-5,0.30341098136134476,0.010266092601860415,5.670266181655454e-4,10920.945525119334,1.4787974323708034e-5,6.599486308435996e-6,4.3856908005395906e-10,6.213147520910895e-12,3.146453538469903e-6,7.815481251304952e-13,0.2679351193296221,5.784629929747869e-10,6.99469564604139e-12,Malawi,Ntcheu,TA Champiti,20907,150
7,1985.123980390791,0.0974531501035722,0.05611866909222135,0.002884659814630523,3.07061649551552e-4,0.03296771096104928,2.935758616008945e-5,0.18976060920718496,0.004087968953903806,3.5632727158719406e-4,7009.930318039472,0.18012212556909118,0.3087447773198244,0.0069896530177732535,6.471906425049639e-4,0.5035175973051611,3.3387283301104503e-5,0.3836719605283695,0.012554905970624409,8.120700238488402e-4,10921.024833417947,1.7436357563902353e-5,8.98807790983664e-6,7.057569629338408e-10,1.2181443351319498e-11,5.371213963475177e-6,1.9041521132430575e-12,0.3472434179423773,9.87468872225092e-10,1.408559546456256e-11,Malawi,Ntcheu,TA Champiti,20907,150
8,1985.0923359124158,0.10069211855521436,0.06689887132186416,0.004014602856839692,5.114857408775131e-4,0.04922852671450146,5.948239335623948e-5,0.22140508758265337,0.006078964249246465,6.113044757313922e-4,7009.85089091421,0.13536760861613095,0.27068940488134563,0.0072383964781637805,8.161245545594394e-4,0.5859025949032046,5.1932426759112624e-5,0.46309908579075876,0.014589016670140165,0.0010725870621107916,10921.106826960224,1.9636929650294408e-5,1.1383748104977705e-5,1.0255127165374948e-9,2.0915810198234366e-11,8.282474505362358e-6,3.942431113149927e-12,0.42923696022048774,1.5226775427651808e-9,2.4858241311384297e-11,Malawi,Ntcheu,TA Champiti,20907,150
9,1985.0640144332037,0.10023305854698376,0.07530430893181517,0.00516802885651865,7.718351244509466e-4,0.06814238527843788,1.0695005652613662e-4,0.2497265667947325,0.008380582589886288,9.513104066752785e-4,7009.773656186971,0.10173531537140046,0.23248254471453,0.007193693011806972,9.683947608488756e-4,0.6576225711987479,7.45608906492426e-5,0.5403338130298978,0.016353675563209182,0.0013366054179372536,10921.189798849762,2.1365456732239055e-5,1.3669715393103676e-5,1.383610457566559e-9,3.2626079689262604e-11,1.1864966480273239e-5,7.257387685264936e-12,0.5122088497591251,2.1812798050571094e-9,3.988346737452755e-11,Malawi,Ntcheu,TA Champiti,20907,150
10,1985.0390213165526,0.09699504822800915,0.0811264864005817,0.0062680617776074326,0.001080369623652574,0.0890740500821595,1.7566733425909963e-4,0.27471968344626946,0.010911949066187265,0.0013751609067786667,7009.699580445625,0.076460997781384335,0.1965499335786966,0.006928117383567407,0.001097170273439787,0.7189506714219679,1.007570588054656e-4,0.6144095543768147,0.017857193188290085,0.0015947477903659449,10921.272249009515,2.2620154805120803e-5,1.575531046201667e-5,1.764177956401283e-9,4.7318695561050554e-11,1.6073802974932107e-5,1.2223491573325568e-11,0.5946590095148125,2.9550216990888044e-9,5.95421871343761e-11,Malawi,Ntcheu,TA Champiti,20907,150
