time,S_e,E_e,I_e,H_e,C_e,R_e,D_e,inci_e,hosp_e,crits_e,S_a,E_a,I_a,H_a,C_a,R_a,D_a,inci_a,hosp_a,crits_a,S_p,E_p,I_p,H_p,C_p,R_p,D_p,inci_p,hosp_p,crits_p,lvl2,lvl3,lvl4,TA_Code,ID
1,2098.89722,0,0,0,0,0,0,0,0,0,10038.97823,1,0,0,0,0,0,0,0,0,15154.95633,0,0,0,0,0,0,0,0,0,Malawi,Nkhotakota,TA Kafuzila,20202,140
2,2098.8867400525037,0.00950662658246918,9.048566123077876e-4,7.236166293715206e-6,1.0724915239299358e-7,6.111949327380606e-5,1.3929308230669467e-9,0.010479947496427703,7.61641393358875e-6,1.0958702758867983e-7,10038.953017007856,0.7514799894716596,0.2147070177443084,7.590919017284443e-4,9.451975427280861e-6,0.03304689717414287,6.324568080303173e-8,0.02521299214106183,8.269229894581622e-4,9.761775328446873e-6,15154.97623128008,1.1917656746087016e-6,1.12898189006283e-7,1.3996895018636948e-012,3.594204393738273e-15,8.520107764640124e-9,7.828016274252128e-17,0.019901280075661734,1.4731391929933107e-12,3.6724845564807945e-15,Malawi,Nkhotakota,TA Kafuzila,20202,140
3,2098.862194063149,0.028695656538667656,0.005453974968710534,8.782517765772883e-5,2.6645811938506724e-6,7.857443060004399e-4,7.127738237576125e-8,0.035025936849612575,9.748590225487855e-5,2.7842121342464312e-6,10038.892542040196,0.5647266034045919,0.32269538636718126,0.0023092791616353644,5.976796304856994e-5,0.11021665835773793,8.40308244026624e-7,0.08568795980761908,0.0027531868873031115,6.388409252402268e-5,15155.024991623679,3.7249978313139297e-6,6.950616762541966e-7,1.722971567980815e-11,9.019332741935979e-14,1.105510792871987e-7,4.035467183684011e-15,0.06866162367824337,1.9114291571869033e-11,9.422879460304376e-14,Malawi,Nkhotakota,TA Kafuzila,20202,140
4,2098.833170456726,0.04688743694075256,0.013628221087774655,3.347902414750001e-4,1.5713938576924423e-5,0.0031827255464737213,6.555160721082643e-7,0.06404954327112498,3.93132364640651e-4,1.6814147388429734e-5,10038.817719077577,0.42438564738437534,0.36375075708761984,0.0039520404114702585,1.5956873876642107e-4,0.207764435934336,3.539342098616122e-6,0.1605109224260337,0.005181294882386441,1.7690569867296103e-4,15155.087657775463,6.4154761949316605e-6,1.7947544596349923e-6,6.716598218116934e-11,5.404400238461447e-13,4.5532910843888465e-7,3.755187045467109e-14,0.13132777546244828,7.872582006718565e-11,5.779918943008159e-13,Malawi,Nkhotakota,TA Kafuzila,20202,140
5,2098.8020645904553,0.06230384591490932,0.023979549863239764,7.92249596891502e-4,5.1140291288530956e-5,0.008025656158503175,2.967716941919134e-6,0.09515540954177422,9.869804791551224e-4,5.6121265010581446e-5,10038.732456652922,0.3189234439477285,0.36447085085171865,0.0053443516046452685,2.994887947740136e-4,0.3109770197949641,9.327214420375829e-6,0.24577334708195708,0.007742861937687388,3.451768175590911e-4,15155.162483041631,9.129663585897491e-6,3.298491359265967e-6,1.6371288181454023e-10,1.7959633134169423e-12,1.1745981145574124e-6,1.7263968151639838e-13,0.2061530416271587,2.0308494171320703e-10,1.9686029949333407e-12,Malawi,Nkhotakota,TA Kafuzila,20202,140
6,2098.771336355306,0.07352309544296187,0.03505570780427013,0.0014535439521058712,1.205953028312183e-4,0.015721581756434223,9.120432095773787e-6,0.12588364469069913,0.0019251030436406608,1.3590290577714407e-4,10038.641794322844,0.23967176419175573,0.3423672179069624,0.006352522332036226,4.63596308737532e-4,0.4111593824274537,1.9030334832078424e-5,0.33643567716094197,0.01022162155114916,5.568136759202003e-4,15155.246123879313,1.1671474080414239e-5,5.083365123345603e-6,3.11491573101863e-10,4.344721591202572e-12,2.3667146715706153e-6,5.404876748005484e-13,0.2897938793066686,4.0919575842192533e-10,4.88520926600312e-12,Malawi,Nkhotakota,TA Kafuzila,20202,140
7,2098.742356635466,0.08041301590005544,0.045598522163385495,0.0022747704532562855,2.3252928434367264e-4,0.026322537506056884,2.1989224302823998e-5,0.15486336453140068,0.0032096647131678742,2.694356843016861e-4,10038.548971217615,0.18011596818060005,0.3087415624632417,0.0069593519485631455,6.355337937626075e-4,0.5035572898162212,3.305392221689505e-5,0.4292587823913056,0.012500503154313416,7.974436934731395e-4,15155.336066434118,1.3940089892925901e-5,7.022334455144302e-6,5.085347507694546e-10,8.630541278066638e-12,4.093657017036415e-6,1.3313413621928188e-12,0.3797364341119556,7.077724035746436e-10,9.96188264025946e-12,Malawi,Nkhotakota,TA Kafuzila,20202,140
8,2098.715811635765,0.08346385999691104,0.054720055880733344,0.0031916338106107826,3.906284879695244e-4,0.039597279417174364,4.490663894984878e-5,0.181408364232349,0.0048085685938916364,4.6599914930023725e-4,10038.456216286213,0.13536115741826274,0.27068542920903865,0.007207008178489736,8.014235597631936e-4,0.5859455677975091,5.141387860423311e-5,0.5220137137922042,0.014525784619418372,0.0010532670739433637,15155.430134416638,1.5878816465914333e-5,9.001162610074949e-6,7.480208179277696e-10,1.499113276019414e-11,6.382757308437213e-6,2.7847658312794488e-12,0.4738044166317729,1.1035387897572414e-9,1.777589859147359e-11,Malawi,Nkhotakota,TA Kafuzila,20202,140
9,2098.691967422114,0.08340487226609537,0.06191214005042588,0.004134735632921969,5.935384052135806e-4,0.05512600083668825,8.1290691781152e-5,0.20525257788312634,0.006667621894805317,7.299755410771453e-4,10038.365158167036,0.10172878243867849,0.2324779221907445,0.00716248488964513,9.509498223889836e-4,0.6576671153547787,7.381631513074643e-5,0.6130718329678169,0.016282776041329387,0.0013125284605123373,15155.526329047261,1.7455130485883886e-5,1.0923319773686622e-5,1.0200402492579115e-9,2.3624192974169142e-11,9.231188513165547e-6,5.174022947358215e-12,0.5699990472543719,1.5960045676884586e-9,2.8798215921527354e-11,Malawi,Nkhotakota,TA Kafuzila,20202,140
10,2098.670840238098,0.0809988520498508,0.06698075179242756,0.005040511268184254,8.355290709436601e-4,0.07238982280973381,1.3429490718962954e-4,0.22637976189832976,0.008721743183182515,0.0010609277247937753,10038.277027570088,0.07645652709035998,0.1965458635237594,0.00689799866018122,0.0010773958799635904,0.7189923135896341,9.975168350462252e-5,0.701202429915471,0.017779678579575634,0.00156601520223981,15155.622818951118,1.8654138236054166e-5,1.2710509851037053e-5,1.3130749908898426e-9,3.4577578263247376e-11,1.2611310966120006e-5,8.788154823427481e-12,0.6664889511152947,2.18038965262334e-9,4.3365733086674815e-11,Malawi,Nkhotakota,TA Kafuzila,20202,140
