time,S_e,E_e,I_e,H_e,C_e,R_e,D_e,inci_e,hosp_e,crits_e,S_a,E_a,I_a,H_a,C_a,R_a,D_a,inci_a,hosp_a,crits_a,S_p,E_p,I_p,H_p,C_p,R_p,D_p,inci_p,hosp_p,crits_p,lvl2,lvl3,lvl4,TA_Code,ID
1,183.044827,0,0,0,0,0,0,0,0,0,840.98947,1,0,0,0,0,0,0,0,0,1248.66044,0,0,0,0,0,0,0,0,0,Malawi,Rumphi,STA Chapinduka,10406,243
2,183.03426658818918,0.009579594506473284,9.118248818104005e-4,7.287400890353645e-6,1.0669114930216428e-7,6.159694511308068e-5,1.3853383822672052e-9,0.010560411810774804,7.670342958326114e-6,1.0901686697136584e-7,840.9650690873323,0.7515040366290825,0.2147093020628925,7.588894600144259e-4,9.497223806220282e-6,0.033047226220253634,6.335306674278553e-8,0.024400912667624376,8.26702320317966e-4,9.808506364592323e-6,1248.6793803005219,1.3765671049151975e-5,1.3042567322691622e-6,1.7216656006738997e-11,4.421190112391642e-14,9.84356114165342e-8,9.629419545229713e-16,0.01894030052173181,1.812015286830778e-11,4.51748430784394e-14,Malawi,Rumphi,STA Chapinduka,10406,243
3,183.00953756850038,0.02891098130302163,0.0054954278515791585,8.844233496596694e-5,2.6506845170357333e-6,7.918584327518766e-4,7.089274932798687e-8,0.035289431499584994,9.81714220393712e-5,2.7696998578657055e-6,840.9065946481527,0.5648009938124288,0.3227085786546807,0.0023087002675935284,6.005525383248296e-5,0.11021938016018253,8.417601786075767e-7,0.08287535184696779,0.002752497634102378,6.419120612973322e-5,1248.7257186851614,4.2976648382220876e-5,8.024069074942631e-6,2.1183485370089064e-10,1.1091290379617507e-12,1.2766757939715438e-6,4.963350033090982e-14,0.0652786851613205,2.3501010446674385e-10,1.1587625382926606e-12,Malawi,Rumphi,STA Chapinduka,10406,243
4,182.98273264856573,0.04511290393448492,0.013448542682988814,3.3421281511039885e-4,1.557891767382363e-5,0.003182461974127381,6.511099034723995e-7,0.06209435143428882,3.9277634565712305e-4,1.667200642851449e-5,840.840403195274,0.42450383154091376,0.363784633912843,0.003951158255322194,1.6033631267996435e-4,0.207773761926562,3.545452596047146e-6,0.14906680472566936,0.005180111226730817,1.7775674094691997e-4,1248.7801243455644,7.039165487764052e-5,2.0242753866821707e-5,8.175249300227628e-10,6.618448832440303e-12,5.210367387443615e-6,4.610384119216678e-13,0.11968434556448894,9.591146749100022e-10,7.079487244361962e-12,Malawi,Rumphi,STA Chapinduka,10406,243
5,182.9540449455844,0.05886507194043054,0.02317887159107379,7.780229858579692e-4,5.015498363102096e-5,0.007907004074553222,2.9288400626829996e-6,0.09078205441560923,9.714734585177765e-4,5.507194483792806e-5,840.7654401463733,0.31908270130004635,0.3645304835145948,0.005343362429564567,3.0093410687215245e-4,0.3109995991563109,9.343397410865558e-6,0.22402985362632002,0.00774131989854121,3.4684248667875663e-4,1248.844484526187,9.786039991712635e-5,3.630975803542742e-5,1.955274835073881e-9,2.1720477753622473e-11,1.3210576531453168e-5,2.1036630539251975e-12,0.18404452618704825,2.431757651224835e-9,2.382414080754766e-11,Malawi,Rumphi,STA Chapinduka,10406,243
6,182.92576482946208,0.06880995367494884,0.033425623015239506,0.0014075779847555496,1.1687381627591076e-4,0.015293221696431296,8.920350294824854e-6,0.11906217053794593,0.0018707234935746056,1.318493749998298e-4,840.6863989205442,0.23986532044600992,0.3424566913555112,0.006351600277362973,4.658486353435515e-4,0.4112019151771713,1.906346355541855e-5,0.3030710794553939,0.01021991503031131,5.595161405182497e-4,1248.9155841540378,1.2315033720234296e-4,5.4957562286834555e-5,3.6566995735098733e-9,5.1803746066084605e-11,2.620180974419859e-5,6.516306621281129e-12,0.255144154037802,4.823100627257187e-9,5.832005268736573e-11,Malawi,Rumphi,STA Chapinduka,10406,243
7,182.8991642693191,0.07480388472829717,0.04307812445728788,0.0021794155651350343,2.2303420160674003e-4,0.025356956030625318,2.1315697951100867e-5,0.14566273068090327,0.003088566161396393,2.588191737051143e-4,840.6062348793698,0.1803363196492752,0.3088605388303325,0.006958737188604356,6.38639509028532e-4,0.5036284520795938,3.311210810759835e-5,0.38323512062975473,0.012498905818095428,8.013344227044922e-4,1248.9911199671394,1.4520817473130982e-4,7.484977421598074e-5,5.8845338960446545e-9,1.0156639339328335e-10,4.472876425751512e-5,1.587636133608375e-11,0.3306799671393877,8.233388990631996e-9,1.174427547293671e-10,Malawi,Rumphi,STA Chapinduka,10406,243
8,182.8748748446299,0.07728970667591227,0.05135221939980461,0.003033046698201669,3.7151075276326093e-4,0.03786248414386068,4.318769956733849e-5,0.16995215537010985,0.004592730838171007,4.4401462420840687e-4,840.5269060052424,0.13560079677945763,0.27083211981860617,0.007206873738079436,8.0536768457153e-4,0.5860535114202108,5.150540455745757e-5,0.46256399475725474,0.014524568788724698,0.0010584372662813713,1249.0692194744825,1.6353759615358735e-4,9.480147346840607e-5,8.550733867319513e-9,1.7439334132219144e-10,6.897300679080757e-5,3.287120669641732e-11,0.4087794744824718,1.2696024827691687e-8,2.0726454801860878e-10,Malawi,Rumphi,STA Chapinduka,10406,243
9,182.85313456826742,0.07693836884435401,0.05780380408564,0.003904396458305928,5.60603115834252e-4,0.05240760841542854,7.765081300191818e-5,0.19169243173256462,0.006331536142789874,6.909639505141322e-4,840.4497690251118,0.10198073694924938,0.23264947887666468,0.007162946151222829,9.556685172579705e-4,0.6578191713756009,7.394935913101012e-5,0.5397009748878658,0.016282195359040297,0.0013190155008180851,1249.1482570072446,1.779362430599881e-4,1.138403821952087e-4,1.1536686560956617e-8,2.7203477790210725e-10,9.880748190139425e-5,6.051103189097767e-11,0.48781700724461985,1.8187602756818313e-8,3.325458097930849e-10,Malawi,Rumphi,STA Chapinduka,10406,243
10,182.83394706920654,0.07445546047573091,0.06227303911209048,0.004735410806345161,7.846889329866061e-4,0.06850379020812136,1.2754125823543727e-4,0.2108799307935099,0.00824390400658235,0.00099880626462720435,840.3757886597292,0.076712779046322635,0.19673729505523369,0.006899173989725776,0.0010828001129813626,0.7191979985940036,9.99330369331997e-5,0.6136813402702982,0.01778003731224115,0.0015738167756592838,1249.2268039364385,1.8838933571026608e-4,1.312111729479726e-4,1.4710083486885631e-8,3.9454501706137443e-10,1.3385867394613614e-4,1.0191850013844267e-10,0.566363936438671,2.463935383088196e-8,4.964635171998172e-10,Malawi,Rumphi,STA Chapinduka,10406,243
