time,S_e,E_e,I_e,H_e,C_e,R_e,D_e,inci_e,hosp_e,crits_e,S_a,E_a,I_a,H_a,C_a,R_a,D_a,inci_a,hosp_a,crits_a,S_p,E_p,I_p,H_p,C_p,R_p,D_p,inci_p,hosp_p,crits_p,lvl2,lvl3,lvl4,TA_Code,ID
1,3486.080997,0,0,0,0,0,0,0,0,0,17858.47654,1,0,0,0,0,0,0,0,0,26583.28869,0,0,0,0,0,0,0,0,0,Malawi,Kasungu,TA Kapelula,20124, 38
2,3486.071211797666,0.008876405878444274,8.448708733616477e-4,6.575998135149259e-6,9.215200525723593e-8,5.725623504297038e-5,1.1961775342099166e-9,0.009785202333166832,6.921555106968921e-6,9.416078469544204e-8,17858.45132590005,0.7514789917453126,0.2147069229764576,7.571963320318367e-4,9.46338405504777e-6,0.03304877427663068,6.317065761257816e-8,0.025214099950153224,8.248580407564944e-4,9.773557904834147e-6,26583.308314511516,6.699691713850149e-7,6.346743666641367e-8,8.011444329338892e-13,2.057225637960958e-15,4.7896943040122945e-9,4.480545806650105e-17,0.01962451151135045,8.431850548544386e-13,2.1020310960274595e-15,Malawi,Kasungu,TA Kapelula,20124, 38
3,3486.048292520794,0.026793845871772488,0.005092421090960898,7.981274370423875e-5,2.289493163074612e-6,7.360487964031403e-4,6.120956039284504e-8,0.03270447920556425,8.859209423495847e-5,2.392284348180759e-6,17858.390847001177,0.5647235256313776,0.3226948260489223,0.0023035108678376892,5.984008113527326e-5,0.11022225652129466,8.393105006346702e-7,0.08569299881999042,0.0027463099376786007,6.396117436093806e-5,26583.35639763472,2.0940996727263905e-6,3.9073937316944065e-7,9.861813829014498e-12,5.162413314657141e-14,6.214773537630709e-8,2.3097998851861122e-15,0.06770763471627701,1.0940492489649654e-11,5.393393303175751e-14,Malawi,Kasungu,TA Kapelula,20124, 38
4,3486.021192738773,0.04377979737880899,0.012724823128597174,3.0424860527770054e-4,1.3502251770924752e-5,0.002981326935316004,5.629266231631097e-7,0.059804261226393984,3.5726925877654686e-4,1.4447592569835344e-5,17858.31602033573,0.42438053437558615,0.3637490012067541,0.003942176077683259,1.597603151070027e-4,0.20777398134024067,3.5351549113647126e-6,0.1605196642663078,0.00516835430635029,1.7711825706755743e-4,26583.418192212728,3.60659160015944e-6,1.0089512871955748e-6,3.844418421151205e-11,3.093390065372109e-13,2.559712441034089e-7,2.1493557156273353e-14,0.12950221272122156,4.5060835485381714e-11,3.308325636934843e-13,Malawi,Kasungu,TA Kapelula,20124, 38
5,3485.992148550676,0.05817459191767506,0.02238990514925083,7.199765947890118e-4,4.3942678422435926e-5,0.00751748443618676,2.548547084314568e-6,0.08884844932340842,8.969465873610962e-4,4.822253557896814e-5,17858.23075331317,0.318916555624043,0.3644671775024408,0.005331023843197193,2.998472039009044e-4,0.310989842767398,9.316180284384164e-6,0.24578668682650912,0.0077235246586596805,3.455905222914353e-4,26583.491976759295,5.132422394774061e-6,1.8542951187911307e-6,9.370536037513966e-11,1.0279831258144825e-12,6.603220767281335e-7,9.881390376659625e-14,0.20328675928211454,1.1624130096676123e-10,1.126797029581079e-12,Malawi,Kasungu,TA Kapelula,20124, 38
6,3485.9634572732634,0.06864974121468091,0.032732252614894174,0.0013209386260381293,1.0362059476495114e-4,0.014725341357061363,7.832328573556884e-6,0.1175397267360131,0.0017494817619911553,1.167736762615265e-4,17858.140087117616,0.2396630004278638,0.34236316420421614,0.00633662318430609,4.6415531092458106e-4,0.4111728893492906,1.90076552003984e-5,0.33645288238383203,0.010196053534197159,5.574846795228541e-4,26583.57445288697,6.5612857371066935e-6,2.8577104360442853e-6,1.782893296638744e-10,2.4868206310406177e-12,1.3304840930084055e-6,3.093648558800631e-13,0.2857628869545226,2.342130394022881e-10,2.796185486920681e-12,Malawi,Kasungu,TA Kapelula,20124, 38
7,3485.9363983460826,0.0750830922239516,0.04257614583971561,0.0020672606906802513,1.9979855683275677e-4,0.02465347316319622,1.8883442670265988e-5,0.1445986539170467,0.0029168706394078355,2.3151012996778448e-4,17858.04725886434,0.18010587715979265,0.30873605060515613,0.006941921862392819,6.362981931696695e-4,0.5035708758127171,3.301460397984971e-5,0.42928113566112,0.012469214102538775,7.984029931292578e-4,26583.663143745263,7.836628582479644e-6,3.947718659694298e-6,2.9107244648096296e-10,4.939910554582191e-12,2.3013147356979307e-6,7.620293770179228e-13,0.3744537452487327,4.051112451129653e-10,5.701939931600113e-12,Malawi,Kasungu,TA Kapelula,20124, 38
8,3485.9116128253895,0.0779316935773469,0.051093105904899565,0.002900485849658666,3.356440667744162e-4,0.03708468122837102,3.856398309531251e-5,0.16938417461014588,0.004369919413848335,4.004058049626863e-4,17857.954498867133,0.1353500690770271,0.27067859925312615,0.007188933914873139,8.023863563212248e-4,0.5859578912679397,5.1352678181172575e-5,0.522041132864761,0.014489396362896553,0.001054532819414616,26583.75590196538,8.926499595182438e-6,5.0601423383858135e-6,4.2814791548539143e-10,8.580545557204253e-12,3.5881665521887727e-6,1.593934727794894e-12,0.46721196536907217,6.316375211853742e-10,1.0174480284999146e-11,Malawi,Kasungu,TA Kapelula,20124, 38
9,3485.8893491528474,0.07787652899004305,0.05780847500574418,0.0037575572625646613,5.099931186482697e-4,0.05162548376490471,6.980901047426702e-5,0.19164784715237915,0.0060593880353486205,6.272256370928235e-4,17857.863435618936,0.10171699402888312,0.23246994815971656,0.007144493074534753,9.520905042341155e-4,0.657677077710098,7.372839312911251e-5,0.6131043810652949,0.016241948791773965,0.0013141038249703373,26583.850756889507,9.81263490055793e-6,6.1407076364712625e-6,5.838438875891518e-10,1.3521889287333617e-11,5.189451170538672e-6,2.96148354473949e-12,0.562066889496216,9.135113442306137e-10,1.6483372832073107e-11,Malawi,Kasungu,TA Kapelula,20124, 38
10,3485.869622013919,0.07563016077439211,0.06254146466525526,0.004580726218292758,7.179166813924265e-4,0.06778939439846794,1.1532334523572631e-4,0.2113749860830362,0.00792610851433506,9.115828873103368e-4,17857.77529906064,0.07644301638533127,0.196536268884013,0.006880667735070092,0.001078691269151297,0.7190009908538415,9.963220347811958e-5,0.7012409393620374,0.01773510143642897,0.0015678947266336638,26583.945902989457,1.0486710156913267e-5,7.145416840966582e-6,7.515677585663533e-10,1.979104559343541e-11,7.089578212147155e-6,5.029941178861382e-12,0.6572129894511425,1.2479874940122891e-9,2.4820986772296786e-11,Malawi,Kasungu,TA Kapelula,20124, 38
