time,S_e,E_e,I_e,H_e,C_e,R_e,D_e,inci_e,hosp_e,crits_e,S_a,E_a,I_a,H_a,C_a,R_a,D_a,inci_a,hosp_a,crits_a,S_p,E_p,I_p,H_p,C_p,R_p,D_p,inci_p,hosp_p,crits_p,S_all,E_all,I_all,H_all,C_all,R_all,D_all,inci_all,hosp_all,crits_all,UID,Lvl1,Lvl2,Lvl3,Lvl4,TA_Code,TA_Code2,Adults_Crit_of_Hosp,Adults_Critical_Care,Adults_FR_of_Crit,Adults_FR_of_Hosp,Adults_Hospitalization,Adults_IFR,Adults_Population,Elderly_Crit_of_Hosp,Elderly_Critical_Care,Elderly_FR_of_Crit,Elderly_FR_of_Hosp,Elderly_Hospitalization,Elderly_IFR,Elderly_Population,Pediatrics_Crit_of_Hosp,Pediatrics_Critical_Care,Pediatrics_FR_of_Crit,Pediatrics_FR_of_Hosp,Pediatrics_Hospitalization,Pediatrics_IFR,Pediatrics_Population,start_day,start_date
19,578.89569,0,0,0,0,0,0,0,0,0,5293.93847,1,0,0,0,0,0,0,0,0,6026.62942,0,0,0,0,0,0,0,0,0,11899.46358,1,0,0,0,0,0,0,0,0,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.02312800,0.000669214, 5294.93847,0.2469135,0.02551428,0.5954637,0.1470281,0.1033329,0.01519283,  578.89569,0.05,9.76e-06,1,0.2169826,0.000195163,4.23e-05,  6026.62942,19,2020-03-22
20,578.8822867137467,0.01167805820176154,0.0015696007914718568,1.5102172678327031e-5,2.3570328845146656e-7,1.4028576076757646e-4,3.623477768668643e-9,0.01340328625344552,1.6081416116773346e-5,2.417884247388148e-7,5293.875561514711,0.8063542478455509,0.2220168411452897,7.336129798635788e-4,8.807156170246953e-6,0.03379491650394948,5.965678704449641e-8,0.06290848528761071,7.987809015517047e-4,9.09489380192438e-6,6026.590993793819,0.03356624745384676,0.004425719464677127,7.961717413772565e-8,2.500831256712625e-10,4.341593892828379e-4,6.430031394455669e-12,0.03842620618149401,8.474743727904002e-8,2.565131570657181e-10,11899.348842022277,0.8515985535011592,0.22801216140143868,7.487947697160435e-4,9.04310954182409e-6,0.0343693616539999,6.328669484455951e-8,0.11473797772255025,8.149470651057572e-4,9.33693873982026e-6,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.02312800,0.000669214, 5294.93847,0.2469135,0.02551428,0.5954637,0.1470281,0.1033329,0.01519283,  578.89569,0.05,9.76e-06,1,0.2169826,0.000195163,4.23e-05,  6026.62942,19,2020-03-22
21,578.8682086698171,0.021030306277231285,0.005345310321154327,1.0069454742655837e-4,3.1801198789186773e-6,0.001001738562632165,1.0035458750586193e-7,0.027481330182910765,1.1425659125837867e-4,3.348651709668162e-6,5293.806380171187,0.6662377028696155,0.34806961258479996,0.002290043855306914,5.669947282459876e-5,0.11543496679693513,8.03231624722617e-7,0.13208982881110667,0.002724073968913557,6.057363328204527e-5,6026.546463054001,0.06406949977216221,0.01570750554979093,5.477916242933738e-7,3.4590052164533695e-9,0.0031793892440701906,1.8175168079199688e-10,0.08295694599840453,6.20606762238281e-7,3.6407568972453665e-9,11899.221051895005,0.751337508919009,0.3691224284557452,0.002391286194357766,5.9883051708733895e-5,0.11961609460363748,9.037679639092709e-7,0.24252810499242197,0.002838951166934174,6.392592574861067e-5,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.02312800,0.000669214, 5294.93847,0.2469135,0.02551428,0.5954637,0.1470281,0.1033329,0.01519283,  578.89569,0.05,9.76e-06,1,0.2169826,0.000195163,4.23e-05,  6026.62942,19,2020-03-22
22,578.853851453597,0.02829508446862783,0.010228955032065154,2.8302675830225435e-4,1.3572698252849507e-5,0.0030172456129578936,6.618328693834644e-7,0.04183854640307537,3.4249761029318837e-4,1.4684156213063474e-5,5293.733002714831,0.5645587003337659,0.4132354282188081,0.004040143222116392,1.5446598271767016e-4,0.22347511332731834,3.4340823513399807e-6,0.20546728516707746,0.0052656247661802425,1.7102930722294056e-4,6026.497167676229,0.091111883086884,0.03131987243128592,1.5893815852967497e-6,1.5138179371002473e-8,0.009818962509041355,1.2233194536382912e-9,0.13225232377029542,1.916611561789565e-6,1.6361498824640764e-8,11899.084021844657,0.6839656678892777,0.4547842556821592,0.0043247593620039425,1.6805381914989067e-4,0.2363113214493176,4.097138540177083e-6,0.37955815534044823,0.005610038988035221,1.8572982493482868e-4,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.02312800,0.000669214, 5294.93847,0.2469135,0.02551428,0.5954637,0.1470281,0.1033329,0.01519283,  578.89569,0.05,9.76e-06,1,0.2169826,0.000195163,4.23e-05,  6026.62942,19,2020-03-22
23,578.839439771027,0.03379839652481192,0.015468033055825841,5.587524673736988e-4,3.615205998746323e-5,0.006386470683757288,2.4241813859140232e-6,0.05625022897314213,7.216562442457144e-4,4.0223141710688375e-5,5293.6568580219355,0.49053149036102656,0.4407249599818771,0.005660287546722962,2.965620717690405e-4,0.3443894833586034,9.194742155634473e-6,0.2816119780621545,0.008103022645090836,3.409103087898091e-4,6026.444176489606,0.11462858362754968,0.04931280116682202,3.2389484626786774e-6,4.134905026193845e-8,0.02129884072725804,4.5728635046846466e-9,0.1852435103920062,4.157386738011139e-6,4.592191376662309e-8,11898.940474282568,0.6389584705133882,0.505505794204525,0.00622227896255934,3.3275548080676567e-4,0.37207479476961874,1.162349640505318e-5,0.5231057174273028,0.008828836276074562,3.811793724142641e-4,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.02312800,0.000669214, 5294.93847,0.2469135,0.02551428,0.5954637,0.1470281,0.1033329,0.01519283,  578.89569,0.05,9.76e-06,1,0.2169826,0.000195163,4.23e-05,  6026.62942,19,2020-03-22
24,578.8250931260941,0.03787574532675623,0.020580443926808502,9.094248271417799e-4,7.440661625028261e-5,0.011150419199078112,6.4340099803783365e-6,0.07059687390601528,0.0012545321531232077,8.521165773371533e-5,5293.578934958365,0.43643173594843815,0.4457134109591677,0.007008394363211766,4.7076143567998654e-4,0.46989165562744006,1.9083298819051382e-5,0.3595350416327565,0.01104107348520329,5.628043276763466e-4,6026.388346897025,0.13475394799925017,0.0682328528715417,5.440225578491364e-6,8.7256982214807e-8,0.0380807622370457,1.2383587728908504e-8,0.2410731029739861,7.4330369773656756e-6,9.96405699437155e-8,11898.792374981484,0.6090614292744445,0.5345267077575179,0.007923259415932037,5.452553089124839e-4,0.5191228370635639,2.5529692387158627e-5,0.6712050185127579,0.012303038675303862,6.481156259800057e-4,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.02312800,0.000669214, 5294.93847,0.2469135,0.02551428,0.5954637,0.1470281,0.1033329,0.01519283,  578.89569,0.05,9.76e-06,1,0.2169826,0.000195163,4.23e-05,  6026.62942,19,2020-03-22
25,578.8108683978148,0.04083301136826441,0.025283939101871884,0.0013109518878298134,1.30140740269337e-4,0.017249623204872944,1.393588209403704e-5,0.0848216021852024,0.0019328059052077574,1.535441519198491e-4,5293.49992156463,0.3967136893728383,0.43798541750554265,0.00804500322166749,6.635062483229897e-4,0.5951070636892096,3.375533036151269e-5,0.4385484353679424,0.01396582726930658,8.263155328301541e-4,6026.330367108474,0.15173532009034582,0.08703731700413964,8.08860957157664e-6,1.5643407418701584e-7,0.06027198202712441,2.7359212000082508e-8,0.29905289152446773,1.1764475295318607e-5,1.8379328618709837e-7,11898.641157070919,0.5892820208314485,0.5503066736115542,0.00936404371906888,7.938034226665137e-4,0.672628668921207,4.771857166754981e-5,0.8224229290776126,0.015910397649809657,9.800434780361904e-4,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.02312800,0.000669214, 5294.93847,0.2469135,0.02551428,0.5954637,0.1470281,0.1033329,0.01519283,  578.89569,0.05,9.76e-06,1,0.2169826,0.000195163,4.23e-05,  6026.62942,19,2020-03-22
26,578.7967865477692,0.04293086365596544,0.029436704821138363,0.0017392258560630183,2.0352806661945872e-4,0.02456688311876323,2.6246712314206892e-5,0.09890345223086372,0.0027420298223388984,2.476058371270596e-4,5293.420297773101,0.36738918500657103,0.4237296330401023,0.00878490862086308,8.625490734768685e-4,0.7173524229098899,5.3528246846936656e-5,0.51817222689775,0.016815291239907704,0.0011207274256582246,6026.270787651123,0.1658777476312571,0.1050125143007842,1.1059971821525915e-5,2.5066346361928507e-7,0.087730723769723,5.2538391011149587e-8,0.3586323488754405,1.7124008914134605e-5,3.032018546304346e-7,11898.487871971993,0.5761977962937935,0.5581788521620249,0.010535194448747625,0.0010663278035599464,0.8296500297983761,7.98274975521547e-5,0.9757080280040542,0.019574445071160736,0.0013686364646399145,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.02312800,0.000669214, 5294.93847,0.2469135,0.02551428,0.5954637,0.1470281,0.1033329,0.01519283,  578.89569,0.05,9.76e-06,1,0.2169826,0.000195163,4.23e-05,  6026.62942,19,2020-03-22
27,578.7828491404161,0.04438180622126911,0.03299065895794129,0.0021731284044646565,2.9340221378023837e-4,0.032957219565002784,4.4644221493960056e-5,0.11284085958395206,0.0036650520521857273,3.683760895915768e-4,5293.3403983321405,0.34558651700347587,0.40675812547778717,0.009268111459677798,0.0010580468135915192,0.8353224350376921,7.843206556812664e-5,0.5980716678577924,0.019559974642908377,0.001436341688528524,6026.210046397774,0.17750800019861204,0.121701357184373,1.4229293412561383e-5,3.7004102457720875e-7,0.12014955443254537,9.107503059981232e-8,0.4193736022249982,2.3451614516101802e-5,4.61116055177021e-7,11898.333293870332,0.5674763234233571,0.5614501416201014,0.011455469157555017,0.0013518190683963348,0.9884292090352402,1.2316736209268652e-4,1.1302861296667426,0.023248478309610205,0.0018051788941752778,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.02312800,0.000669214, 5294.93847,0.2469135,0.02551428,0.5954637,0.1470281,0.1033329,0.01519283,  578.89569,0.05,9.76e-06,1,0.2169826,0.000195163,4.23e-05,  6026.62942,19,2020-03-22
28,578.7690483045664,0.04535357836342791,0.035956557105686,0.0025958207159956816,3.9763183804387617e-4,0.04226782634254706,7.028106816128509e-5,0.1266416954338618,0.004684241552681299,5.156592982589743e-4,5293.260456077042,0.32923561311900085,0.38933158666810075,0.009543003710582434,0.001242799226741587,0.9485526442311825,1.0827600141694846e-4,0.6780139229570247,0.022190083813473985,0.0017650378815316373,6026.14848916621,0.1869513233259014,0.13684175785095648,1.748189541749564e-5,5.132362527441816e-7,0.15711961143826633,1.460427370383973e-7,0.48093083378953155,3.066747521314722e-5,6.592789897825788e-7,11898.177993547819,0.5615405148083301,0.5621299016247432,0.012156306321995611,0.0016409443010382075,1.1479400820119958,1.7870311231527194e-4,1.2855864521804181,0.026904992841368432,0.0022813564587803943,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.02312800,0.000669214, 5294.93847,0.2469135,0.02551428,0.5954637,0.1470281,0.1033329,0.01519283,  578.89569,0.05,9.76e-06,1,0.2169826,0.000195163,4.23e-05,  6026.62942,19,2020-03-22
