"","time","S","E","I","H","C","R","D","inci","hosp","crits","lvl2","lvl3","ID","POP"
"1",1,18841349.6633035,0,1,0,0,0,0,0,0,0,"Malawi","All",1,18841350.6633035
"2",2,18841348.9258304,0.607742686850597,0.79451532948519,0.00852221116383039,0.0000812236208645524,0.326610592178878,0.0000010312944190363,0.73747307459378,0.00908769464362167,0.000082980227685045,"Malawi","All",1,18841350.6633035
"3",3,18841348.2610552,0.965719959944854,0.799142666638208,0.0152220447222812,0.000289161663995005,0.621866929226121,0.00000749204415495216,1.40224825423961,0.0172795517733511,0.000301922884863744,"Malawi","All",1,18841350.6633035
"4",4,18841347.5464263,1.25295178858828,0.90170838005613,0.0217219903937092,0.000600307797205092,0.939871195314158,0.000023506425020199,2.1168771685745,0.0260857442434358,0.000640346360154423,"Malawi","All",1,18841350.6633035
"5",5,18841346.7188951,1.5434957312932,1.06254501816537,0.0287718971871992,0.00101233007319609,1.30853060919933,0.000052776706776215,2.94440836262508,0.0362832035427513,0.001102224793244,"Malawi","All",1,18841350.6633035
"6",6,18841345.7350589,1.87208464384727,1.27059393930771,0.0368088074141501,0.00153306882764226,1.74712499930718,0.0000991254073862767,3.92824458411133,0.0484067710652648,0.00170190942590861,"Malawi","All",1,18841350.6633035
"7",7,18841344.5551643,2.25959390029619,1.52666342919755,0.0461773306908984,0.00217663263128294,2.27336116355277,0.000166784000365385,5.10813924036906,0.062946318444752,0.00246071631018488,"Malawi","All",1,18841350.6633035
"8",8,18841343.1361537,2.72310011571048,1.83716271437874,0.057220420695989,0.00296230243197063,2.9064436018811,0.000260597580905699,6.52714975267918,0.0804324320475516,0.00340617905883202,"Malawi","All",1,18841350.6633035
"9",9,18841341.4280266,3.28006688283525,2.21190130288963,0.0703215031607583,0.00391460853717541,3.66868635991558,0.000386213869468294,8.23527687120787,0.101481259425717,0.00457244775821064,"Malawi","All",1,18841350.6633035
"10",10,18841339.3712839,3.95032989576382,2.66349744583531,0.0859292644863089,0.00506396762640553,4.58664873092119,0.000550286018076853,10.2920195906511,0.126825993034066,0.00600127142126051,"Malawi","All",1,18841350.6633035
"11",11,18841336.8945467,4.75731849617568,3.20745567206773,0.104577575744996,0.0064476683216483,5.69219669389238,0.000760705949166263,12.7687568121516,0.157346219047605,0.00774338100468928,"Malawi","All",1,18841350.6633035
"12",12,18841333.9119636,5.72906967061748,3.86256691266151,0.126905560346047,0.00811114692728819,7.02365975005232,0.00102687887978213,15.7513399194844,0.194099865311773,0.00986023274676798,"Malawi","All",1,18841350.6633035
"13",13,18841330.320187,6.89927969159242,4.65150616533447,0.153680306198773,0.0101095651671183,8.62718075557745,0.00136005047849133,19.3431165343487,0.238360462735125,0.0124261431516715,"Malawi","All",1,18841350.6633035
"14",14,18841325.9947835,8.30849856146774,5.60159594068267,0.185823524709483,0.0125097248246727,10.5583185743834,0.00177369683333822,23.6685200229013,0.291661378479855,0.0155308678633788,"Malawi","All",1,18841350.6633035
"15",15,18841320.7859016,10.0055518119671,6.7457475376648,0.224443599743419,0.0153923982992569,12.883982517744,0.00228399454317068,28.8774018599618,0.35584920347745,0.0192827329296435,"Malawi","All",1,18841350.6633035
"16",16,18841314.5130767,12.0492353975219,8.12359985636255,0.270873943299773,0.0188551364994315,15.6847521270215,0.00291038329066233,35.1502268439958,0.433147773035758,0.0238124009277626,"Malawi","All",1,18841350.6633035
"17",17,18841306.9589992,14.5103487773597,9.78288508676646,0.326718980211564,0.0230156421553614,19.0576595776064,0.00367623909079622,42.7043043031903,0.526234954279058,0.0292773910230499,"Malawi","All",1,18841350.6633035
"18",18,18841297.8619615,17.4741562296045,11.7810875945751,0.39390985823388,0.0280158663738073,23.1195627407516,0.00460968932868426,51.8013419788676,0.638335733455813,0.0358675637801456,"Malawi","All",1,18841350.6633035
"19",19,18841286.9068385,21.0433231872483,14.1874268761999,0.474770934877852,0.0340269056746926,28.0111725004344,0.00574458487136556,62.7564649893064,0.773333358245759,0.0438116740004716,"Malawi","All",1,18841350.6633035
"20",20,18841273.7140925,25.3415025296845,17.0852684328863,0.572100850520537,0.0412549722601999,33.9019625536909,0.00712168363137476,75.9492110226737,0.935904834494314,0.0533853569586385,"Malawi","All",1,18841350.6633035
"21",21,18841257.8266721,30.5175996499263,20.5750044311599,0.689269077088417,0.0499485159408888,40.9960196595615,0.00879006060209672,91.8366313942791,1.13168237545383,0.064920652045935,"Malawi","All",1,18841350.6633035
"22",22,18841238.6942041,36.7509189637917,24.7775294820475,0.830332407642282,0.0604068209734896,49.5391029031932,0.010808808479149,110.969099386127,1.3674482159392,0.0788174962815294,"Malawi","All",1,18841350.6633035
"23",23,18841215.6538846,44.2573997421218,29.8384270611131,1.00017583180646,0.0729903912593405,59.827176768462,0.0132490916088256,134.009418886371,1.65137010065829,0.0955576080073393,"Malawi","All",1,18841350.6633035
"24",24,18841187.9075366,53.2970837025117,35.933015080535,1.20468157159887,0.0881334336032235,72.2166564942052,0.0161966129106695,161.755766895365,1.99328402412867,0.115721172063348,"Malawi","All",1,18841350.6633035
"25",25,18841154.4939786,64.1830993795709,43.2724318459604,1.45093261199894,0.106358900391204,87.1367476094855,0.0197545852295917,195.169324932637,2.40503476209275,0.140006943578259,"Malawi","All",1,18841350.6633035
"26",26,18841114.2557014,77.2925532739905,52.1109191719377,1.74745843726974,0.128296598207863,105.104327318352,0.0240473104265134,235.407602110184,2.90088655637555,0.169256452862354,"Malawi","All",1,18841350.6633035
"27",27,18841065.7987858,93.0795800661095,62.7546325521376,2.10453036195539,0.154705002914595,126.741845235669,0.029224487870256,283.864517706656,3.4980171192499,0.204483159152718,"Malawi","All",1,18841350.6633035
"28",28,18841007.4446833,112.090973206922,75.5723077554002,2.53451647000439,0.186497547752639,152.798858841034,0.0354664023726241,342.218620223486,4.21711193624975,0.246907575341368,"Malawi","All",1,18841350.6633035
"29",29,18840937.1720047,134.985254438169,91.0079370008918,3.05231112676847,0.224774237556446,184.178031795464,0.0429901730471748,412.491298771897,5.0830817522118,0.297999525888162,"Malawi","All",1,18841350.6633035
"30",30,18840852.5464972,162.555517755295,109.596110825158,3.67585118268004,0.270859739445442,221.966409521586,0.0520572772454936,497.11680630141,6.12592568451777,0.359529053055377,"Malawi","All",1,18841350.6633035
"31",31,18840750.6370182,195.756496595268,131.980770565774,4.42673368839943,0.326349307437362,267.472952542186,0.0629826042692251,599.026285303335,7.38176699026532,0.433627762735402,"Malawi","All",1,18841350.6633035
"32",32,18840627.9136426,235.738125876707,158.93720607181,5.33096873898149,0.393164018742718,322.274050782055,0.0761453825081697,721.749660870804,8.89410916427934,0.522862672971697,"Malawi","All",1,18841350.6633035
"33",33,18840480.1258287,283.884995275018,191.399031069617,6.4198762981634,0.473617245297395,388.267952599336,0.0920022949363628,869.537474782368,10.7153379830452,0.630325025154481,"Malawi","All",1,18841350.6633035
"34",34,18840302.1550929,341.864411892135,230.490441315624,7.73117255096991,0.570494821062123,467.740586754066,0.111103315759113,1047.50821064962,12.9085379948431,0.759737425927733,"Malawi","All",1,18841350.6633035
"35",35,18840087.8380512,411.683867198502,277.565214891447,9.31027357797198,0.687151508508992,563.444634356172,0.134110754703121,1261.8252522873,15.5496746378256,0.91558275187114,"Malawi","All",1,18841350.6633035
"36",36,18839829.7530477,495.760680328901,334.253373138508,11.2118692702569,0.827627113676823,678.694883718539,0.161822200135099,1519.91025577002,18.7302257529604,1.10325934363697,"Malawi","All",1,18841350.6633035
"37",37,18839518.9634971,597.005303622735,402.517752942473,13.5018144785265,0.996786467940759,817.482950742167,0.195198157166325,1830.69980641101,22.5603474719199,1.32926806378451,"Malawi","All",1,18841350.6633035
"38",38,18839144.7092904,718.921985083396,484.721499691021,16.259405804145,1.20048745918053,984.615239818986,0.235395253557135,2204.95401311029,27.1726815225381,1.60143688766326,"Malawi","All",1,18841350.6633035
"39",39,18838694.0344814,865.729540907314,583.710128802312,19.5801257378692,1.44578422487416,1185.87943604067,0.283806366235154,2655.62882207928,32.7269498298748,1.92919244412326,"Malawi","All",1,18841350.6633035
"40",40,18838151.3399516,1042.50707271238,702.909453803113,23.5789437221827,1.74117097884746,1428.24460189622,0.342108812343479,3198.32335192509,39.4154765548475,2.32388592621886,"Malawi","All",1,18841350.6633035
"41",41,18837497.8444902,1255.36900117112,846.443991702828,28.3942917786336,2.09687617765884,1720.10233001314,0.412322476942593,3851.81881332032,47.4698430855514,2.79918626667935,"Malawi","All",1,18841350.6633035
"42",42,18836710.9389251,1511.67469939966,1019.27887779828,34.1928302930631,2.52521528946477,2071.55587612071,0.496879532842287,4638.72437843402,57.1688670986545,3.37155166076941,"Malawi","All",1,18841350.6633035
"43",43,18835763.4045604,1820.28271448267,1227.39086191573,41.1752206739266,3.04101754830392,2494.77021963093,0.598708839834964,5586.25874309139,68.8482630712093,4.06080007803587,"Malawi","All",1,18841350.6633035
"44",44,18834622.4775168,2191.85360464901,1477.97426096085,49.5830325604306,3.66213808757699,3004.39141325005,0.721337193112155,6727.18578670103,82.9122147501722,4.89079385251346,"Malawi","All",1,18841350.6633035
"45",45,18833248.7223891,2639.21524922027,1779.68773903142,59.7070683688414,4.41007440961599,3618.05177211864,0.869011297393496,8100.94091444617,99.8473165497633,5.89026391118718,"Malawi","All",1,18841350.6633035
"46",46,18831594.6786362,3177.80168071822,2142.95050895368,71.8973750330991,5.31070798945656,4356.97755000068,1.04684457770437,9754.98466727284,120.239343182758,7.09380144099438,"Malawi","All",1,18841350.6633035
"47",47,18829603.237093,3826.17672221032,2580.29945662726,86.5752506544331,6.39519632628195,5246.71859091227,1.26099376116887,11746.4262104917,144.793385018995,8.54305071255669,"Malawi","All",1,18841350.6633035
"48",48,18827205.6833875,4606.66620520542,3106.81720131299,104.24773836221,7.70104863530913,6318.02885041886,1.51887205774077,14143.9799159925,174.358146926193,10.2881478834328,"Malawi","All",1,18841350.6633035
"49",49,18824319.3534674,5546.11483733374,3740.64398550781,125.525015784635,9.27341719109623,7607.92317502961,1.82940530218359,17030.3098361491,209.95511098646,12.3894486288149,"Malawi","All",1,18841350.6633035
"50",50,18820844.8369533,6676.78195531442,4503.59286723561,151.141140621702,11.1666449283959,9160.94040316106,2.20333894970371,20504.8263502109,252.813391909302,14.9195986489475,"Malawi","All",1,18841350.6633035
"51",51,18816662.6075501,8037.42215739349,5421.88598020692,181.979107521557,13.446133262116,11030.6687658392,2.6536092341215,24687.0557534574,304.411830702032,17.9660336838943,"Malawi","All",1,18841350.6633035
"52",52,18811628.994557,9674.5783780541,6527.02836543257,219.100889309269,16.1905804314127,13281.5747444662,3.19578880998837,29720.6687465035,366.529462264452,21.6339769211611,"Malawi","All",1,18841350.6633035
"53",53,18805571.3853149,11644.0976597268,7856.8650634965,263.783207398162,19.494670804496,15991.1887651068,3.8486221210984,35778.2779886538,441.305826813379,26.0500401952636,"Malawi","All",1,18841350.6633035
"54",54,18798282.4838642,14012.9507159173,9456.82939210907,317.560535282664,23.4723023164187,19252.7318237352,4.63466992382094,43067.1794392845,531.313448601578,31.3665492440063,"Malawi","All",1,18841350.6633035
