"","TA","ID","Population","Incidents","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1","Balaka",2,34766,19421.7933722036,19385.609657118,36.1837150855787,79.2057178101186,16.4019410185605,489.577866915348,62.1155776458478
"2","Balaka",138,189063,101931.915482075,101558.029037626,373.886444449115,451.042998615186,150.911527808212,3187.65085143358,632.462507912954
"3","Balaka",220,260230,139947.548223248,139429.217396853,518.330826394853,624.406314330174,207.62660227703,4458.12264996176,877.212641219685
"4","Blantyre",114,59692,32784.057001838,32669.4339267731,114.623075064924,156.354133548708,48.9876294393286,1028.69702672376,194.118139858232
"5","Blantyre",149,106665,57905.2397908605,57745.1032010976,160.136589762938,245.948207833063,66.4665265063362,1691.91866916376,272.576876614043
"6","Blantyre",163,108459,58864.1218495875,58675.71820125,188.403648337497,263.787534252889,77.9084298882637,1816.54480132453,319.738747670091
"7","Blantyre",164,51202,28237.6333756195,28146.321368246,91.3120073735127,129.963403547924,39.4863306732652,841.953777744022,154.671725744158
"8","Blantyre",169,40760,22639.8807419614,22563.9471192007,75.933622760696,111.003363569969,33.4888111632489,700.494482877101,128.698502954554
"9","Blantyre",173,34131,19080.5688798419,19019.3347557972,61.2341240447253,95.9150077104446,27.4979072736076,591.222932540826,103.958560525564
"10","Blantyre",176,24477,13882.3843678738,13829.9188233337,52.4655445400564,77.5549455761346,24.2855272686122,454.620517764864,88.7543384780094
"11","Blantyre",230,90288,49150.5974860637,48992.0642762585,158.533209805249,221.333249180387,66.1397725685487,1506.56878511598,268.924605441908
"12","Blantyre City",3,979024,523849.036025318,522951.920811545,897.115213773515,1827.47604958099,359.759672866822,13312.1942684476,1545.90463137777
"13","Chikwawa",6,10806,6437.79793442788,6422.17261719865,15.6253172292264,35.9261682443202,8.00836578540989,181.531114143241,26.6659741643868
"14","Chikwawa",7,69743,38162.8913360125,38083.8224205764,79.0689154361443,148.771313356835,33.7446404628105,992.618826821814,135.15373165953
"15","Chikwawa",16,1,1,1,0,0,0,0,0
"16","Chikwawa",22,47558,26285.0791415598,26201.0293577889,84.0497837708564,124.30743111343,36.5974509002618,798.829866903152,142.510040390222
"17","Chikwawa",113,129546,70133.4208036727,69915.8979670918,217.522836580883,295.373264468306,89.1453446769346,2054.03817565365,368.668572975705
"18","Chikwawa",157,37372,20821.4820052503,20759.7437879759,61.7382172743772,96.7655317577522,27.4975643342035,603.916258618237,104.845484339255
"19","Chikwawa",177,95673,52029.5399639452,51844.1402648238,185.399699121376,237.288485733759,76.9407608854208,1621.64177121791,313.798743612449
"20","Chikwawa",185,40611,22559.9441189995,22492.5843625238,67.3597564756975,105.367593413298,29.772837059202,664.664773741474,114.379682359905
"21","Chikwawa",214,228307,122895.64138591,122479.892538721,415.748847188771,523.705041839291,167.141687221035,3724.92241322663,703.981319815911
"22","Chiradzulu",8,3806,2462.82401151681,2456.90708158696,5.91692992985427,16.320908845784,3.34518934732995,69.8606358478706,10.0896335798911
