"","TA","ID","Population","Incidences","Recovered","Deaths","Peak_Hospital","Peak_Crit"
"38","Dedza",63,46478,24975.5370198253,24894.0772250157,81.4597948096296,106.845781391457,32.5952182505322
"39","Dedza",136,142408,76210.9360104523,75975.1069532022,235.829057250098,306.00714771987,93.0895793435285
"40","Dedza",150,202156,108120.864236813,107742.087862836,378.776373976782,468.647469105462,149.029604247562
"41","Dedza",154,109044,58391.9077509523,58215.2958278874,176.611923064922,230.842553503918,69.8714519116455
"42","Dedza",227,202433,108268.803295883,107919.058349229,349.74494665352,406.816919116558,137.3045341302
"43","Dedza",232,96260,51564.1811984954,51361.5148185903,202.666379905131,230.733900134241,80.0264839294927
"44","Dowa",11,7260,4016.07875484217,4007.99177118036,8.08698366181152,17.2590859524617,3.56863628499835
"45","Dowa",41,184981,98948.1443243559,98635.6286594247,312.51566493123,413.927881416917,123.171514383166
"46","Dowa",65,130321,69755.534977695,69533.1686040431,222.366373651921,288.450398894106,87.7830179321304
"47","Dowa",81,113569,60808.628489624,60629.9482402497,178.680249374302,245.077174203505,70.7541221897028
"48","Dowa",86,51609,27716.1494014856,27638.2595678698,77.8898336157603,111.322382137931,31.1875452996739
"49","Dowa",128,125025,66927.0513790847,66695.550492257,231.500886827706,289.832723384252,91.3795612753327
"50","Dowa",131,114142,61114.6574253528,60911.694732854,202.962692498797,261.938771809425,80.2208108660264
"51","Dowa",198,100996,54093.6070039672,53916.0582159378,177.548788029399,231.702556722441,70.26896903068
"52","Karonga",12,61246,32863.407857428,32793.6973071248,69.7105503032235,120.163738288504,27.9996524962496
"53","Karonga",91,29428,15867.938631645,15821.3833053,46.5553263449701,64.5651599971054,18.8471357609299
"54","Karonga",96,34753,18712.5679170361,18660.6408298761,51.9270871600134,74.0681741997422,20.9466796782842
"55","Karonga",161,92690,49657.4941085581,49502.1734720257,155.320636532441,199.380746555354,61.4509020208402
"56","Karonga",167,98820,52931.4412518437,52751.9705484793,179.470703364405,224.395831182224,70.9488364416822
"57","Karonga",236,78123,41877.4074185204,41746.367480197,131.039938323427,171.969231639596,51.9922343815327
"58","Kasungu",13,59620,31994.9476600994,31945.4045562278,49.5431038716387,108.177389788506,20.0964587686195
"59","Kasungu",14,68484,36729.2488376234,36633.3185828044,95.9302548190204,140.363551980711,38.2333805782178
"60","Kasungu",49,58040,31151.0546958098,31065.306070494,85.7486253158462,124.941583837556,34.2535427709274
"61","Kasungu",50,9582,5259.96614014484,5239.22403578126,20.7421043635794,26.8205059528175,8.83646938991191
"62","Kasungu",69,41315,22217.7641177966,22159.3102004444,58.4539173521696,87.5209543655956,23.522906308626
"63","Kasungu",70,47032,25271.4473364678,25189.7427957008,81.7045407669896,107.714689611548,32.6595588605175
"64","Kasungu",100,56660,30413.9775967149,30331.5952738139,82.3823229009695,120.465833510621,32.9310203184095
"65","Kasungu",103,45259,24324.4248480241,24247.4187000349,77.0061479891984,102.547670565938,30.8171117865451
"66","Kasungu",129,90463,48468.0807276675,48318.1594739689,149.921253698573,198.752467240051,59.414621493663
"67","Kasungu",140,69822,37443.8732574794,37319.4977641729,124.375493306477,161.429886917591,49.3877472299587
"68","Kasungu",147,65114,34929.3298718976,34826.4710367735,102.858835124141,144.363698882943,41.0116821177911
"69","Kasungu",148,56701,30435.8765947868,30354.8556352933,81.0209594935063,117.606890119683,32.3827242686996
"70","Kasungu",204,32061,17274.5242024737,17227.0087778478,47.5154246258794,70.2675272244339,19.2345892802803
"71","Kasungu",229,126014,67455.2556502759,67281.9172222075,173.338428068393,257.474803690512,68.6962939601244
"72","Kasungu",237,127310,68147.4242005028,67969.0260200849,178.398180417954,260.761736572361,70.6613373430642
"73","Likoma",17,1,1,1,0,0,0
"74","Likoma",189,1,1,1,0,0,0
"75","Lilongwe",51,57954,31105.1211479194,30985.8234791462,119.29766877325,139.66452879049,47.4055450018739
"76","Lilongwe",89,66477,35657.3104638016,35544.5695746531,112.740889148482,148.270487234246,44.8499041051756
"77","Lilongwe",99,45555,24482.5299902617,24420.1583150965,62.3716751651513,95.1826388710528,25.0704763532924
"78","Lilongwe",106,35055,18873.8902413858,18835.5364359532,38.3538054325766,68.4991700015165,15.5933564099903
"79","Lilongwe",110,172340,92196.9106839819,91885.9605777152,310.950106266662,387.129428227982,122.467606001002
"80","Lilongwe",121,137796,73747.7675484553,73505.9209285005,241.84661995478,316.242360078476,95.5398700818579
"81","Lilongwe",124,349655,186895.998052572,186294.508544396,601.489508175666,766.789086712376,236.372572270175
"82","Lilongwe",126,44053,23680.2537226302,23603.6131381388,76.64058449137,101.381072801039,30.6957281257972
"83","Lilongwe",134,175098,93669.8861231564,93374.1289808982,295.757142258173,385.962326876292,116.550744199534
"84","Lilongwe",139,216131,115584.53902524,115198.361618866,386.177406374332,484.061788599092,151.937488300309
"85","Lilongwe",141,32511,17514.9142703901,17473.0885377386,41.8257326514768,65.987316719495,16.9704412120267
"86","Lilongwe",142,88406,47369.4588549744,47187.8575479312,181.601307043158,212.548195227109,71.8000411704225
"87","Lilongwe",160,152146,81411.7820372425,81168.0772912497,243.704745992801,324.160053970983,96.1555214948928
"88","Lilongwe",182,129131,69119.9802027353,68909.7297587934,210.250443941924,281.736430418394,83.1007814706244
"89","Lilongwe",186,145652,77943.4802722324,77653.5954297299,289.884842502485,347.625999228823,114.187581844587
"90","Lilongwe City",1,1055723,563986.198349162,563129.61987621,856.578472951789,1879.62739141766,342.891362696958
"91","Machinga",18,118229,63297.4444246525,63085.9227020564,211.521722596124,259.442724747958,83.4878909655663
"92","Machinga",19,34828,18752.6314807639,18717.0612835338,35.5701972301346,66.2173254784991,14.4873848424334
"93","Machinga",21,1,1,1,0,0,0
"94","Machinga",42,33978,18298.5738163383,18237.6405006529,60.9333156853545,76.9556365949453,24.5353434603921
"95","Machinga",46,83265,44623.7076723544,44488.4907491391,135.216923215261,169.729978624249,53.5748431531731
"96","Machinga",52,29726,16027.1378394736,15975.9273008643,51.2105386092796,65.6802032592,20.7056359989123
"97","Machinga",83,57149,30675.159818972,30580.7957405659,94.3640784060849,121.332669519936,37.6065408525436
"98","Machinga",87,33914,18264.3862844388,18207.1546112875,57.2316731512511,74.5779716899545,23.076163261487
"99","Machinga",98,39617,21310.7673173593,21249.7052647271,61.0620526321828,80.7902253057348,24.5241412192026
"100","Machinga",104,60159,32282.8324952728,32170.9960159807,111.83647929209,134.604911504932,44.4739706315267
"101","Machinga",158,177282,94836.2993614275,94511.8961992333,324.403162194237,383.975981879293,127.604837107393
"102","Machinga",225,74401,39889.5062673265,39753.9783629491,135.527904377445,161.945865294638,53.7165702897997
"103","Mangochi",15,3883,2200.68029423073,2192.74508056901,7.93521366172473,11.7687027352198,3.66557566735169
"104","Mangochi",23,58764,31537.7481250708,31483.0584570542,54.6896680165787,104.407580088284,22.0863917238559
"105","Mangochi",25,19823,10736.0198784386,10716.8310478378,19.1888306008311,38.9718744028523,7.98849973701033
"106","Mangochi",53,167100,89398.3546619218,89089.69857916,308.656082761834,363.359567737911,121.398548174105
"107","Mangochi",78,123245,65976.3904844778,65748.7119404467,227.678544031082,268.462292194746,89.7388727215008
"108","Mangochi",97,50224,26976.3879620493,26888.268469536,88.1194925132595,109.284277772418,35.1629851969605
"109","Mangochi",122,170805,91377.096833183,91080.0777198743,297.019113308721,367.910940265285,117.00075079871
"110","Mangochi",133,113488,60765.3668690893,60532.5340798382,232.832789251063,260.393782747233,91.7317434663328
"111","Mangochi",155,75930,40706.1392711723,40564.2732789305,141.865992241786,169.751048869953,56.18880241117
"112","Mangochi",175,106239,56893.8068330838,56700.0316181856,193.775214898221,231.157758761777,76.5159068222827
"113","Mangochi",197,165365,88471.7260410196,88207.0563766133,264.669664406264,341.355824290171,104.393009759178
"114","Mchinji",24,26808,14468.2303791868,14444.6483988879,23.5819802989463,50.8812703075394,9.73260451225659
"115","Mchinji",54,81940,43916.0386913395,43799.6297522658,116.408939073714,167.511768746969,46.2637042104354
"116","Mchinji",74,137172,73414.5034361748,73186.1875385343,228.315897640536,301.903156249925,90.1779572401044
"117","Mchinji",79,121121,64842.004571845,64660.4634766808,181.541095164238,253.402853279478,71.8588688626607
"118","Mchinji",187,130951,70092.0029737205,69904.0929788115,187.909994908952,268.526724598599,74.3678371395102
"119","Mchinji",192,55619,29857.9654742602,29774.4427900134,83.5226842467553,119.251282062664,33.3649877812163
"120","Mchinji",239,142016,76001.5761915124,75795.7866310855,205.78956042685,296.999157973058,81.4614365911039
"121","Mulanje",26,22847,12351.9210875268,12325.546163614,26.3749239127535,47.9084252568254,10.8672510952797
"122","Mulanje",27,138470,74107.7381925493,73832.6786309625,275.059561586764,325.662264782081,108.443021762241
"123","Mulanje",58,119514,63983.738881054,63755.0670396513,228.671841402651,278.90506496703,90.3157564977651
"124","Mulanje",68,100417,53784.3753759453,53626.1870354684,158.188340476922,211.580916411842,62.6980396827666
"125","Mulanje",118,108315,58002.5631180815,57771.7527685434,230.810349538087,266.082743621729,91.138119547094
"126","Mulanje",171,234365,125322.840695697,124888.173175461,434.667520235846,535.806727767511,171.03579816471
"127","Mulanje",223,63829,34243.0055206186,34097.8325945302,145.172926088398,161.670868870093,57.5950940026723
"128","Mwanza",29,21691,11734.2291569878,11716.0348018673,18.194355120497,40.7338441123973,7.58044740020028
"129","Mwanza",145,46568,25023.6101572303,24946.8291278241,76.7810294061563,101.940460504151,30.7353395899695
"130","Mwanza",221,65092,34917.5769015988,34813.0389244793,104.537977119539,140.4999486117,41.6196849443717
"131","Mzimba",30,31467,16957.2061678196,16921.41803765,35.7881301696276,63.6967894736939,14.5892312960338
"132","Mzimba",57,22405,12115.7478413221,12071.0432328164,44.7046085057176,56.0670731750183,18.2226491415353
"133","Mzimba",64,86851,46538.9533428,46365.1038905935,173.849452206527,206.944171219983,68.7150540678389
"134","Mzimba",66,55693,29897.4878949087,29815.2260076835,82.261887225212,117.32701380779,32.8405535119706
"135","Mzimba",123,200635,107308.539121424,106894.774151895,413.764969528659,474.09238324887,162.41326828076
"136","Mzimba",170,178416,95441.9479380739,95066.4499724836,375.497965590268,433.671184794839,147.47313852745
"137","Mzimba",172,100057,53592.107073555,53394.0127015319,198.094372023141,238.622534664623,78.2219314891055
"138","Mzimba",196,64069,34371.1890024776,34276.4395962433,94.7494062343456,136.896694661892,37.7819769922643
"139","Mzimba",199,210743,112706.954259846,112324.989757124,381.964502722384,483.068867139898,150.285208385372
"140","Mzimba",207,103567,55466.7363121751,55289.7207031514,177.015609023689,230.820673934688,70.0275229224642
"141","Mzimba",208,49601,26643.6260230099,26548.6375117344,94.9885112755107,118.452391446424,37.9082102516088
"142","Mzuzu City",5,203815,109006.901160224,108814.007735458,192.893424765792,380.320890784444,77.1014467975838
"143","Neno",31,1,1,1,0,0,0
"144","Neno",130,32254,17377.6234704181,17325.1898301605,52.4336402576191,69.7498213260059,21.1570678871902
"145","Neno",190,37729,20302.2694343696,20240.3272341821,61.9422001874629,82.9904195652272,24.914149236593
"146","Neno",216,35362,19037.8844984762,18978.1163586841,59.7681397920896,79.943781494728,24.0753555987712
"147","Neno",231,57118,30658.6006623523,30571.5319636948,87.0686986574772,124.615236954849,34.8010377808168
"148","Nkhata Bay",32,1,1,1,0,0,0
"149","Nkhata Bay",55,7426,4105.07288150803,4088.1979510401,16.8749304679341,20.8631051389553,7.31376929362876
"150","Nkhata Bay",73,31827,17149.5215463672,17091.1539059633,58.367640403893,75.3827029360186,23.5288326695477
"151","Nkhata Bay",80,1,1,1,0,0,0
"152","Nkhata Bay",82,1,1,1,0,0,0
"153","Nkhata Bay",102,5566,3106.93855691045,3097.85777401348,9.08078289697101,14.474872252869,4.05579932405488
"154","Nkhata Bay",107,20321,11002.1476244976,10967.1073690878,35.0402554098322,46.3688932702639,14.3462524851099
"155","Nkhata Bay",108,1,1,1,0,0,0
"156","Nkhata Bay",132,25445,13740.0262854702,13692.9384332507,47.0878522194673,59.5852908100436,19.103994809531
"157","Nkhata Bay",135,56944,30565.6658246204,30467.4992828566,98.1665417637577,129.152336631975,39.1203938371273
"158","Nkhata Bay",181,13615,7417.59055507988,7386.27843074693,31.3121243329457,36.0647159002903,13.024291305115
"159","Nkhata Bay",183,1,1,1,0,0,0
"160","Nkhata Bay",235,34749,18710.4311496982,18648.5039579653,61.9271917328757,80.1748463028508,24.9105881432256
"161","Nkhotakota",33,37379,20115.3134597302,20059.6613852644,55.6520744658015,81.676157334278,22.4596467585252
"162","Nkhotakota",34,4762,2674.53951324626,2667.06668898081,7.47282426544997,11.9339876258423,3.38438016416308
"163","Nkhotakota",60,26662,14390.2290887592,14346.4354825253,43.793606233878,58.7610144030386,17.7658665776354
"164","Nkhotakota",84,28796,15530.30612476,15481.7262393028,48.5798854572073,63.2973284983778,19.6454534379765
"165","Nkhotakota",94,36676,19739.7906627881,19678.8083647175,60.9822980706154,80.4955488844035,24.5412140510214
"166","Nkhotakota",146,137628,73658.0462843176,73492.3325478691,165.713736448469,268.335453461139,65.8016502868723
"167","Nkhotakota",180,75853,40665.0140893736,40538.5220647979,126.492024575715,162.267369522322,50.1771937544584
"168","Nkhotakota",201,103416,55386.0896005078,55219.4544801561,166.635120351729,217.542359243086,65.9290169503307
"169","Nsanje",28,8422,4638.78857531976,4623.1690182164,15.6195571033632,20.9887386968043,6.71777598468406
"170","Nsanje",35,30549,16466.7999203979,16417.9634766858,48.8364437120676,68.0168398973692,19.7713312721258
"171","Nsanje",71,10263,5624.48153701857,5603.61513970088,20.8663973176945,25.9145562207623,8.83803860416802
"172","Nsanje",76,67203,36045.0671279486,35920.7457677506,124.321360197953,150.979595079255,49.378255058376
"173","Nsanje",120,15455,8401.37322308977,8367.50523882393,33.8679842658434,39.4820942937343,13.9996690393182
"174","Nsanje",179,21112,11424.837396901,11377.5743947319,47.2630021691465,53.9888412656089,19.2673829721504
"175","Nsanje",191,87576,46926.1680538266,46749.7582455779,176.409808248712,202.670378489514,69.7334098698282
"176","Nsanje",212,40275,21662.246162562,21583.1186782119,79.1274843501321,93.3437178533456,31.6736379387667
"177","Nsanje",215,16978,9215.49936001675,9177.43752214474,38.0618378720081,43.839894484707,15.6689500218823
"178","Nsanje",224,5447,3042.98545862284,3033.30458961664,9.68086900620162,14.4360197252373,4.32381201887269
"179","Nsanje",233,51323,27563.3894615141,27459.817998107,103.571463407112,120.023021423499,41.2459602310416
"180","Ntcheu",36,22268,12042.5451872897,12022.5604746351,19.9847126545896,42.7451186187257,8.30200619904837
"181","Ntcheu",43,24610,13293.9008834253,13245.8906681942,48.0102152311253,60.7947928132712,19.5267641589403
"182","Ntcheu",56,160435,85838.7323101683,85548.8166681298,289.915642038491,363.91125021902,114.301462894296
"183","Ntcheu",72,130258,69721.887159254,69456.3381378262,265.549021427791,313.445568297855,104.70927986817
"184","Ntcheu",111,39594,21298.4828133421,21224.8694866437,73.6133266983917,94.8698723421277,29.5498066548701
"185","Ntcheu",166,62432,33496.858483154,33373.8962133024,122.962269851559,150.462204632714,48.9185398139197
"186","Ntcheu",184,37563,20213.6013653085,20153.0978595444,60.503505764096,81.9456963542182,24.3428839310781
"187","Ntcheu",195,76324,40916.5701000047,40809.3659514352,107.204148569522,153.395231078522,42.6696242537974
"188","Ntcheu",217,79638,42686.5560366797,42529.1475569134,157.408479766271,191.782948043717,62.3913102958
"189","Ntcheu",228,83109,44540.3924929777,44386.5145100732,153.877982904544,190.974639015832,61.0084779846467
"190","Ntchisi",37,11814,6454.35768835994,6442.37035805514,11.9873303048003,24.9894603866205,5.11830867561814
"191","Ntchisi",48,95273,51037.0430341895,50880.1025650458,156.940469143723,207.321932622361,62.1710106865749
"192","Ntchisi",101,28307,15269.0668766837,15222.1736867914,46.8931898923187,63.1469343043744,19.0077532958074
"193","Ntchisi",115,41072,22087.9652687861,22020.3766948586,67.5885739274933,88.6036205675366,27.0927686977669
"194","Ntchisi",143,138197,73961.9331634006,73731.2063332248,230.726830175759,305.906382840236,91.1676814016334
"195","Ntchisi",153,22545,12190.5551433301,12149.3243609215,41.230782408584,52.6595202357872,16.8146169672382
"196","Phalombe",38,1,1,1,0,0,0
"197","Phalombe",127,1,1,1,0,0,0
"198","Phalombe",188,322559,172424.80471627,171861.052941954,563.751774315697,703.987446942907,221.592488153563
"199","Phalombe",209,156135,83542.2059911179,83256.9110631152,285.294928002661,346.305195376616,112.423229324578
"200","Rumphi",39,27139,14645.068761314,14614.7262258125,30.3425355014743,54.9082536780355,12.4245778025788
"201","Rumphi",44,3749,2128.29855324692,2120.74955534568,7.54899790123794,11.2329904434534,3.49591773805037
"202","Rumphi",59,13425,7315.98907774906,7291.74371174289,24.2453660061691,32.4515990849526,10.1224422480889
"203","Rumphi",90,18564,10063.1820425398,10031.7352499763,31.4467925634604,43.5165247218651,12.9456489296671
"204","Rumphi",92,29434,15871.1446956672,15821.5071449227,49.6375507444935,66.7792355782288,20.0723223113849
"205","Rumphi",93,32285,17394.185305203,17343.063222576,51.122082627039,72.2445358224267,20.6607884385314
"206","Rumphi",117,93235,49948.5692664148,49794.3429463935,154.226320021297,206.09167459806,61.0952733893144
"207","Rumphi",156,14221,7741.62685070582,7715.78823014717,25.8386205586477,35.192689785626,10.7547808364826
"208","Rumphi",203,10817,5920.95080555482,5898.41726068514,22.5335448696809,29.0838937639534,9.51973056423387
"209","Rumphi",238,1,1,1,0,0,0
"210","Salima",40,41183,22147.2534124604,22104.0575568886,43.1958555717615,80.0514476091935,17.548825166727
"211","Salima",61,24081,13011.2597125186,12966.1858588944,45.0738536241538,55.9793030481752,18.3118384182125
"212","Salima",62,40689,21883.3820951416,21814.0389385777,69.3431565638656,89.1471401023205,27.7987085042041
"213","Salima",88,1,1,1,0,0,0
"214","Salima",95,24316,13136.8191357767,13095.6031666913,41.2159690853807,55.164304610855,16.7890321012481
"215","Salima",152,86326,46258.5573262652,46117.5696867314,140.987639533809,184.650764160496,55.9053092526452
"216","Salima",159,91656,49105.2459729411,48954.6475862546,150.598386686507,197.906024753852,59.6970450271155
"217","Salima",162,15668,8515.24306266776,8491.56989421724,23.6731684505201,34.95595300809,9.8374265573037
"218","Salima",174,70268,37682.0831093711,37574.2597597798,107.823349591345,145.297160376497,42.8907346754823
"219","Salima",213,54300,29153.4638754225,29053.8042876691,99.6595877534491,120.395568422016,39.6703369556992
"220","Salima",226,29673,15998.8239437943,15942.948199387,55.8757444072777,66.9476066751087,22.5374753278451
"221","Thyolo",20,16779,9109.1306987693,9084.29664408035,24.8340546889492,38.3544336812034,10.3096230552522
"222","Thyolo",67,72531,38890.7473678576,38738.1016368381,152.645731019452,182.156575660727,60.5478695526421
"223","Thyolo",75,61921,33223.9313753638,33088.1735101569,135.757865206907,152.28459802457,53.8561389609356
"224","Thyolo",85,76942,41246.643926005,41104.2380676872,142.405858317782,179.078024389679,56.475749369151
"225","Thyolo",105,22823,12339.0965370451,12290.1039857816,48.992551263537,57.3335652441943,19.9336642200556
"226","Thyolo",109,140878,75393.7963483027,75159.2892735288,234.507074773937,314.838160283785,92.6993503977913
"227","Thyolo",112,55804,29956.7776145818,29832.7816643771,123.995950204675,140.400885023929,49.2778037464172
"228","Thyolo",119,170413,91167.7430934366,90853.5257150835,314.217378353148,393.135485913486,123.87040486202
"229","Thyolo",151,76081,40786.7877529689,40626.3868195368,160.40093343214,186.878222681057,63.5152077920655
"230","Thyolo",211,85507,45821.1381742361,45670.9034665376,150.234707698522,200.02377616591,59.598604915547
"231","Thyolo",219,52721,28310.0906351679,28196.2891439965,113.80149117145,128.144911592751,45.2736425040068
"232","Thyolo",234,49050,26349.3217938148,26255.0469845123,94.2748093024695,117.62090949484,37.6492464724828
"233","Thyolo",240,12171,6645.32181543529,6632.6588791141,12.6629363211855,25.9177349739447,5.3929746879796
"234","Zomba",77,207200,110814.733315095,110427.619232951,387.114082144213,476.927566026364,152.340360760926
"235","Zomba",116,88013,47159.5638791637,46980.1209421748,179.442936988891,213.507952530954,71.0171627684425
"236","Zomba",165,111041,59458.4704531892,59267.0604152386,191.410037950579,242.123902902814,75.6886047302086
"237","Zomba",178,68558,36768.7732017579,36654.685841215,114.087360542882,151.600329387701,45.4068298374414
"238","Zomba",193,201558,107801.495830377,107411.935516589,389.5603137876,468.328242226002,153.274408993685
"239","Zomba",202,179254,95889.507069376,95585.4871266499,304.019942726124,387.154977697749,119.876991552114
"240","Zomba",241,7274,4023.58502008674,4013.37937677039,10.2056433163518,16.9365234022532,4.47061447155789
"241","Zomba City",4,134297,71879.0298496347,71753.8927944709,125.137055163758,253.69779836595,50.1930404813386
