"","TA","ID","Population","Incidences","Recovered","Deaths","Peak_Hospital","Peak_Crit"
"1","Balaka",2,34766,26674.1659978822,26624.4707683617,49.6952295205017,199.989537862444,33.0656917484927
"2","Balaka",138,189063,115735.45762042,115310.939589855,424.5180305651,1057.33523652396,268.042086417452
"3","Balaka",220,260230,148815.817228359,148264.640245428,551.176982931362,1328.07138775172,339.238844591255
"4","Blantyre",114,59692,43602.9708683715,43450.5215490052,152.44931936633,416.982015663738,100.202615044672
"5","Blantyre",149,106665,72247.6225479318,72047.8221412694,199.800406662394,641.866220520492,130.539149825752
"6","Blantyre",163,108459,73274.6946971769,73040.167747797,234.526949379925,686.961674319437,152.689055672682
"7","Blantyre",164,51202,37997.729847225,37874.8566137404,122.873233484598,343.576997193042,80.788819405678
"8","Blantyre",169,40760,30881.2546336726,30777.6796310093,103.575002663319,286.448766541779,68.1102188099552
"9","Blantyre",173,34131,26222.8857791011,26138.73024146,84.1555376411102,241.388779139895,55.3662888451052
"10","Blantyre",176,24477,19220.1424625823,19147.5039841312,72.6384784511358,183.019071187957,47.3888477565563
"11","Blantyre",230,90288,62663.7430006786,62461.6236642229,202.119336455719,587.053228935533,132.272295645249
"12","Blantyre City",3,979024,395760.690603141,395082.931316973,677.759286167731,2041.06699375642,347.198394295625
"13","Chikwawa",6,10806,8788.00695209687,8766.67739196707,21.3295601297959,69.6226068097233,13.8160524245267
"14","Chikwawa",7,69743,50049.4815070536,49945.7849938048,103.696513248774,398.026464066732,68.6938324527738
"15","Chikwawa",16,1,1,1,0,0,0
"16","Chikwawa",22,47558,35543.4098923458,35429.7554437501,113.654448595703,326.752138875352,74.8171868756244
"17","Chikwawa",113,129546,85042.2564008946,84778.4928817865,263.763519108128,751.067828711677,170.391360202397
"18","Chikwawa",157,37372,28514.818836962,28430.2689382671,84.5498986948611,246.950151430742,55.6737281549794
"19","Chikwawa",177,95673,65857.8326052283,65623.1577501406,234.674855087724,626.6794985217,153.026937486587
"20","Chikwawa",185,40611,30777.7999027563,30685.903165616,91.8967371403095,271.7722846644,60.5405712727836
"21","Chikwawa",214,228307,134381.66563617,133927.060015229,454.605620941083,1161.78144507702,283.238470457835
"22","Chiradzulu",8,3806,3162.58862605064,3154.99051296032,7.59811309031817,24.663786954297,4.82558610295339
"23","Chiradzulu",125,27860,21705.349621654,21621.905700025,83.4439216289594,211.157149684758,54.5812436311175
"24","Chiradzulu",137,117760,78532.4865485863,78211.459303602,321.027244984296,807.056776778822,207.773762026522
"25","Chiradzulu",168,86460,60366.1325273999,60160.8432899608,205.2892374391,580.355091309227,134.43635455599
"26","Chiradzulu",194,88254,61445.80065321,61227.4522152541,218.34843795588,604.272569404076,142.794870177024
"27","Chiradzulu",210,50615,37604.4164391305,37457.2562321221,147.160207008372,382.507678945976,96.6778986147864
"28","Chiradzulu",218,63598,46131.5688199459,45941.8140229803,189.754796965597,483.085820088626,124.493158103819
"29","Chitipa",9,21215,16789.7618211512,16756.1369615378,33.6248596133948,125.493166599683,22.1335303498509
"30","Chitipa",144,28948,22497.2665145377,22424.6101416714,72.6563728663182,198.316754912174,47.5570134141494
"31","Chitipa",200,107405,72671.888769809,72437.8115299175,234.077239891449,666.42116223301,152.087005301077
"32","Chitipa",205,42023,31755.9581422242,31639.9116130794,116.046529144764,308.735417853175,76.1678981959761
"33","Chitipa",206,29517,22910.0395554008,22832.0723022099,77.9672531908669,204.337380979407,50.9737661561642
"34","Chitipa",222,36875,28165.1788184651,28074.9318378105,90.2469806545763,249.531522278378,59.229839904311
"35","Dedza",10,30623,23709.6672115645,23665.5489694265,44.1182421379806,178.512307152737,29.3238838561804
"36","Dedza",45,31902,24629.9928354922,24529.4989369327,100.493898559518,245.79274337551,65.7317614120254
"37","Dedza",47,92925,64233.3191923416,64000.5338222898,232.785370051766,620.809775485792,151.881829520808
"38","Dedza",63,46478,34810.1635305252,34696.6272479834,113.536282541783,322.28278647661,74.7177889212537
"39","Dedza",136,142408,91966.5786650016,91681.9947137894,284.583951212163,805.337946767034,183.076845095108
"40","Dedza",150,202156,122078.207302218,121650.534141707,427.673160510721,1119.08747877442,268.995709969364
"41","Dedza",154,109044,73608.7592534206,73386.1223596312,222.636893789408,641.725718779726,144.802589950642
"42","Dedza",227,202433,122211.012685803,121816.229238928,394.783446874517,970.994823727865,247.738840284554
"43","Dedza",232,96260,66203.4323147728,65943.228090749,260.204224023777,655.774124795208,169.418152881428
"44","Dowa",11,7260,5965.94248228973,5953.92915181239,12.0133304773414,45.6705130057797,7.75547200796825
"45","Dowa",41,184981,113730.928300378,113371.722644592,359.20565578599,1016.08705942332,227.633066631734
"46","Dowa",65,130321,85464.5744879246,85192.1307038695,272.443784055128,774.896169676431,175.895218061997
"47","Dowa",81,113569,76177.0643626919,75953.2253064468,223.839056245122,676.091272608642,145.602657370821
"48","Dowa",86,51609,38270.0127786716,38162.4637151172,107.549063554372,334.630728658309,70.9618426675199
"49","Dowa",128,125025,82564.5431979126,82278.9519676919,285.591230220649,785.33456953628,184.685202745003
"50","Dowa",131,114142,76500.4085062777,76246.3493325018,254.059173775939,721.967497190907,164.941340717411
"51","Dowa",198,100996,68973.4124412588,68747.0242617512,226.388179507603,653.267634043727,147.600834615145
"52","Karonga",12,61246,44612.6109141008,44517.9776710415,94.6332430593279,358.428423753953,62.776166560578
"53","Karonga",91,29428,22845.5387898054,22778.5117018491,67.0270879562974,193.13541713393,43.9568457396792
"54","Karonga",96,34753,26664.9375170431,26590.942710206,73.9948068371376,223.040988573617,48.683244653254
"55","Karonga",161,92690,64093.854950878,63893.3795920998,200.475358778213,569.780717680117,130.885466490596
"56","Karonga",167,98820,67704.6855017855,67475.1241207026,229.561381082908,634.953337266416,149.578349138669
"57","Karonga",236,78123,55280.8175086275,55107.8364464939,172.981062133638,501.412362751196,113.412683087651
"58","Kasungu",13,59620,43556.0676107433,43488.6224746514,67.4451360919188,323.063018221998,45.1843133912137
"59","Kasungu",14,68484,49252.6184087988,49123.979288438,128.639120360805,415.227580887054,84.7315955723078
"60","Kasungu",49,58040,42524.2172979714,42407.1620471581,117.055250813351,373.609747785478,77.1973000181074
"61","Kasungu",50,9582,7819.92803197029,7789.09099459883,30.837037371458,73.5827996195996,19.728566795218
"62","Kasungu",69,41315,31266.1232180003,31183.8634612246,82.2597567757403,263.863333219875,54.2849386681504
"63","Kasungu",70,47032,35186.6320949915,35072.8709617688,113.761133222749,324.798207047458,74.8064936111261
