"","TA","ID","Population","Incidences","Recovered","Deaths","Peak_Hospital","Peak_Crit"
"1","Balaka",2,34766,23243.8787567848,23200.5743159766,43.3044408081649,109.280108952447,21.6341805467816
"2","Balaka",138,189063,126266.979046331,125803.831415203,463.147631127652,732.948066307726,227.084518444735
"3","Balaka",220,260230,173784.524815152,173140.870004573,643.654810579126,1027.230500998,315.676907479069
"4","Blantyre",114,59692,39886.9118486173,39747.4550159354,139.456832681948,232.845863745687,68.5972131855013
"5","Blantyre",149,106665,71250.4690206018,71053.4262528702,197.042767731599,386.666745150722,97.299347782467
"6","Blantyre",163,108459,72448.3191532401,72216.4371654463,231.881987793842,415.315368073812,114.150177262392
"7","Blantyre",164,51202,34218.1747597469,34107.5234767953,110.651282951577,189.950115104225,54.4577070749598
"8","Blantyre",169,40760,27246.0795854419,27154.6968786324,91.3827068094697,157.099170216781,45.0417686433672
"9","Blantyre",173,34131,22819.882080267,22746.6476016461,73.2344786209468,131.911583360561,36.1813202008699
"10","Blantyre",176,24477,16373.821372791,16311.9399671395,61.881405651474,100.273324181698,30.5159043277027
"11","Blantyre",230,90288,60315.7021901727,60121.1563776832,194.545812489511,343.597194039121,95.7485912660078
"12","Blantyre City",3,979024,653717.077209008,652597.555436595,1119.5217724126,3080.841585798,558.712768077646
"13","Chikwawa",6,10806,7245.10280141349,7227.51805736167,17.5847440518209,38.5838623825447,8.81698892373359
"14","Chikwawa",7,69743,46597.9099112496,46501.3646458538,96.5452653958283,225.372956729662,47.9124948700962
"15","Chikwawa",16,1,1,1,0,0,0
"16","Chikwawa",22,47558,31785.0898499841,31683.4530995658,101.636750418252,179.892181665064,50.0851292158318
"17","Chikwawa",113,129546,86527.9637886732,86259.5922863732,268.371502299998,470.480043655402,131.917877704519
"18","Chikwawa",157,37372,24983.9116159217,24909.8312888509,74.0803270707596,135.119093719441,36.5921975982912
"19","Chikwawa",177,95673,63911.2132285819,63683.4748874979,227.738341083974,370.056553733727,111.842912154721
"20","Chikwawa",185,40611,27146.6019866647,27065.5473290101,81.0546576546057,149.043136833835,40.0271079009291
"21","Chikwawa",214,228307,152469.811422181,151954.01468786,515.796734321149,857.398383766294,253.157258770368
"22","Chiradzulu",8,3806,2569.15696534104,2562.98457072681,6.17239461423016,14.1727533319531,3.15595865613431
"23","Chiradzulu",125,27860,18632.6987548338,18561.0673171067,71.6314377271081,115.465090696949,35.3157608039896
"24","Chiradzulu",137,117760,78658.5280805175,78336.9856276704,321.542452847122,495.586674166781,157.740567681743
"25","Chiradzulu",168,86460,57759.7577892164,57563.332156592,196.425632624447,337.535662887081,96.6880535303098
"26","Chiradzulu",194,88254,58957.5925180496,58748.0859748961,209.506543153532,352.504163017283,103.00207871812
"27","Chiradzulu",210,50615,33826.2385284951,33693.8637577253,132.374770769767,211.296925136489,65.1096124917983
