UID,Lvl1,Lvl2,Lvl3,Lvl4,Hospitalization,Critical Care,Crit of Hosp,CFR,CFR of Crit,CFR of Hosp,Population,Code
84,Sub-Saharan Africa,Malawi,Nkhotakota,TA Mphonde,0.028765203,0.005331077,0.185330777,0.003148713,0.590633598,0.109462583,36242.98279,MW20204
85,Sub-Saharan Africa,Malawi,Thyolo,TA Mphuka,0.0314485,0.005905364,0.187778885,0.003487477,0.590560892,0.110894866,82409.19747,MW30705
86,Sub-Saharan Africa,Malawi,Dowa,TA Mponela,0.028800394,0.004779067,0.165937539,0.002811434,0.588281075,0.097617914,78561.85357,MW20407
87,Sub-Saharan Africa,Malawi,Machinga,TA Mposa,0.029030249,0.005370219,0.184987009,0.003166862,0.589708212,0.109088358,30122.43266,MW30205
88,Sub-Saharan Africa,Malawi,Salima,TA Msosa,0.028717806,0.005160294,0.179689685,0.003043317,0.589756558,0.10597317,7393.146243,MW20510
89,Sub-Saharan Africa,Malawi,Lilongwe,TA Mtema,0.03004992,0.005450436,0.181379399,0.00321554,0.589960148,0.107006617,77593.50562,MW20609
90,Sub-Saharan Africa,Malawi,Rumphi,TA Mwahenga,0.029965698,0.005377817,0.179465755,0.003171621,0.589760067,0.105841736,16175.0506,MW10403
91,Sub-Saharan Africa,Malawi,Karonga,TA Mwakaboko,0.028798725,0.005101145,0.177130923,0.003008474,0.589764488,0.104465528,24485.11887,MW10202
92,Sub-Saharan Africa,Malawi,Rumphi,TA Mwalweni,0.029624674,0.005298247,0.178845762,0.0031275,0.590289532,0.105570781,21256.82915,MW10404
93,Sub-Saharan Africa,Malawi,Rumphi,TA Mwankhunikira,0.029474317,0.005098424,0.172978518,0.003004611,0.589321484,0.101939957,30476.27673,MW10407
94,Sub-Saharan Africa,Malawi,Nkhotakota,TA Mwansambo,0.029030919,0.00525982,0.181179931,0.003101387,0.58963757,0.106830494,35720.17519,MW20206
95,Sub-Saharan Africa,Malawi,Salima,TA Mwanza,0.02941966,0.005383156,0.182978194,0.003174712,0.58974912,0.107911229,40168.71759,MW20508
96,Sub-Saharan Africa,Malawi,Karonga,TA Mwirang'ombe,0.028206265,0.004820374,0.170897262,0.002840774,0.589326438,0.100714275,42130.0895,MW10205
97,Sub-Saharan Africa,Malawi,Mangochi,TA Namabvi,0.029316151,0.005711831,0.194835643,0.003375305,0.590932181,0.115134651,37972.50264,MW30109
98,Sub-Saharan Africa,Malawi,Machinga,TA Ngokwe,0.026922816,0.004805397,0.178487908,0.002833425,0.589633892,0.10524252,35668.86412,MW30208
99,Sub-Saharan Africa,Malawi,Lilongwe,TA Njewa,0.027881002,0.004410398,0.158186492,0.002591803,0.587657466,0.092959473,50564.00793,MW20613
100,Sub-Saharan Africa,Malawi,Kasungu,TA Njombwa,0.028417338,0.004617895,0.162502736,0.002717046,0.588373187,0.095612253,67366.2561,MW20108
101,Sub-Saharan Africa,Malawi,Ntchisi,TA Nthondo,0.029367167,0.005348987,0.182141758,0.003155124,0.58985449,0.107437134,28838.76381,MW20303
102,Sub-Saharan Africa,Malawi,Nkhata Bay,STA Nyaluwanga,0.028797823,0.004956954,0.172129469,0.002922769,0.589629969,0.101492693,11007.0091,MW10310
103,Sub-Saharan Africa,Malawi,Kasungu,TA Simlemba,0.030104932,0.005368331,0.178320663,0.003167904,0.590109659,0.105228745,39647.34765,MW20102
104,Sub-Saharan Africa,Malawi,Machinga,TA Sitola,0.030035635,0.005909437,0.19674752,0.003491979,0.590915791,0.116261217,52182.19745,MW30202
105,Sub-Saharan Africa,Malawi,Thyolo,STA Thukuta,0.032352175,0.006671915,0.206227707,0.003947618,0.591676926,0.122020176,23217.67516,MW30702
106,Sub-Saharan Africa,Malawi,Lilongwe,TA Tsabango,0.025915947,0.003602063,0.138990206,0.00210655,0.584817709,0.081283934,73435.91209,MW20611
107,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Zilakoma,0.029312522,0.005467701,0.18653125,0.003229638,0.590675574,0.110179453,12872.82739,MW10305
108,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Boghoyo,0.030779668,0.005938148,0.192924355,0.00351054,0.591184398,0.114053869,1134.188416,MW10313
109,Sub-Saharan Africa,Malawi,Thyolo,TA Bvumbwe,0.030432409,0.005344795,0.175628393,0.003149176,0.589204284,0.103481001,126405.4762,MW30710
110,Sub-Saharan Africa,Malawi,Lilongwe,TA Chadza,0.030697121,0.00577322,0.188070392,0.003409322,0.590540822,0.111063244,175833.45,MW20601
111,Sub-Saharan Africa,Malawi,Ntcheu,TA Chakhumbira,0.031786321,0.0059677,0.187744275,0.003522263,0.590221168,0.110810645,33121.27754,MW20907
112,Sub-Saharan Africa,Malawi,Thyolo,TA Changata,0.033697987,0.007068225,0.209752151,0.00418414,0.591964744,0.124165878,55182.59931,MW30704
113,Sub-Saharan Africa,Malawi,Chikwawa,TA Chapananga,0.029433779,0.005402713,0.183554864,0.003188626,0.590189678,0.108332186,133729.5536,MW31003
114,Sub-Saharan Africa,Malawi,Blantyre,TA Chigaru,0.031379389,0.006033202,0.192266402,0.003563132,0.590587265,0.113550088,54548.75617,MW30503
115,Sub-Saharan Africa,Malawi,Ntchisi,TA Chikho,0.028778385,0.005297773,0.184088623,0.003128463,0.590524108,0.10870877,41627.78762,MW20302
116,Sub-Saharan Africa,Malawi,Zomba,TA Chikowi,0.032881284,0.00657616,0.199997064,0.003886137,0.590943117,0.118186888,79783.48698,MW30304
117,Sub-Saharan Africa,Malawi,Rumphi,TA Chikulamayembe,0.029806103,0.005234268,0.175610608,0.003086956,0.589758837,0.103567908,87018.34425,MW10401
118,Sub-Saharan Africa,Malawi,Mulanje,TA Chikumbu,0.03323442,0.006752675,0.203183163,0.003990353,0.590929317,0.120066887,92019.9381,MW30803
119,Sub-Saharan Africa,Malawi,Thyolo,TA Chimaliro,0.031440269,0.005871417,0.186748301,0.003463834,0.589948655,0.110171909,168982.1885,MW30709
120,Sub-Saharan Africa,Malawi,Nsanje,TA Chimombo,0.032171724,0.006876375,0.213739707,0.004072976,0.592314469,0.126601121,13151.08705,MW31102
121,Sub-Saharan Africa,Malawi,Lilongwe,TA Chimutu,0.031179986,0.005651248,0.181245997,0.003332558,0.589703131,0.106881332,138622.9816,MW20607
122,Sub-Saharan Africa,Malawi,Mangochi,TA Chimwala,0.029268275,0.005532421,0.189024488,0.003266513,0.590431089,0.111605934,153855.3728,MW30102
123,Sub-Saharan Africa,Malawi,Mzimba,TA Chindi,0.032194581,0.006590105,0.204696089,0.003901843,0.592075956,0.121195632,193821.6726,MW10505
124,Sub-Saharan Africa,Malawi,Lilongwe,TA Chiseka,0.030057507,0.005556879,0.184874911,0.003278923,0.59006557,0.10908832,333454.3034,MW20603
125,Sub-Saharan Africa,Malawi,Chiradzulu,TA Chitera,0.033284376,0.006649418,0.199775957,0.003930318,0.591077056,0.118082985,23022.41322,MW30405
126,Sub-Saharan Africa,Malawi,Lilongwe,TA Chitukula,0.030863409,0.005667614,0.183635379,0.003345328,0.590253308,0.10839139,40030.47629,MW20608
127,Sub-Saharan Africa,Malawi,Phalombe,TA Chiwalo,0.030049555,0.00572242,0.19043276,0.003377789,0.59027287,0.112407292,46923.20456,MW30903
128,Sub-Saharan Africa,Malawi,Dowa,TA Chiwere,0.031524631,0.005909201,0.187447122,0.003488781,0.590398064,0.110668418,117028.1731,MW20404
129,Sub-Saharan Africa,Malawi,Kasungu,TA Chulu,0.029559966,0.00521056,0.176270845,0.003073018,0.589767371,0.103958793,89251.08379,MW20110
130,Sub-Saharan Africa,Malawi,Neno,TA Dambe,0.028467097,0.005126612,0.180089027,0.003024971,0.590052681,0.106262013,34861.07762,MW31301
131,Sub-Saharan Africa,Malawi,Dowa,TA Dzoole,0.031248321,0.00577698,0.184873296,0.003409918,0.590259662,0.109123249,116322.2876,MW20401
132,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Fukamapiri,0.030425493,0.00585653,0.19248758,0.003461948,0.591126189,0.113784449,23297.87996,MW10302
133,Sub-Saharan Africa,Malawi,Mangochi,TA Jalasi,0.031112807,0.006485645,0.208455814,0.003839608,0.592016305,0.123409241,103506.0869,MW30104
134,Sub-Saharan Africa,Malawi,Lilongwe,TA Kabudula,0.030144191,0.005462544,0.181213812,0.003223962,0.590194264,0.106951352,173614.5553,MW20615
135,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Kabunduli,0.030424835,0.005506715,0.18099408,0.003250569,0.590291844,0.106839329,52918.63185,MW10301
136,Sub-Saharan Africa,Malawi,Dedza,TA Kachindamoto,0.029150188,0.005246084,0.179967423,0.003093874,0.58974924,0.106135651,137041.4072,MW20807
137,Sub-Saharan Africa,Malawi,Chiradzulu,TA Kadewere,0.033975467,0.006967205,0.205065759,0.004119581,0.591281727,0.121251636,104595.7659,MW30403
138,Sub-Saharan Africa,Malawi,Balaka,TA Kalembo,0.031270046,0.006255386,0.20004404,0.003698309,0.591219898,0.118270017,179251.2618,MW31204
139,Sub-Saharan Africa,Malawi,Lilongwe,TA Kalolo,0.030485712,0.005649818,0.185326768,0.00333551,0.590374765,0.109412247,206410.25,MW20602
140,Sub-Saharan Africa,Malawi,Kasungu,TA Kaluluma,0.031260213,0.005746992,0.183843658,0.003393959,0.590562762,0.108571219,71351.49959,MW20101
141,Sub-Saharan Africa,Malawi,Lilongwe,TA Kalumba,0.026687418,0.004081418,0.152934174,0.002394717,0.586736481,0.089732059,36369.02142,MW20612
142,Sub-Saharan Africa,Malawi,Lilongwe,TA Kalumbu,0.032507636,0.006537207,0.201097594,0.003866036,0.591389474,0.118927,83525.78922,MW20610
143,Sub-Saharan Africa,Malawi,Ntchisi,TA Kalumo,0.030105176,0.005354365,0.17785529,0.003156506,0.589520113,0.104849271,133407.2835,MW20304
144,Sub-Saharan Africa,Malawi,Chitipa,TA Kameme,0.030194206,0.005614238,0.185937585,0.003317298,0.590872368,0.109865381,27441.10852,MW10105
145,Sub-Saharan Africa,Malawi,Mwanza,TA Kanduku,0.029249763,0.005307466,0.181453286,0.003130704,0.589868,0.107033487,61661.9392,MW30601
146,Sub-Saharan Africa,Malawi,Nkhotakota,TA Kanyenda,0.026630917,0.003960593,0.148721619,0.002324056,0.586795029,0.087269107,109421.3435,MW20201
147,Sub-Saharan Africa,Malawi,Kasungu,TA Kaomba,0.029887348,0.005137641,0.171900184,0.003025385,0.588866691,0.101226292,57557.30879,MW20105
148,Sub-Saharan Africa,Malawi,Kasungu,TA Kapelula,0.027857499,0.004594285,0.16492093,0.002704229,0.588607291,0.097073662,75132.45074,MW20113
149,Sub-Saharan Africa,Malawi,Blantyre,TA Kapeni,0.029374543,0.004850852,0.165137952,0.002851337,0.587801228,0.097068291,105171.5563,MW30501
150,Sub-Saharan Africa,Malawi,Dedza,TA Kaphuka,0.031717015,0.006037609,0.19035866,0.003566214,0.590666708,0.112438523,184662.9236,MW20803
151,Sub-Saharan Africa,Malawi,Thyolo,TA Kapichi,0.033075543,0.006643797,0.200867364,0.003929679,0.591480865,0.118809202,70462.1685,MW30707
152,Sub-Saharan Africa,Malawi,Salima,TA Karonga,0.028870949,0.005192202,0.17984176,0.003061859,0.589703402,0.106053298,79268.25666,MW20502
153,Sub-Saharan Africa,Malawi,Ntchisi,TA Kasakula,0.03009602,0.005718871,0.190020832,0.003377823,0.590645041,0.112234862,22903.6835,MW20301
154,Sub-Saharan Africa,Malawi,Dedza,TA Kasumbu,0.028792335,0.005213035,0.181056334,0.003074862,0.589841164,0.106794479,100114.5045,MW20806
155,Sub-Saharan Africa,Malawi,Mangochi,TA Katuli,0.030044212,0.005873567,0.195497443,0.003473036,0.591299286,0.115597499,57725.91207,MW30107
156,Sub-Saharan Africa,Malawi,Rumphi,TA Katumbi,0.03110044,0.005831921,0.187518909,0.00344627,0.59093219,0.11081096,19534.81318,MW10408
157,Sub-Saharan Africa,Malawi,Chikwawa,TA Katunga,0.028885365,0.005034699,0.174299315,0.002964715,0.588856413,0.102637269,40760.76933,MW31005
158,Sub-Saharan Africa,Malawi,Machinga,TA Kawinga,0.029535715,0.005832715,0.197480067,0.003448092,0.591164159,0.116743138,174476.9205,MW30203
