adm_id,name,country,level,adm2,adm1,city,adm_area,day_n1,date_n1,day_n2,date_n2,day_n5,date_n5,day_n10,date_n10,day_n25,date_n25,day_n50,date_n50,day_n100,date_n100,day_n250,date_n250,day_n1000,date_n1000
21049,Area 19,mw,3,Lilongwe City,Central,Lilongwe City,0.303426089329289,26.0,2020-03-29,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,46.0,2020-04-18
21050,Area 20,mw,3,Lilongwe City,Central,Lilongwe City,1.238718802743661,25.0,2020-03-28,27.0,2020-03-30,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,45.0,2020-04-17
21051,Area 21,mw,3,Lilongwe City,Central,Lilongwe City,4.174842028769873,22.0,2020-03-25,24.0,2020-03-27,27.0,2020-03-30,28.0,2020-03-31,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,41.0,2020-04-13
21052,Area 22,mw,3,Lilongwe City,Central,Lilongwe City,3.516041362541212,23.0,2020-03-26,24.0,2020-03-27,27.0,2020-03-30,29.0,2020-04-01,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,41.0,2020-04-13
21053,Area 23,mw,3,Lilongwe City,Central,Lilongwe City,5.304887006893349,22.0,2020-03-25,24.0,2020-03-27,26.0,2020-03-29,28.0,2020-03-31,31.0,2020-04-03,32.0,2020-04-04,34.0,2020-04-06,37.0,2020-04-09,41.0,2020-04-13
21054,Area 24,mw,3,Lilongwe City,Central,Lilongwe City,3.20776750121893,24.0,2020-03-27,26.0,2020-03-29,28.0,2020-03-31,30.0,2020-04-02,33.0,2020-04-05,35.0,2020-04-07,36.0,2020-04-08,39.0,2020-04-11,43.0,2020-04-15
21055,Area 25,mw,3,Lilongwe City,Central,Lilongwe City,24.167227690519876,19.0,2020-03-22,21.0,2020-03-24,24.0,2020-03-27,26.0,2020-03-29,29.0,2020-04-01,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,39.0,2020-04-11
21056,Area 26,mw,3,Lilongwe City,Central,Lilongwe City,11.095103229301394,25.0,2020-03-28,27.0,2020-03-30,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,46.0,2020-04-18
21057,Area 27,mw,3,Lilongwe City,Central,Lilongwe City,6.040245381489956,26.0,2020-03-29,28.0,2020-03-31,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,50.0,2020-04-22
21058,Area 28,mw,3,Lilongwe City,Central,Lilongwe City,1.837816828815434,26.0,2020-03-29,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,47.0,2020-04-19
21059,Area 29,mw,3,Lilongwe City,Central,Lilongwe City,2.701583124252739,23.0,2020-03-26,25.0,2020-03-28,27.0,2020-03-30,29.0,2020-04-01,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,39.0,2020-04-11,47.0,2020-04-19
21060,Area 30,mw,3,Lilongwe City,Central,Lilongwe City,3.018424251966864,26.0,2020-03-29,27.0,2020-03-30,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,46.0,2020-04-18
21061,Area 31,mw,3,Lilongwe City,Central,Lilongwe City,0.613597322570536,28.0,2020-03-31,29.0,2020-04-01,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,43.0,2020-04-15,48.0,2020-04-20
21062,Area 32,mw,3,Lilongwe City,Central,Lilongwe City,2.060428370182743,26.0,2020-03-29,27.0,2020-03-30,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,,
21063,Area 33,mw,3,Lilongwe City,Central,Lilongwe City,2.922935445927517,25.0,2020-03-28,27.0,2020-03-30,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,45.0,2020-04-17
21064,Area 34,mw,3,Lilongwe City,Central,Lilongwe City,2.316641698508435,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,,
21065,Area 35,mw,3,Lilongwe City,Central,Lilongwe City,7.751561166411761,26.0,2020-03-29,27.0,2020-03-30,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,45.0,2020-04-17
21066,Area 36,mw,3,Lilongwe City,Central,Lilongwe City,9.857435992190943,21.0,2020-03-24,23.0,2020-03-26,25.0,2020-03-28,27.0,2020-03-30,29.0,2020-04-01,31.0,2020-04-03,33.0,2020-04-05,36.0,2020-04-08,40.0,2020-04-12
21067,Area 37,mw,3,Lilongwe City,Central,Lilongwe City,2.022243595909246,24.0,2020-03-27,26.0,2020-03-29,29.0,2020-04-01,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,44.0,2020-04-16
21068,Area 38,mw,3,Lilongwe City,Central,Lilongwe City,9.315479677726165,26.0,2020-03-29,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,45.0,2020-04-17
21069,Area 39,mw,3,Lilongwe City,Central,Lilongwe City,3.636551528537749,26.0,2020-03-29,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,58.0,2020-04-30
21070,Area 40,mw,3,Lilongwe City,Central,Lilongwe City,0.42445637036787,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,77.0,2020-05-19,,,,,,,,
21071,Area 41,mw,3,Lilongwe City,Central,Lilongwe City,2.317837697019185,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,52.0,2020-04-24
21072,Area 42,mw,3,Lilongwe City,Central,Lilongwe City,0.303866447304684,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,,
21073,Area 43,mw,3,Lilongwe City,Central,Lilongwe City,11.818831157998293,24.0,2020-03-27,26.0,2020-03-29,28.0,2020-03-31,30.0,2020-04-02,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,44.0,2020-04-16
21074,Area 44,mw,3,Lilongwe City,Central,Lilongwe City,36.60060220914921,24.0,2020-03-27,25.0,2020-03-28,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,39.0,2020-04-11,43.0,2020-04-15
21075,Area 45,mw,3,Lilongwe City,Central,Lilongwe City,13.748125519401208,25.0,2020-03-28,27.0,2020-03-30,29.0,2020-04-01,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,44.0,2020-04-16
21076,Area 46,mw,3,Lilongwe City,Central,Lilongwe City,10.995752328776465,26.0,2020-03-29,28.0,2020-03-31,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,46.0,2020-04-18
21077,Area 47,mw,3,Lilongwe City,Central,Lilongwe City,11.318907374308754,21.0,2020-03-24,23.0,2020-03-26,26.0,2020-03-29,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,37.0,2020-04-09,41.0,2020-04-13
21078,Area 48,mw,3,Lilongwe City,Central,Lilongwe City,0.935575664563089,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,48.0,2020-04-20,,
21079,Area 49,mw,3,Lilongwe City,Central,Lilongwe City,12.80883850770915,20.0,2020-03-23,22.0,2020-03-25,25.0,2020-03-28,27.0,2020-03-30,29.0,2020-04-01,31.0,2020-04-03,33.0,2020-04-05,36.0,2020-04-08,39.0,2020-04-11
21080,Area 50,mw,3,Lilongwe City,Central,Lilongwe City,7.6409722273837,21.0,2020-03-24,23.0,2020-03-26,26.0,2020-03-29,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,37.0,2020-04-09,41.0,2020-04-13
21081,Area 51,mw,3,Lilongwe City,Central,Lilongwe City,2.381298931571286,23.0,2020-03-26,25.0,2020-03-28,28.0,2020-03-31,30.0,2020-04-02,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,44.0,2020-04-16
21082,Area 52,mw,3,Lilongwe City,Central,Lilongwe City,24.730031066775272,29.0,2020-04-01,31.0,2020-04-03,34.0,2020-04-06,36.0,2020-04-08,39.0,2020-04-11,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,52.0,2020-04-24
21083,Area 53,mw,3,Lilongwe City,Central,Lilongwe City,14.781635672951955,26.0,2020-03-29,28.0,2020-03-31,31.0,2020-04-03,33.0,2020-04-05,36.0,2020-04-08,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,49.0,2020-04-21
21084,Area 54,mw,3,Lilongwe City,Central,Lilongwe City,17.57150354971559,27.0,2020-03-30,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,45.0,2020-04-17,49.0,2020-04-21
21085,Area 55,mw,3,Lilongwe City,Central,Lilongwe City,54.967500124325056,25.0,2020-03-28,27.0,2020-03-30,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,46.0,2020-04-18
21086,Area 56,mw,3,Lilongwe City,Central,Lilongwe City,8.992734521358852,22.0,2020-03-25,24.0,2020-03-27,26.0,2020-03-29,28.0,2020-03-31,31.0,2020-04-03,32.0,2020-04-04,34.0,2020-04-06,37.0,2020-04-09,41.0,2020-04-13
21087,Area 57,mw,3,Lilongwe City,Central,Lilongwe City,7.825778767942547,23.0,2020-03-26,25.0,2020-03-28,27.0,2020-03-30,29.0,2020-04-01,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,42.0,2020-04-14
21088,Area 58,mw,3,Lilongwe City,Central,Lilongwe City,22.869927569484133,26.0,2020-03-29,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,37.0,2020-04-09,38.0,2020-04-10,41.0,2020-04-13,45.0,2020-04-17
30101,TA Mponda,mw,3,Mangochi,Southern,,731.8780280067188,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,53.0,2020-04-25
30102,TA Chimwala,mw,3,Mangochi,Southern,,459.99908820253626,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,52.0,2020-04-24,57.0,2020-04-29
30103,TA Chilipa,mw,3,Mangochi,Southern,,190.0523402259614,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,54.0,2020-04-26,59.0,2020-05-01
30104,TA Nankumba,mw,3,Mangochi,Southern,,1202.6965471367055,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,55.0,2020-04-27
30105,TA Jalasi,mw,3,Mangochi,Southern,,560.2784205683997,42.0,2020-04-14,43.0,2020-04-15,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,53.0,2020-04-25,55.0,2020-04-27,58.0,2020-04-30,63.0,2020-05-05
30106,TA Mbwana Nyambi,mw,3,Mangochi,Southern,,786.2412420928225,40.0,2020-04-12,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,52.0,2020-04-24,55.0,2020-04-27,58.0,2020-04-30,63.0,2020-05-05
30107,TA Chowe,mw,3,Mangochi,Southern,,453.1787563840382,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,52.0,2020-04-24,56.0,2020-04-28
30108,TA Katuli,mw,3,Mangochi,Southern,,439.6304158150688,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,54.0,2020-04-26,56.0,2020-04-28,59.0,2020-05-01,62.0,2020-05-04,68.0,2020-05-10
30109,TA Makanjila,mw,3,Mangochi,Southern,,426.11751004054946,44.0,2020-04-16,46.0,2020-04-18,49.0,2020-04-21,51.0,2020-04-23,54.0,2020-04-26,56.0,2020-04-28,59.0,2020-05-01,62.0,2020-05-04,67.0,2020-05-09
30110,STA Lulanga,mw,3,Mangochi,Southern,,297.67421644584465,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,46.0,2020-04-18,49.0,2020-04-21,51.0,2020-04-23,54.0,2020-04-26,57.0,2020-04-29,63.0,2020-05-05
30111,TA Namabvi,mw,3,Mangochi,Southern,,381.79493454515193,43.0,2020-04-15,45.0,2020-04-17,48.0,2020-04-20,50.0,2020-04-22,53.0,2020-04-25,55.0,2020-04-27,57.0,2020-04-29,60.0,2020-05-02,66.0,2020-05-08
30112,Lake Malawi National Park,mw,3,Mangochi,Southern,,54.29502358699941,44.0,2020-04-16,46.0,2020-04-18,49.0,2020-04-21,52.0,2020-04-24,55.0,2020-04-27,57.0,2020-04-29,60.0,2020-05-02,64.0,2020-05-06,70.0,2020-05-12
30113,STA Ntonda,mw,3,Mangochi,Southern,,239.5909731168029,40.0,2020-04-12,42.0,2020-04-14,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,52.0,2020-04-24,54.0,2020-04-26,57.0,2020-04-29,62.0,2020-05-04
30114,STA Chiunda,mw,3,Mangochi,Southern,,178.50919816293327,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,52.0,2020-04-24,55.0,2020-04-27,57.0,2020-04-29,60.0,2020-05-02,66.0,2020-05-08
30120,Mangochi Town,mw,3,Mangochi,Southern,,11.284484288730242,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,43.0,2020-04-15,45.0,2020-04-17,48.0,2020-04-20,53.0,2020-04-25
30121,Monkey Bay Urban,mw,3,Mangochi,Southern,,10.698760011184154,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,53.0,2020-04-25,55.0,2020-04-27,58.0,2020-04-30,63.0,2020-05-05
30199,Lake Malombe,mw,3,Mangochi,Southern,,323.62431770613085,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,49.0,2020-04-21,52.0,2020-04-24,54.0,2020-04-26,56.0,2020-04-28,59.0,2020-05-01,65.0,2020-05-07
30201,TA Liwonde,mw,3,Machinga,Southern,,301.0208747930842,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,54.0,2020-04-26,59.0,2020-05-01
30202,STA Nsanama,mw,3,Machinga,Southern,,151.2512609636542,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,53.0,2020-04-25,58.0,2020-04-30
30203,TA Sitola,mw,3,Machinga,Southern,,210.02602876718478,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,56.0,2020-04-28
30204,TA Nkula,mw,3,Machinga,Southern,,117.883409025036,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,56.0,2020-04-28
30205,STA Nchinguza,mw,3,Machinga,Southern,,425.5556027412235,38.0,2020-04-10,40.0,2020-04-12,43.0,2020-04-15,46.0,2020-04-18,49.0,2020-04-21,52.0,2020-04-24,54.0,2020-04-26,58.0,2020-04-30,64.0,2020-05-06
30206,TA Kawinga,mw,3,Machinga,Southern,,268.09057156519526,35.0,2020-04-07,38.0,2020-04-10,40.0,2020-04-12,43.0,2020-04-15,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,54.0,2020-04-26,59.0,2020-05-01
30207,TA Nkoola,mw,3,Machinga,Southern,,159.85788939528217,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,47.0,2020-04-19,50.0,2020-04-22,52.0,2020-04-24,55.0,2020-04-27,59.0,2020-05-01,65.0,2020-05-07
30208,TA Chamba,mw,3,Machinga,Southern,,112.91615641265543,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,53.0,2020-04-25,58.0,2020-04-30
30209,TA Mposa,mw,3,Machinga,Southern,,181.496809194286,40.0,2020-04-12,42.0,2020-04-14,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,53.0,2020-04-25,56.0,2020-04-28,61.0,2020-05-03
30210,TA Mlomba,mw,3,Machinga,Southern,,292.19379530063964,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,53.0,2020-04-25,57.0,2020-04-29
30211,TA Chikweo,mw,3,Machinga,Southern,,332.61394580389964,38.0,2020-04-10,40.0,2020-04-12,43.0,2020-04-15,46.0,2020-04-18,49.0,2020-04-21,52.0,2020-04-24,54.0,2020-04-26,58.0,2020-04-30,64.0,2020-05-06
30212,TA Ngokwe,mw,3,Machinga,Southern,,155.85036497106495,45.0,2020-04-17,47.0,2020-04-19,51.0,2020-04-23,54.0,2020-04-26,57.0,2020-04-29,60.0,2020-05-02,64.0,2020-05-06,68.0,2020-05-10,76.0,2020-05-18
30213,TA Chiwalo,mw,3,Machinga,Southern,,40.16631841419089,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,52.0,2020-04-24,55.0,2020-04-27,58.0,2020-04-30,61.0,2020-05-03,64.0,2020-05-06,71.0,2020-05-13
30214,TA Kapoloma,mw,3,Machinga,Southern,,29.89668725285855,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,53.0,2020-04-25,56.0,2020-04-28,58.0,2020-04-30,61.0,2020-05-03,65.0,2020-05-07,71.0,2020-05-13
30215,TA Nyambi,mw,3,Machinga,Southern,,240.50705393947274,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,49.0,2020-04-21,52.0,2020-04-24,55.0,2020-04-27,57.0,2020-04-29,61.0,2020-05-03,67.0,2020-05-09
30216,STA Chesale,mw,3,Machinga,Southern,,109.9064318070803,48.0,2020-04-20,51.0,2020-04-23,55.0,2020-04-27,58.0,2020-04-30,62.0,2020-05-04,65.0,2020-05-07,68.0,2020-05-10,73.0,2020-05-15,82.0,2020-05-24
30217,Liwonde National Park,mw,3,Machinga,Southern,,425.3029773155878,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,53.0,2020-04-25,56.0,2020-04-28,61.0,2020-05-03
30220,Machinga Boma,mw,3,Machinga,Southern,,2.406639351231816,44.0,2020-04-16,46.0,2020-04-18,49.0,2020-04-21,51.0,2020-04-23,54.0,2020-04-26,57.0,2020-04-29,59.0,2020-05-01,63.0,2020-05-05,72.0,2020-05-14
30221,Liwonde Town,mw,3,Machinga,Southern,,30.769954962655284,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,53.0,2020-04-25
30301,TA Kuntumanji,mw,3,Zomba,Southern,,159.40324998068348,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,45.0,2020-04-17,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,55.0,2020-04-27
30302,TA Mwambo,mw,3,Zomba,Southern,,424.8154946745578,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,53.0,2020-04-25
30303,TA Mkumbira,mw,3,Zomba,Southern,,49.52944293852585,47.0,2020-04-19,48.0,2020-04-20,51.0,2020-04-23,53.0,2020-04-25,56.0,2020-04-28,58.0,2020-04-30,61.0,2020-05-03,64.0,2020-05-06,71.0,2020-05-13
30304,TA Chikowi,mw,3,Zomba,Southern,,177.61065318873065,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,52.0,2020-04-24
30305,TA Mbiza,mw,3,Zomba,Southern,,214.28158191924632,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,55.0,2020-04-27
30306,TA Malemia,mw,3,Zomba,Southern,,292.74220249970756,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,51.0,2020-04-23
30307,TA Mlumbe,mw,3,Zomba,Southern,,492.9829805380092,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,51.0,2020-04-23
30308,STA Nkagula,mw,3,Zomba,Southern,,138.50222748728945,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,54.0,2020-04-26
30309,STA Ntholowa,mw,3,Zomba,Southern,,125.86049537142927,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,55.0,2020-04-27
30310,STA Ngwelero,mw,3,Zomba,Southern,,117.87721050988247,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,52.0,2020-04-24,54.0,2020-04-26,59.0,2020-05-01
30311,STA Nkapita,mw,3,Zomba,Southern,,174.311254184022,34.0,2020-04-06,36.0,2020-04-08,39.0,2020-04-11,40.0,2020-04-12,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,53.0,2020-04-25
30401,TA Mpama,mw,3,Chiradzulu,Southern,,116.70073987401274,33.0,2020-04-05,34.0,2020-04-06,37.0,2020-04-09,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,50.0,2020-04-22
30402,TA Likoswe,mw,3,Chiradzulu,Southern,,112.12966821381916,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,37.0,2020-04-09,40.0,2020-04-12,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,49.0,2020-04-21
30403,TA Kadewere,mw,3,Chiradzulu,Southern,,118.49884374232441,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,53.0,2020-04-25
30404,TA Nkalo,mw,3,Chiradzulu,Southern,,131.23351341714715,37.0,2020-04-09,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,55.0,2020-04-27
30405,TA Chitera,mw,3,Chiradzulu,Southern,,61.57909856375864,36.0,2020-04-08,37.0,2020-04-09,40.0,2020-04-12,41.0,2020-04-13,44.0,2020-04-16,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,54.0,2020-04-26
30406,TA Nchema,mw,3,Chiradzulu,Southern,,45.10117701275106,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,52.0,2020-04-24,57.0,2020-04-29
30407,STA Mpunga,mw,3,Chiradzulu,Southern,,91.45531412861388,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,47.0,2020-04-19,50.0,2020-04-22,54.0,2020-04-26
30408,STA Sandareki,mw,3,Chiradzulu,Southern,,50.41165125058115,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,52.0,2020-04-24,56.0,2020-04-28
30409,STA Onga,mw,3,Chiradzulu,Southern,,32.087877710994924,38.0,2020-04-10,39.0,2020-04-11,42.0,2020-04-14,43.0,2020-04-15,46.0,2020-04-18,47.0,2020-04-19,49.0,2020-04-21,52.0,2020-04-24,56.0,2020-04-28
30420,Chiradzulu Boma,mw,3,Chiradzulu,Southern,,3.694412299387346,42.0,2020-04-14,43.0,2020-04-15,46.0,2020-04-18,47.0,2020-04-19,50.0,2020-04-22,52.0,2020-04-24,54.0,2020-04-26,57.0,2020-04-29,63.0,2020-05-05
30501,TA Kapeni,mw,3,Blantyre,Southern,,214.39888578286883,28.0,2020-03-31,29.0,2020-04-01,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,39.0,2020-04-11,42.0,2020-04-14,45.0,2020-04-17
30502,TA Lundu,mw,3,Blantyre,Southern,,132.06753844853048,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,51.0,2020-04-23
30503,TA Chigaru,mw,3,Blantyre,Southern,,256.2185600197744,28.0,2020-03-31,30.0,2020-04-02,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,47.0,2020-04-19
30504,TA Kunthembwe,mw,3,Blantyre,Southern,,461.5957647909097,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,54.0,2020-04-26
30505,TA Makata,mw,3,Blantyre,Southern,,61.22472400665259,34.0,2020-04-06,35.0,2020-04-07,38.0,2020-04-10,39.0,2020-04-11,42.0,2020-04-14,44.0,2020-04-16,45.0,2020-04-17,48.0,2020-04-20,52.0,2020-04-24
