DIST_NAME,DIST_CODE,TA_NAME,TA_CODE,population,pct_elderly,pop_density,interpolated_CI,final_score
Kasungu,MW201,STA M'nyanja,20104,57083.715860000004,0.23309735089295103,0.1531356113340177,0.15511258287701377,0.5413455451039825
Kasungu,MW201,STA Mangwazu,20117,5488.104477000001,0.2330973509197505,0.1198264859852798,0.15511258287701377,0.5080364197820441
Kasungu,MW201,STA Mawawa,20118,6472.555716,0.2330973509245045,0.09737763134920663,0.15511258287701377,0.4855875651507249
Kasungu,MW201,STA Mdunga,20126,18888.74629,0.23467043917089783,0.13739072191989687,0.15511258287701377,0.5271737439678085
Kasungu,MW201,STA Mphomwa,20114,26232.37525,0.23309735091047276,0.12054006057560611,0.15511258287701377,0.5087499943630927
Kasungu,MW201,STA Nthunduwala,20108,8342.147359,0.23437829105009805,0.05212975480898582,0.15511258287701377,0.44162062873609764
Kasungu,MW201,TA Chidzuma,20122,26022.92055,0.23309735093468686,0.12550015544160634,0.15511258287701377,0.513710089253307
Kasungu,MW201,TA Chilowamatambe,20110,37723.1352,0.23401611316236237,0.11868781418610402,0.15511258287701377,0.5078165102254801
Kasungu,MW201,TA Chisemphere,20102,18911.28296,0.2331197436335707,0.1566481742329555,0.15511258287701377,0.54488050074354
Kasungu,MW201,TA Chulu,20112,37310.73354,0.23309735091604447,0.12216382990421967,0.15511258287701377,0.5103737636972779
Kasungu,MW201,TA Kaluluma,20101,52606.364069999996,0.23324949093151592,0.13083195891384253,0.15511258287701377,0.5191940327223722
Kasungu,MW201,TA Kaomba,20106,55926.758460000005,0.23309735090946168,0.1667006900904387,0.15511258287701377,0.5549106238769141
Kasungu,MW201,TA Kapelula,20124,47928.84622,0.23309735092992473,0.1991995722399954,0.15511258287701377,0.5874095060469339
Kasungu,MW201,TA Kaphaizi,20116,1600.606186,0.23309735098810605,0.0912129066782727,0.15511258287701377,0.47942284054339257
Kasungu,MW201,TA Kawamba,20107,33574.95046,0.23315340413426086,0.05026844758323189,0.15511258287701377,0.4385344345945065
Kasungu,MW201,TA Lukwa,20119,25456.53328,0.23309735092870415,0.07486368500507955,0.15511258287701377,0.46307361881079745
Kasungu,MW201,TA Mwase,20127,28830.89343,0.23309735092108597,0.11439468087554887,0.15511258287701377,0.5026046146736486
Kasungu,MW201,TA Njombwa,20109,70040.26088,0.23572040895725202,0.18784953491968298,0.15511258287701377,0.5786825267539488
Kasungu,MW201,TA Santhe,20121,61646.01632,0.2336145902704836,0.13704496105689745,0.15511258287701377,0.5257721342043948
Kasungu,MW201,TA Simlemba,20103,40288.35522,0.23310336932418135,0.10039506141872762,0.15511258287701377,0.48861101361992276
Kasungu,MW201,TA Wimbe,20123,100664.9395,0.2332482815761203,0.08763453612488739,0.15511258287701377,0.4759954005780215
Lilongwe,MW206,STA Chitekwele,20607,64519.553510000005,0.3067703534432061,0.13357520572022832,0.003607269369232878,0.4439528285326673
Lilongwe,MW206,STA Mbang'ombe,20618,13580.800280000001,0.30671668152978193,0.3538715936736396,0.003607269369232878,0.6641955445726544
Lilongwe,MW206,TA Chadza,20601,175808.8641,0.30678484251377613,0.36853724606783045,0.003607269369232878,0.6789293579508394
Lilongwe,MW206,TA Chimutu,20609,137697.3408,0.30404887478078146,0.2679359963642723,0.003607269369232878,0.5755921405142865
Lilongwe,MW206,TA Chiseka,20605,134499.2181,0.30689725594342143,0.3484167163383007,0.003607269369232878,0.6589212416509549
Lilongwe,MW206,TA Chitukula,20610,27041.888919999998,0.302367688513722,0.24246290837985335,0.003607269369232878,0.5484378662628082
Lilongwe,MW206,TA Kabudula,20617,170387.1717,0.30671668147053954,0.2523087932558338,0.003607269369232878,0.5626327440956062
Lilongwe,MW206,TA Kalolo,20602,204112.0536,0.3064182649056188,0.2607882993765371,0.003607269369232878,0.5708138336513887
Lilongwe,MW206,TA Kalumba,20614,33594.98506,0.30671668143423586,0.5121198573448492,0.003607269369232878,0.8224438081483179
Lilongwe,MW206,TA Kalumbu,20612,82356.04517,0.3069853397530029,0.32726249150668124,0.003607269369232878,0.637855100628917
Lilongwe,MW206,TA Khongoni,20608,143543.0109,0.30647621788383467,0.1948272029015663,0.003607269369232878,0.5049106901546339
Lilongwe,MW206,TA Malili,20616,145542.9327,0.3054980393595565,0.33788466309852905,0.003607269369232878,0.6469899718273184
Lilongwe,MW206,TA Masula,20603,97764.2493,0.30707615148174483,0.09268261988104791,0.003607269369232878,0.40336604073202564
Lilongwe,MW206,TA Masumbankhunda,20604,96735.46079,0.30671668148741693,0.16832035265600176,0.003607269369232878,0.4786443035126516
Lilongwe,MW206,TA Mazengera,20606,142338.6872,0.30698005667006284,0.31297393903635684,0.003607269369232878,0.6235612650756526
Lilongwe,MW206,TA Mtema,20611,79710.82047,0.30493334124610616,0.3278896241172745,0.003607269369232878,0.6364302347326135
Lilongwe,MW206,TA Njewa,20615,54817.037529999994,0.30466525670183525,0.38494726528149925,0.003607269369232878,0.6932197913525673
Lilongwe,MW206,TA Tsabango,20613,51287.54852,0.3060564798977772,0.5604337799873975,0.003607269369232878,0.8700975292544075
Lilongwe City,MW210,Lilongwe City,210,1412756.7977154301,0.11734253318980241,2.7100767958932797,0.44297267854179745,3.2703920076248796
Mchinji,MW207,Mchinji Boma,20720,26721.29184,0.2452712455319864,2.058491551222008,0.18397073783087678,2.4877335345848715
Mchinji,MW207,STA Gumba,20708,20927.82651,0.24526207470382216,0.09560564494805514,0.18397073783087678,0.524838457482754
Mchinji,MW207,STA Kapunula,20710,8700.321840999999,0.24527124556891397,0.053744613564799676,0.18397073783087678,0.48298659696459045
Mchinji,MW207,STA Nyoka,20706,45506.605,0.2452712455257361,0.13962221694555338,0.18397073783087678,0.5688642003021662
Mchinji,MW207,STA Pitala,20709,4858.877495000001,0.24527124554190502,0.14796334612892503,0.18397073783087678,0.5772053295017069
Mchinji,MW207,TA Dambe,20712,82088.44303,0.24526358001306445,0.1651128565348444,0.18397073783087678,0.5943471743787856
Mchinji,MW207,TA Kapondo,20713,8474.633408,0.24527124557297628,0.15116751534022885,0.18397073783087678,0.5804094987440819
Mchinji,MW207,TA Kazyozyo,20711,9454.333256999998,0.2452712455090279,0.054885578395507804,0.18397073783087678,0.4841275617354125
Mchinji,MW207,TA Mavwere,20702,125169.3751,0.24549537399197885,0.20852493784735965,0.18397073783087678,0.6379910496702152
Mchinji,MW207,TA Mduwa,20705,71308.19172,0.24537163303198642,0.17105527508364002,0.18397073783087678,0.6003976459465032
Mchinji,MW207,TA Mkanda,20707,89039.24905,0.2452712455359093,0.14553999399172948,0.18397073783087678,0.5747819773585156
Mchinji,MW207,TA Mlonyeni,20701,48428.148539999995,0.24527124555115623,0.1417550059419726,0.18397073783087678,0.5709969893240057
Mchinji,MW207,TA Simphasi,20704,60181.3534,0.24550209612706925,0.20911102811652593,0.18397073783087678,0.6385838620744719
Mchinji,MW207,TA Zulu,20703,87922.6193,0.2452712455921028,0.2796371769566111,0.18397073783087678,0.7088791603795908
Nkhotakota,MW202,Nkhotakota Boma,20220,23951.20581,0.2626690521753359,1.4949161656422227,0.14429077476931512,1.9018759925868738
Nkhotakota,MW202,Nkhotakota Game Reserve,20208,2369.208544,0.2566135508205584,0.0010248303959420138,0.14429077476931512,0.4019291559858156
Nkhotakota,MW202,STA Kalimanjira,20203,15425.560669999999,0.26266905215489217,0.14711680011291034,0.14429077476931512,0.5540766270371176
Nkhotakota,MW202,TA Kafuzila,20202,27293.83178,0.26298425681561527,0.037350830568950735,0.14429077476931512,0.4446258621538811
Nkhotakota,MW202,TA Kanyenda,20201,106474.9054,0.2631216686467601,0.136221749464112,0.14429077476931512,0.5436341928801873
Nkhotakota,MW202,TA Malenga Chanzi,20204,47482.9953,0.262669052198806,0.155375237097831,0.14429077476931512,0.5623350640659521
Nkhotakota,MW202,TA Mphonde,20205,37451.314710000006,0.26266905218324005,0.16176224727268929,0.14429077476931512,0.5687220742252445
Nkhotakota,MW202,TA Mwadzama,20206,104988.729,0.2629205118868766,0.12829054031651382,0.14429077476931512,0.5355018269727055
Nkhotakota,MW202,TA Mwansambo,20207,35294.417069999996,0.2629592727710616,0.11336100545213128,0.14429077476931512,0.5206110529925081
Ntcheu,MW209,Ntcheu Boma,20920,19820.24054,0.3558399870164824,1.6453796224039479,0.1515053135077809,2.1527249229282113
Ntcheu,MW209,STA Mkutumula,20906,25871.8633,0.3554874573432444,0.16155512732246408,0.1515053135077809,0.6685478981734894
Ntcheu,MW209,STA Tsikulamowa,20902,29717.386730000002,0.3551906499380815,0.06947984562163272,0.1515053135077809,0.5761758090674951
Ntcheu,MW209,TA Chakhumbira,20909,29735.458110000003,0.3558399869526799,0.20975843329680896,0.1515053135077809,0.7171037337572697
Ntcheu,MW209,TA Champiti,20907,19917.30532,0.3558399869494669,0.1782155778382212,0.1515053135077809,0.685560878295469
Ntcheu,MW209,TA Goodson Ganya,20910,161508.789,0.3558240233927693,0.16993437079649154,0.1515053135077809,0.6772637076970418
Ntcheu,MW209,TA Kwataine,20904,52336.762910000005,0.35583998695877855,0.20885308575678696,0.1515053135077809,0.7161983862233463
Ntcheu,MW209,TA Makwangwala,20905,93625.35591,0.35576804906845094,0.19118651850496887,0.1515053135077809,0.6984598810812006
Ntcheu,MW209,TA Masasa,20911,37289.03597,0.3556425472661946,0.11256433550151575,0.1515053135077809,0.6197121962754912
Ntcheu,MW209,TA Mpando,20903,72692.69612000001,0.3552980924767256,0.13414829689771837,0.1515053135077809,0.6409517028822249
Ntcheu,MW209,TA Njolomole,20908,64412.76096,0.3558399869532976,0.20022037222080544,0.1515053135077809,0.707565672681884
Ntcheu,MW209,TA Phambala,20901,38535.06012,0.3557859726275422,0.08262014547278893,0.1515053135077809,0.589911431608112
Ntchisi,MW203,Ntchisi Boma,20320,8098.646912,0.29661194120743734,1.4045071305003416,0.007214538738465756,1.7083336104462445
Ntchisi,MW203,TA Chikho,20302,26825.85163,0.296587200496047,0.13371990921503862,0.007214538738465756,0.4375216484495514
Ntchisi,MW203,TA Chilooko,20305,86777.14626000001,0.29651565502296917,0.12821182985435958,0.007214538738465756,0.43194202361579453
Ntchisi,MW203,TA Kalumo,20303,81782.78327,0.29656339216596467,0.2211980452100742,0.007214538738465756,0.5249759761145046
Ntchisi,MW203,TA Kasakula,20301,23727.53872,0.2961600341289442,0.10490933494025552,0.007214538738465756,0.4082839078076655
Ntchisi,MW203,TA Malenga,20307,52547.05986,0.2966037221454676,0.17338409796677,0.007214538738465756,0.4772023588507034
Ntchisi,MW203,TA Nthondo,20304,29918.26193,0.29661194110426414,0.09605376447664588,0.007214538738465756,0.3998802443193758
Ntchisi,MW203,TA Vuso Jere,20306,14945.7071,0.2965402399037119,0.12705576052566156,0.007214538738465756,0.4308105391678393
Salima,MW205,Chipoka Urban,20521,4542.108303,0.2877478980213402,0.3123259314759568,0.15871985224624666,0.7587936817435436
Salima,MW205,Lake Malawi National Park,20511,0.0,,0.0,0.15871985224624666,
Salima,MW205,Salima Town,20520,41944.20398,0.2877478980745096,1.8360292106580967,0.15871985224624666,2.282496960978853
Salima,MW205,TA Kambalame,20506,23897.53323,0.29037419399251657,0.3166840623425963,0.15871985224624666,0.7657781085813594
Salima,MW205,TA Kambwiri,20504,39004.67796,0.2877884752454192,0.11556009956269406,0.15871985224624666,0.5620684270543599
Salima,MW205,TA Karonga,20502,81630.28352000001,0.2877625095015005,0.14107825206540242,0.15871985224624666,0.5875606138131496
Salima,MW205,TA Khombedza,20507,114518.4562,0.2877206553759459,0.18004752885956105,0.15871985224624666,0.6264880364817536
Salima,MW205,TA Kuluunda,20509,10180.007309999999,0.287747898073352,0.04327263528042647,0.15871985224624666,0.4897403856000251
Salima,MW205,TA Maganga,20501,67822.10311,0.2877478980780453,0.28053795561339717,0.15871985224624666,0.7270057059376891
Salima,MW205,TA Msosa,20510,8087.122555,0.2877384408252473,0.22306576653803173,0.15871985224624666,0.6695240596095257
Salima,MW205,TA Mwanza,20508,40468.6645,0.28780917743300966,0.18299847216396758,0.15871985224624666,0.6295275018432239
Salima,MW205,TA Ndindi,20505,47979.198639999995,0.287793394977669,0.18456908393670907,0.15871985224624666,0.6310823311606247
Salima,MW205,TA Pemba,20503,23609.28023,0.2877478981343508,0.1944679592038427,0.15871985224624666,0.6409357095844401
Chitipa,MW101,Chitipa Boma,10120,27932.99713,0.3026674108907188,2.5390658202849234,0.18757800720010964,3.029311238375752
Chitipa,MW101,Nyika Ntational Park-Chitipa,10110,278.6746027,0.29708104075979963,0.00027708370110452965,0.18757800720010964,0.4849361316610138
Chitipa,MW101,STA Bulambya Songwe,10102,37720.92856,0.3026674109191311,0.08439554856391983,0.18757800720010964,0.5746409666831606
Chitipa,MW101,STA Lwangwa,10104,6786.991718000001,0.30258876514672584,0.03051632170187941,0.18757800720010964,0.5206830940487148
Chitipa,MW101,STA Nthengatenga,10107,13468.62908,0.3026454858158384,0.03453647705675623,0.18757800720010964,0.5247599700727043
Chitipa,MW101,STA Wavikaza,10108,7735.784395999999,0.30266741092439253,0.0409676002982341,0.18757800720010964,0.5312130184227363
Chitipa,MW101,TA Kameme,10109,26496.7289,0.3026674109316268,0.04640806948444351,0.18757800720010964,0.5366534876161799
Chitipa,MW101,TA Mwabulambya,10101,69638.8689,0.30266741094125194,0.08568579147467593,0.18757800720010964,0.5759312096160375
Chitipa,MW101,TA Mwenemisuku,10103,27880.31522,0.30264709752934493,0.04441397405500189,0.18757800720010964,0.5346390787844565
Chitipa,MW101,TA Mwenewenya,10105,29245.912269999997,0.30265704703205104,0.030377001630341134,0.18757800720010964,0.5206120558625018
Chitipa,MW101,TA Nthalire,10106,25713.78294,0.3026674109545793,0.07003219835917748,0.18757800720010964,0.5602776165138664
Karonga,MW102,Karonga Town,10220,56299.23933,0.290715334038435,0.983479407415305,0.25972339458476723,1.5339181360385072
Karonga,MW102,Nyika National Park-Karonga,10206,173.3967376,0.29071533524845683,0.00024045218611823773,0.25972339458476723,0.5506791820193423
Karonga,MW102,TA Kilupula,10201,79601.08205,0.29072021227799116,0.18469398093515713,0.25972339458476723,0.7351375877979155
Karonga,MW102,TA Kyungu,10203,100353.0557,0.29072954541673124,0.04808032088286639,0.25972339458476723,0.5985332608843649
Karonga,MW102,TA Mwakaboko,10202,25547.3187,0.29073134614055063,0.07835970144792721,0.25972339458476723,0.6288144421732451
Karonga,MW102,TA Mwirang'ombe,10205,38563.9291,0.2907153340766514,0.11847200624756095,0.25972339458476723,0.6689107349089796
Karonga,MW102,TA Wasambo,10204,76492.68276,0.29063914518248374,0.16229334101089662,0.25972339458476723,0.7126558807781476
Likoma,MW106,Likoma Boma,10620,1237.003157,0.3745961605244365,0.7206105605309677,0.01803634684616439,1.1132430679015686
Likoma,MW106,TA Mkumpha,10601,4190.633597999999,0.37459616056709505,0.1693605537683978,0.01803634684616439,0.5619930611816573
Mzimba,MW105,Mzimba Boma,10520,28367.49965,0.3242382116343763,2.078130875298936,2.2797942413551793,4.682163328288492
Mzimba,MW105,STA Levi Jere,10511,19793.39635,0.3226245437865832,0.0854007757608125,2.2797942413551793,2.687819560902575
Mzimba,MW105,TA Chindi,10505,194956.7802,0.3242382116084183,0.08589530191174718,2.2797942413551793,2.689927754875345
Mzimba,MW105,TA Jaravikuba Munthali,10504,23435.56046,0.3241168096317162,0.11112120750561533,2.2797942413551793,2.715032258492511
Mzimba,MW105,TA Kampingo Sibande,10503,94892.43106,0.32418199219558685,0.0763686666234771,2.2797942413551793,2.6803449001742434
Mzimba,MW105,TA Khosolo Gwaza Jere,10508,58848.28382999999,0.3231636296718452,0.04687998980650481,2.2797942413551793,2.649837860833529
Mzimba,MW105,TA M'Mbelwa,10501,171928.2785,0.32423821163916583,0.11610765990055844,2.2797942413551793,2.7201401128949034
Mzimba,MW105,TA Mabulabo,10507,76767.53877,0.3228003981804702,0.10896762783858226,2.2797942413551793,2.711562267374232
Mzimba,MW105,TA Mpherembe,10509,52491.32045,0.32421904333576557,0.0584609768214494,2.2797942413551793,2.6624742615123944
Mzimba,MW105,TA Mtwalo,10502,219388.4462,0.32347535626029267,0.0861361800865212,2.2797942413551793,2.6894057777019933
Mzimba,MW105,TA Mzikubola,10506,97305.02708,0.3242331756775529,0.052134984580774896,2.2797942413551793,2.656162401613507
Mzimba,MW105,TA Mzukuzuku,10510,47199.303289999996,0.324238211647042,0.1333006608967536,2.2797942413551793,2.7373331138989747
Mzimba,MW105,Vwaza Marsh Reserve,10512,804.4544187000001,0.32423080889564515,0.0017005561115321075,2.2797942413551793,2.6057256063623564
Mzuzu City,MW107,Mzuzu City,107,231505.65705599994,0.13318202213174518,1.226185382443281,6.9908880375733204,8.350255442148347
Nkhatabay,MW103,Nkhatabay Boma,10320,13499.002269999999,0.3404827635207876,0.8430358182800831,0.6060212540311236,1.7895398358319943
Nkhatabay,MW103,STA Kondowe,10311,1579.672801,0.34048276354218915,0.014305164191008713,0.6060212540311236,0.9608091817643214
Nkhatabay,MW103,STA Nyaluwanga,10310,11276.23305,0.33834175881767925,0.041817513855850974,0.6060212540311236,0.9861805267046538
Nkhatabay,MW103,TA Boghoyo,10314,798.5187218,0.34048276328175037,0.02772579850005064,0.6060212540311236,0.9742298158129246
Nkhatabay,MW103,TA Fukamalaza,10307,13109.90311,0.34048276347956624,0.1339635824646622,0.6060212540311236,1.0804675999753521
Nkhatabay,MW103,TA Fukamapiri,10302,27612.214180000003,0.34048276346572864,0.0991912721038276,0.6060212540311236,1.04569528960068
Nkhatabay,MW103,TA Kabunduli,10301,52946.621589999995,0.34033575043632064,0.023961014202936785,0.6060212540311236,0.970318018670381
Nkhatabay,MW103,TA M'bwana,10309,16553.73173,0.3404460144117667,0.02465329792772673,0.6060212540311236,0.971120566370617
Nkhatabay,MW103,TA Malanda,10304,26880.273610000004,0.3404827634309591,0.12179917571358174,0.6060212540311236,1.0683031931756646
Nkhatabay,MW103,TA Malenga Mzoma,10303,7655.465737,0.34048276358788376,0.14258881851233238,0.6060212540311236,1.0890928361313397
Nkhatabay,MW103,TA Mankhambira,10306,22266.430119999997,0.34048276353633133,0.176970605829556,0.6060212540311236,1.123474623397011
Nkhatabay,MW103,TA Mkumbira,10308,12974.26878,0.34048276347887513,0.18704199395236937,0.6060212540311236,1.133546011462368
Nkhatabay,MW103,TA Timbiri,10312,52660.275839999995,0.3404821052137641,0.0826897134484745,0.6060212540311236,1.0291930726933622
Nkhatabay,MW103,TA Zilakoma,10305,16873.835469999998,0.33097493074126,0.027163945226736968,0.6060212540311236,0.9641601299991206
Rumphi,MW104,Nyika National Park,10412,3245.2276850000003,0.2789231899606519,0.0014107036384153051,0.10821808107698634,0.3885519746760535
Rumphi,MW104,Rumphi Boma,10420,14617.08299,0.28189332019750424,1.0037528779323042,0.10821808107698634,1.3938642792067948
Rumphi,MW104,STA Chapinduka,10406,2273.6947370000003,0.2792568854877843,0.01648425852185028,0.10821808107698634,0.4039592250866209
Rumphi,MW104,STA Chisovya,10410,10502.97084,0.27985116871969223,0.09562662170205692,0.10821808107698634,0.4836958714987355
Rumphi,MW104,STA Kachulu,10405,12291.38794,0.27892318997667237,0.07218529601306474,0.10821808107698634,0.4593265670667234
Rumphi,MW104,STA Njikula,10411,3128.930677,0.27892318988642983,0.05648099435762344,0.10821808107698634,0.4436222653210396
Rumphi,MW104,STA Zolokere,10409,7923.746451000001,0.278923189974558,0.08607140050029811,0.10821808107698634,0.47321267155184243
Rumphi,MW104,TA Chikulamayembe,10401,77376.12783,0.27997720758302175,0.0878446364029733,0.10821808107698634,0.4760399250629814
Rumphi,MW104,TA Katumbi,10408,19495.40684,0.2789231899626712,0.13675497248611385,0.10821808107698634,0.5238962435257714
Rumphi,MW104,TA Mwahenga,10403,17192.09348,0.27892318991430476,0.09669363996723974,0.10821808107698634,0.4838349109585308
Rumphi,MW104,TA Mwalweni,10404,23622.95085,0.27892318995555954,0.07049012083216452,0.10821808107698634,0.4576313918647104
Rumphi,MW104,TA Mwamlowe,10402,4916.879779,0.27892319003197624,0.032205223756445536,0.10821808107698634,0.4193464948654081
Rumphi,MW104,TA Mwankhunikira,10407,28710.03008,0.27954250090557575,0.05264166253023837,0.10821808107698634,0.44040224451280047
Rumphi,MW104,Vwaza Marsh Reserve,10413,1146.931645,0.28234782104067363,0.0014617293690129475,0.10821808107698634,0.3920276314866729
Balaka,MW312,Balaka Town,31220,37476.57855,0.3359028282843775,2.3662751029932028,0.1515053135077809,2.853683244785361
Balaka,MW312,Liwonde Town,31221,7789.642204000001,0.3109505446176387,0.9448076058293585,0.1515053135077809,1.407263463954778
Balaka,MW312,STA Kachenga,31203,47914.931319999996,0.3359234652378815,0.16855034878525765,0.1515053135077809,0.6559791275309201
Balaka,MW312,STA Matola,31209,18915.39745,0.33590282830480067,0.202014793896809,0.1515053135077809,0.6894229357093906
Balaka,MW312,STA Phalula,31206,17029.29431,0.33556514874366905,0.05820043150714032,0.1515053135077809,0.5452708937585903
Balaka,MW312,STA Toleza,31210,4935.732346,0.33590282830426793,0.10608905866418958,0.1515053135077809,0.5934972004762384
Balaka,MW312,TA Amidu,31204,51342.870930000005,0.3354899398670366,0.19097820000622354,0.1515053135077809,0.6779734533810411
Balaka,MW312,TA Chanthunya,31207,30532.07087,0.33590282833067603,0.10242851475241616,0.1515053135077809,0.589836656590873
Balaka,MW312,TA Kalembo,31202,78359.62312999999,0.33589719493838854,0.19424765986947476,0.1515053135077809,0.6816501683156442
Balaka,MW312,TA Msamala,31201,81387.18932,0.3355932425214785,0.16326980861009335,0.1515053135077809,0.6503683646393528
Balaka,MW312,TA Nkaya,31205,51927.443719999996,0.33528874563649025,0.11912616292992229,0.1515053135077809,0.6059202220741935
Balaka,MW312,TA Sawali,31208,17199.02576,0.3359028283265544,0.13708141112568498,0.1515053135077809,0.6244895529600203
Blantyre,MW305,TA Chigaru,30503,54203.61701,0.31995402373169174,0.16412287661489042,0.003607269369232878,0.487684169715815
Blantyre,MW305,TA Kapeni,30501,107841.241,0.31304831233496044,0.3901378852482459,0.003607269369232878,0.7067934669524392
Blantyre,MW305,TA Kuntaja,30506,90086.27534,0.3164570374061758,0.20370952338312381,0.003607269369232878,0.5237738301585324
Blantyre,MW305,TA Kunthembwe,30504,46539.19116,0.3201313231824629,0.07825266705475896,0.003607269369232878,0.40199125960645476
Blantyre,MW305,TA Lundu,30502,35289.66192,0.3203732580686009,0.20722486400501908,0.003607269369232878,0.5312053914428528
Blantyre,MW305,TA Machinjiri,30507,26397.58989,0.31139650204487007,0.30396392523989224,0.003607269369232878,0.6189676966539952
Blantyre,MW305,TA Makata,30505,20521.73645,0.32127780071765655,0.25991023215461745,0.003607269369232878,0.5847953022415069
Blantyre,MW305,TA Somba,30508,83478.31748,0.3198643370126848,0.25328378866099016,0.003607269369232878,0.5767553950429078
Blantyre City,MW315,Blantyre City,315,880372.3552590003,0.1252504404903125,2.829719850750394,0.777005822132762,3.7319761133734684
Chikwawa,MW310,Chikwawa Boma,31020,4636.902771,0.29864603301593956,0.44595311178351194,0.14068350540008223,0.8852826501995338
Chikwawa,MW310,Lengwe National Park,31012,2009.071846,0.2986460330850029,0.0016907876473716446,0.14068350540008223,0.4410203261324568
Chikwawa,MW310,Majete Game Reserve - Chikwawa,31013,1145.850032,0.2986460331732369,0.0013706872527054108,0.14068350540008223,0.4407002258260245
Chikwawa,MW310,Ngabu Urban,31021,9320.268768,0.29864603284454466,0.9517214612746908,0.14068350540008223,1.3910509995193179
Chikwawa,MW310,STA Masache,31010,19704.6931,0.3011451909817459,0.10133804781321724,0.14068350540008223,0.5431667441950454
Chikwawa,MW310,STA Ndakwela,31008,27687.55611,0.29864603297495346,0.16285139031643994,0.14068350540008223,0.6021809286914757
Chikwawa,MW310,TA Chapananga,31003,105580.7921,0.29864603307138476,0.1158418939922222,0.14068350540008223,0.5551714324636892
Chikwawa,MW310,TA Kasisi,31006,27606.54222,0.29873517084723206,0.06327603180248612,0.14068350540008223,0.5026947080498004
Chikwawa,MW310,TA Katunga,31005,37606.75781,0.2986460330293445,0.19242166411572462,0.14068350540008223,0.6317512025451514
Chikwawa,MW310,TA Lundu,31002,50535.897110000005,0.29864603299547526,0.19549527268885705,0.14068350540008223,0.6348248110844146
Chikwawa,MW310,TA Makhwira,31007,73056.71275,0.2987392218335152,0.120389551518435,0.14068350540008223,0.5598122787520324
Chikwawa,MW310,TA Maseya,31004,38493.21121,0.298662330455253,0.21198454400171668,0.14068350540008223,0.6513303798570519
